master,slave,path,Bperp,delta_days
S1A_IW_SLC__1SDV_20190224T051918_20190224T051945_026067_02E820_297E,S1A_IW_SLC__1SDV_20190308T051918_20190308T051945_026242_02EE6B_9B53,95,175,12
S1B_IW_SLC__1SDV_20190302T051752_20190302T051819_015171_01C5F9_4443,S1B_IW_SLC__1SDV_20190302T051817_20190302T051845_015171_01C5F9_403D,95,0,0
S1B_IW_SLC__1SDV_20190302T051752_20190302T051819_015171_01C5F9_4443,S1B_IW_SLC__1SDV_20190302T051843_20190302T051910_015171_01C5F9_B596,95,0,0
S1B_IW_SLC__1SDV_20190302T051752_20190302T051819_015171_01C5F9_4443,S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,95,175,11
S1B_IW_SLC__1SDV_20190302T051752_20190302T051819_015171_01C5F9_4443,S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,95,175,12
S1B_IW_SLC__1SDV_20190302T051752_20190302T051819_015171_01C5F9_4443,S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,95,175,12
S1B_IW_SLC__1SDV_20190302T051817_20190302T051845_015171_01C5F9_403D,S1B_IW_SLC__1SDV_20190302T051843_20190302T051910_015171_01C5F9_B596,95,0,0
S1B_IW_SLC__1SDV_20190302T051817_20190302T051845_015171_01C5F9_403D,S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,95,175,11
S1B_IW_SLC__1SDV_20190302T051817_20190302T051845_015171_01C5F9_403D,S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,95,175,11
S1B_IW_SLC__1SDV_20190302T051817_20190302T051845_015171_01C5F9_403D,S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,95,175,12
S1B_IW_SLC__1SDV_20190302T051843_20190302T051910_015171_01C5F9_B596,S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,95,175,11
S1B_IW_SLC__1SDV_20190302T051843_20190302T051910_015171_01C5F9_B596,S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,95,175,11
S1B_IW_SLC__1SDV_20190302T051843_20190302T051910_015171_01C5F9_B596,S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,95,175,11
S1A_IW_SLC__1SDV_20190308T051854_20190308T051921_026242_02EE6B_9071,S1A_IW_SLC__1SDV_20190308T051918_20190308T051945_026242_02EE6B_9B53,95,0,0
S1A_IW_SLC__1SDV_20190308T051854_20190308T051921_026242_02EE6B_9071,S1A_IW_SLC__1SDV_20190320T051854_20190320T051921_026417_02F4DE_7428,95,175,12
S1A_IW_SLC__1SDV_20190308T051854_20190308T051921_026242_02EE6B_9071,S1A_IW_SLC__1SDV_20190320T051918_20190320T051945_026417_02F4DE_8281,95,175,12
S1A_IW_SLC__1SDV_20190308T051918_20190308T051945_026242_02EE6B_9B53,S1A_IW_SLC__1SDV_20190320T051854_20190320T051921_026417_02F4DE_7428,95,175,11
S1A_IW_SLC__1SDV_20190308T051918_20190308T051945_026242_02EE6B_9B53,S1A_IW_SLC__1SDV_20190320T051918_20190320T051945_026417_02F4DE_8281,95,175,12
S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,95,0,0
S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,95,0,0
S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,95,175,12
S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,95,175,12
S1B_IW_SLC__1SDV_20190314T051752_20190314T051819_015346_01CBB4_606D,S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,95,175,12
S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,95,0,0
S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,95,175,11
S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,95,175,12
S1B_IW_SLC__1SDV_20190314T051817_20190314T051845_015346_01CBB4_2047,S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,95,175,12
S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,95,175,11
S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,95,175,11
S1B_IW_SLC__1SDV_20190314T051843_20190314T051910_015346_01CBB4_C058,S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,95,175,12
S1A_IW_SLC__1SDV_20190320T051854_20190320T051921_026417_02F4DE_7428,S1A_IW_SLC__1SDV_20190320T051918_20190320T051945_026417_02F4DE_8281,95,0,0
S1A_IW_SLC__1SDV_20190320T051854_20190320T051921_026417_02F4DE_7428,S1A_IW_SLC__1SDV_20190401T051854_20190401T051921_026592_02FB56_3D02,95,175,12
S1A_IW_SLC__1SDV_20190320T051854_20190320T051921_026417_02F4DE_7428,S1A_IW_SLC__1SDV_20190401T051919_20190401T051946_026592_02FB56_7E41,95,175,12
S1A_IW_SLC__1SDV_20190320T051918_20190320T051945_026417_02F4DE_8281,S1A_IW_SLC__1SDV_20190401T051854_20190401T051921_026592_02FB56_3D02,95,175,11
S1A_IW_SLC__1SDV_20190320T051918_20190320T051945_026417_02F4DE_8281,S1A_IW_SLC__1SDV_20190401T051919_20190401T051946_026592_02FB56_7E41,95,175,12
S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,95,0,0
S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,95,0,0
S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,95,175,12
S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,95,175,12
S1B_IW_SLC__1SDV_20190326T051753_20190326T051820_015521_01D16C_AE58,S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,95,175,12
S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,95,0,0
S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,95,175,11
S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,95,175,12
S1B_IW_SLC__1SDV_20190326T051817_20190326T051845_015521_01D16C_B3C4,S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,95,175,12
S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,95,175,11
S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,95,175,11
S1B_IW_SLC__1SDV_20190326T051843_20190326T051910_015521_01D16C_66D8,S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,95,175,12
S1A_IW_SLC__1SDV_20190401T051854_20190401T051921_026592_02FB56_3D02,S1A_IW_SLC__1SDV_20190401T051919_20190401T051946_026592_02FB56_7E41,95,0,0
S1A_IW_SLC__1SDV_20190401T051854_20190401T051921_026592_02FB56_3D02,S1A_IW_SLC__1SDV_20190413T051854_20190413T051921_026767_0301BE_13E7,95,175,12
S1A_IW_SLC__1SDV_20190401T051854_20190401T051921_026592_02FB56_3D02,S1A_IW_SLC__1SDV_20190413T051919_20190413T051946_026767_0301BE_A8FA,95,175,12
S1A_IW_SLC__1SDV_20190401T051919_20190401T051946_026592_02FB56_7E41,S1A_IW_SLC__1SDV_20190413T051854_20190413T051921_026767_0301BE_13E7,95,175,11
S1A_IW_SLC__1SDV_20190401T051919_20190401T051946_026592_02FB56_7E41,S1A_IW_SLC__1SDV_20190413T051919_20190413T051946_026767_0301BE_A8FA,95,175,12
S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,95,0,0
S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,95,0,0
S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,95,175,12
S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,95,175,12
S1B_IW_SLC__1SDV_20190407T051753_20190407T051820_015696_01D735_BB07,S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,95,175,12
S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,95,0,0
S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,95,175,11
S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,95,175,12
S1B_IW_SLC__1SDV_20190407T051818_20190407T051846_015696_01D735_1979,S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,95,175,12
S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,95,175,11
S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,95,175,11
S1B_IW_SLC__1SDV_20190407T051844_20190407T051911_015696_01D735_E162,S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,95,175,12
S1A_IW_SLC__1SDV_20190413T051854_20190413T051921_026767_0301BE_13E7,S1A_IW_SLC__1SDV_20190413T051919_20190413T051946_026767_0301BE_A8FA,95,0,0
S1A_IW_SLC__1SDV_20190413T051854_20190413T051921_026767_0301BE_13E7,S1A_IW_SLC__1SDV_20190425T051855_20190425T051922_026942_030810_5EE3,95,175,12
S1A_IW_SLC__1SDV_20190413T051854_20190413T051921_026767_0301BE_13E7,S1A_IW_SLC__1SDV_20190425T051920_20190425T051947_026942_030810_BF50,95,175,12
S1A_IW_SLC__1SDV_20190413T051919_20190413T051946_026767_0301BE_A8FA,S1A_IW_SLC__1SDV_20190425T051855_20190425T051922_026942_030810_5EE3,95,175,11
S1A_IW_SLC__1SDV_20190413T051919_20190413T051946_026767_0301BE_A8FA,S1A_IW_SLC__1SDV_20190425T051920_20190425T051947_026942_030810_BF50,95,175,12
S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,95,0,0
S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,95,0,0
S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,95,175,12
S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,95,175,12
S1B_IW_SLC__1SDV_20190419T051753_20190419T051820_015871_01DCFE_9B87,S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,95,175,12
S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,95,0,0
S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,95,175,11
S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,95,175,12
S1B_IW_SLC__1SDV_20190419T051818_20190419T051846_015871_01DCFE_DE62,S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,95,175,12
S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,95,175,11
S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,95,175,11
S1B_IW_SLC__1SDV_20190419T051844_20190419T051911_015871_01DCFE_7FF7,S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,95,175,12
S1A_IW_SLC__1SDV_20190425T051855_20190425T051922_026942_030810_5EE3,S1A_IW_SLC__1SDV_20190425T051920_20190425T051947_026942_030810_BF50,95,0,0
S1A_IW_SLC__1SDV_20190425T051855_20190425T051922_026942_030810_5EE3,S1A_IW_SLC__1SDV_20190507T051855_20190507T051922_027117_030E71_B53B,95,175,12
S1A_IW_SLC__1SDV_20190425T051855_20190425T051922_026942_030810_5EE3,S1A_IW_SLC__1SDV_20190507T051920_20190507T051947_027117_030E71_877D,95,175,12
S1A_IW_SLC__1SDV_20190425T051920_20190425T051947_026942_030810_BF50,S1A_IW_SLC__1SDV_20190507T051855_20190507T051922_027117_030E71_B53B,95,175,11
S1A_IW_SLC__1SDV_20190425T051920_20190425T051947_026942_030810_BF50,S1A_IW_SLC__1SDV_20190507T051920_20190507T051947_027117_030E71_877D,95,175,12
S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,95,0,0
S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,95,0,0
S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,95,175,12
S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,95,175,12
S1B_IW_SLC__1SDV_20190501T051754_20190501T051821_016046_01E2D7_BC5A,S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,95,175,12
S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,95,0,0
S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,95,175,11
S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,95,175,12
S1B_IW_SLC__1SDV_20190501T051819_20190501T051847_016046_01E2D7_3238,S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,95,175,12
S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,95,175,11
S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,95,175,11
S1B_IW_SLC__1SDV_20190501T051845_20190501T051912_016046_01E2D7_1D15,S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,95,175,12
S1A_IW_SLC__1SDV_20190507T051855_20190507T051922_027117_030E71_B53B,S1A_IW_SLC__1SDV_20190507T051920_20190507T051947_027117_030E71_877D,95,0,0
S1A_IW_SLC__1SDV_20190507T051855_20190507T051922_027117_030E71_B53B,S1A_IW_SLC__1SDV_20190519T051856_20190519T051923_027292_0313E9_86FB,95,175,12
S1A_IW_SLC__1SDV_20190507T051855_20190507T051922_027117_030E71_B53B,S1A_IW_SLC__1SDV_20190519T051921_20190519T051948_027292_0313E9_69E7,95,175,12
S1A_IW_SLC__1SDV_20190507T051920_20190507T051947_027117_030E71_877D,S1A_IW_SLC__1SDV_20190519T051856_20190519T051923_027292_0313E9_86FB,95,175,11
S1A_IW_SLC__1SDV_20190507T051920_20190507T051947_027117_030E71_877D,S1A_IW_SLC__1SDV_20190519T051921_20190519T051948_027292_0313E9_69E7,95,175,12
S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,95,0,0
S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,95,0,0
S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,S1B_IW_SLC__1SDV_20190525T051813_20190525T051841_016396_01EDDA_0361,95,175,12
S1B_IW_SLC__1SDV_20190513T051754_20190513T051821_016221_01E872_871E,S1B_IW_SLC__1SDV_20190525T051839_20190525T051906_016396_01EDDA_973A,95,175,12
S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,95,0,0
S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,S1B_IW_SLC__1SDV_20190525T051813_20190525T051841_016396_01EDDA_0361,95,175,11
S1B_IW_SLC__1SDV_20190513T051819_20190513T051847_016221_01E872_D967,S1B_IW_SLC__1SDV_20190525T051839_20190525T051906_016396_01EDDA_973A,95,175,12
S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,S1B_IW_SLC__1SDV_20190525T051813_20190525T051841_016396_01EDDA_0361,95,175,11
S1B_IW_SLC__1SDV_20190513T051845_20190513T051912_016221_01E872_E05F,S1B_IW_SLC__1SDV_20190525T051839_20190525T051906_016396_01EDDA_973A,95,175,11
S1A_IW_SLC__1SDV_20190519T051856_20190519T051923_027292_0313E9_86FB,S1A_IW_SLC__1SDV_20190519T051921_20190519T051948_027292_0313E9_69E7,95,0,0
S1A_IW_SLC__1SDV_20190519T051856_20190519T051923_027292_0313E9_86FB,S1A_IW_SLC__1SDV_20190531T051856_20190531T051923_027467_03195C_A889,95,175,12
S1A_IW_SLC__1SDV_20190519T051856_20190519T051923_027292_0313E9_86FB,S1A_IW_SLC__1SDV_20190531T051921_20190531T051948_027467_03195C_9B3F,95,175,12
S1A_IW_SLC__1SDV_20190519T051921_20190519T051948_027292_0313E9_69E7,S1A_IW_SLC__1SDV_20190531T051856_20190531T051923_027467_03195C_A889,95,175,11
S1A_IW_SLC__1SDV_20190519T051921_20190519T051948_027292_0313E9_69E7,S1A_IW_SLC__1SDV_20190531T051921_20190531T051948_027467_03195C_9B3F,95,175,12
S1B_IW_SLC__1SDV_20190525T051813_20190525T051841_016396_01EDDA_0361,S1B_IW_SLC__1SDV_20190525T051839_20190525T051906_016396_01EDDA_973A,95,0,0
S1B_IW_SLC__1SDV_20190525T051813_20190525T051841_016396_01EDDA_0361,S1B_IW_SLC__1SDV_20190606T051814_20190606T051842_016571_01F31D_3FDD,95,175,12
S1B_IW_SLC__1SDV_20190525T051813_20190525T051841_016396_01EDDA_0361,S1B_IW_SLC__1SDV_20190606T051840_20190606T051907_016571_01F31D_6732,95,175,12
S1B_IW_SLC__1SDV_20190525T051839_20190525T051906_016396_01EDDA_973A,S1B_IW_SLC__1SDV_20190606T051814_20190606T051842_016571_01F31D_3FDD,95,175,11
S1B_IW_SLC__1SDV_20190525T051839_20190525T051906_016396_01EDDA_973A,S1B_IW_SLC__1SDV_20190606T051840_20190606T051907_016571_01F31D_6732,95,175,12
S1A_IW_SLC__1SDV_20190531T051856_20190531T051923_027467_03195C_A889,S1A_IW_SLC__1SDV_20190531T051921_20190531T051948_027467_03195C_9B3F,95,0,0
S1A_IW_SLC__1SDV_20190531T051856_20190531T051923_027467_03195C_A889,S1A_IW_SLC__1SDV_20190612T051857_20190612T051924_027642_031EB1_9F57,95,175,12
S1A_IW_SLC__1SDV_20190531T051856_20190531T051923_027467_03195C_A889,S1A_IW_SLC__1SDV_20190612T051922_20190612T051949_027642_031EB1_76F4,95,175,12
S1A_IW_SLC__1SDV_20190531T051921_20190531T051948_027467_03195C_9B3F,S1A_IW_SLC__1SDV_20190612T051857_20190612T051924_027642_031EB1_9F57,95,175,11
S1A_IW_SLC__1SDV_20190531T051921_20190531T051948_027467_03195C_9B3F,S1A_IW_SLC__1SDV_20190612T051922_20190612T051949_027642_031EB1_76F4,95,175,12
S1B_IW_SLC__1SDV_20190606T051814_20190606T051842_016571_01F31D_3FDD,S1B_IW_SLC__1SDV_20190606T051840_20190606T051907_016571_01F31D_6732,95,0,0
S1B_IW_SLC__1SDV_20190606T051814_20190606T051842_016571_01F31D_3FDD,S1B_IW_SLC__1SDV_20190618T051815_20190618T051843_016746_01F850_7964,95,175,12
S1B_IW_SLC__1SDV_20190606T051814_20190606T051842_016571_01F31D_3FDD,S1B_IW_SLC__1SDV_20190618T051841_20190618T051908_016746_01F850_3C55,95,175,12
S1B_IW_SLC__1SDV_20190606T051840_20190606T051907_016571_01F31D_6732,S1B_IW_SLC__1SDV_20190618T051815_20190618T051843_016746_01F850_7964,95,175,11
S1B_IW_SLC__1SDV_20190606T051840_20190606T051907_016571_01F31D_6732,S1B_IW_SLC__1SDV_20190618T051841_20190618T051908_016746_01F850_3C55,95,175,12
S1A_IW_SLC__1SDV_20190612T051857_20190612T051924_027642_031EB1_9F57,S1A_IW_SLC__1SDV_20190612T051922_20190612T051949_027642_031EB1_76F4,95,0,0
S1A_IW_SLC__1SDV_20190612T051857_20190612T051924_027642_031EB1_9F57,S1A_IW_SLC__1SDV_20190624T051858_20190624T051925_027817_0323E3_60D3,95,175,12
S1A_IW_SLC__1SDV_20190612T051857_20190612T051924_027642_031EB1_9F57,S1A_IW_SLC__1SDV_20190624T051922_20190624T051949_027817_0323E3_F110,95,175,12
S1A_IW_SLC__1SDV_20190612T051922_20190612T051949_027642_031EB1_76F4,S1A_IW_SLC__1SDV_20190624T051858_20190624T051925_027817_0323E3_60D3,95,175,11
S1A_IW_SLC__1SDV_20190612T051922_20190612T051949_027642_031EB1_76F4,S1A_IW_SLC__1SDV_20190624T051922_20190624T051949_027817_0323E3_F110,95,175,12
S1B_IW_SLC__1SDV_20190618T051815_20190618T051843_016746_01F850_7964,S1B_IW_SLC__1SDV_20190618T051841_20190618T051908_016746_01F850_3C55,95,0,0
S1B_IW_SLC__1SDV_20190618T051815_20190618T051843_016746_01F850_7964,S1B_IW_SLC__1SDV_20190630T051815_20190630T051843_016921_01FD7F_E45E,95,175,12
S1B_IW_SLC__1SDV_20190618T051815_20190618T051843_016746_01F850_7964,S1B_IW_SLC__1SDV_20190630T051841_20190630T051908_016921_01FD7F_6AD6,95,175,12
S1B_IW_SLC__1SDV_20190618T051841_20190618T051908_016746_01F850_3C55,S1B_IW_SLC__1SDV_20190630T051815_20190630T051843_016921_01FD7F_E45E,95,175,11
S1B_IW_SLC__1SDV_20190618T051841_20190618T051908_016746_01F850_3C55,S1B_IW_SLC__1SDV_20190630T051841_20190630T051908_016921_01FD7F_6AD6,95,175,12
S1A_IW_SLC__1SDV_20190624T051858_20190624T051925_027817_0323E3_60D3,S1A_IW_SLC__1SDV_20190624T051922_20190624T051949_027817_0323E3_F110,95,0,0
S1A_IW_SLC__1SDV_20190624T051858_20190624T051925_027817_0323E3_60D3,S1A_IW_SLC__1SDV_20190706T051858_20190706T051925_027992_032936_BC3A,95,175,12
S1A_IW_SLC__1SDV_20190624T051858_20190624T051925_027817_0323E3_60D3,S1A_IW_SLC__1SDV_20190706T051923_20190706T051950_027992_032936_C9B5,95,175,12
S1A_IW_SLC__1SDV_20190624T051922_20190624T051949_027817_0323E3_F110,S1A_IW_SLC__1SDV_20190706T051858_20190706T051925_027992_032936_BC3A,95,175,11
S1A_IW_SLC__1SDV_20190624T051922_20190624T051949_027817_0323E3_F110,S1A_IW_SLC__1SDV_20190706T051923_20190706T051950_027992_032936_C9B5,95,175,12
S1B_IW_SLC__1SDV_20190630T051815_20190630T051843_016921_01FD7F_E45E,S1B_IW_SLC__1SDV_20190630T051841_20190630T051908_016921_01FD7F_6AD6,95,0,0
S1B_IW_SLC__1SDV_20190630T051815_20190630T051843_016921_01FD7F_E45E,S1B_IW_SLC__1SDV_20190712T051816_20190712T051844_017096_0202A5_6860,95,175,12
S1B_IW_SLC__1SDV_20190630T051815_20190630T051843_016921_01FD7F_E45E,S1B_IW_SLC__1SDV_20190712T051842_20190712T051909_017096_0202A5_86AA,95,175,12
S1B_IW_SLC__1SDV_20190630T051841_20190630T051908_016921_01FD7F_6AD6,S1B_IW_SLC__1SDV_20190712T051816_20190712T051844_017096_0202A5_6860,95,175,11
S1B_IW_SLC__1SDV_20190630T051841_20190630T051908_016921_01FD7F_6AD6,S1B_IW_SLC__1SDV_20190712T051842_20190712T051909_017096_0202A5_86AA,95,175,12
S1A_IW_SLC__1SDV_20190706T051858_20190706T051925_027992_032936_BC3A,S1A_IW_SLC__1SDV_20190706T051923_20190706T051950_027992_032936_C9B5,95,0,0
S1A_IW_SLC__1SDV_20190706T051858_20190706T051925_027992_032936_BC3A,S1A_IW_SLC__1SDV_20190718T051859_20190718T051926_028167_032E7E_D44F,95,175,12
S1A_IW_SLC__1SDV_20190706T051858_20190706T051925_027992_032936_BC3A,S1A_IW_SLC__1SDV_20190718T051924_20190718T051951_028167_032E7E_2CE2,95,175,12
S1A_IW_SLC__1SDV_20190706T051923_20190706T051950_027992_032936_C9B5,S1A_IW_SLC__1SDV_20190718T051859_20190718T051926_028167_032E7E_D44F,95,175,11
