Data,BO28-00,BO55-01,BOF8-00,BOG0-00,FC06-02,FC14-02,FC16-01,FC20-00,FC83-01,FC90-00,FE80-00,FE81-00,MO08-00,MO43-01,MO64-00,MO72-01,MO80-00,MO81-00,PC27-02,PC56-03,PC96-00,PR23-02,PR32-00,PRB3-00,PRB4-00,RA34-02,RA58-00,RE15-00,RE25-00,RE55-00,RE79-01,RE84-00,RN03-00,RN04-00,RN05-00,RN06-00
24/6/2009,12.83,,,,,14.11,6.65,,,,,,3.93,4.23,18.58,22.37,,,10.01,12.23,22.3,,,,12.37,9.55,15.02,0.96,24.84,7.2,13.69,,15.19,4.04,16.73,
25/6/2009,12.83,,,,,14.7,7.96,,,,,,3.9,,18.71,22.36,,,14.09,12.27,23.64,,,,12.44,9.56,15.03,0.97,24.95,7.31,13.77,,15.23,4.17,16.76,
26/6/2009,12.86,,,,,14.84,8.45,,,,,,3.91,4.44,18.67,22.37,,,11.25,12.35,22.12,,,,12.44,9.59,15.08,0.98,25.05,7.44,13.78,,15.28,4.53,16.78,
27/6/2009,12.85,,,,,14.48,7.98,,,,,,3.9,4.37,18.72,22.34,,,10.53,12.37,21.93,,,,12.38,9.59,15.1,0.99,25.08,7.48,13.89,,15.31,4.4,16.83,
28/6/2009,12.84,,,,,13.92,7.4,,,,,,3.93,4.32,18.63,22.33,,,10.23,12.41,21.86,,,,12.39,9.59,15.05,1,25.17,7.5,13.9,,15.38,4.58,16.87,
29/6/2009,12.82,,,,,13.89,7.18,,,,,,4.05,4.29,18.86,22.34,,,10.15,12.44,21.85,,,,12.39,9.59,15.11,1,25.11,7.55,13.89,,15.43,4.54,16.92,
30/6/2009,12.83,8.91,,,,14.1,7.34,,,,,1.91,4.05,4.27,19.18,22.47,,,10.16,12.53,21.98,,,,12.46,9.62,15.1,1.01,25.52,7.72,14,,15.48,4.86,16.96,
1/7/2009,12.84,8.92,,,,14.47,7.68,,,,,1.93,4.01,,19.44,22.46,5.53,,11.32,12.59,22.09,,,,12.44,9.64,15.13,1.02,25.34,7.92,14.07,,15.54,5.29,17.1,
2/7/2009,12.9,8.94,,,,14.52,7.44,,,,,1.94,4,,19.5,22.48,5.53,,11.27,12.65,22.74,,,,12.48,9.66,15.13,1.03,25.5,8.1,14.06,,15.6,5.5,17.29,
3/7/2009,12.91,8.87,,,,14.44,7.53,,,,,1.94,3.99,,19.34,22.47,5.54,,11.4,12.69,22.99,,,,12.52,9.66,15.08,1.04,25.35,8.21,14.06,,15.63,5.01,17.3,
4/7/2009,12.87,8.85,,,,14.53,7.75,,,,,1.94,4.05,,19.54,22.83,5.55,,11.21,12.75,23.02,,,,12.6,9.7,15.05,1.04,25.78,8.4,14.07,,15.66,5.12,17.31,
5/7/2009,12.84,8.84,,,,14.11,7.72,,,,,1.8,4.13,,19.27,22.93,5.55,,11,12.81,22.87,,,,12.57,9.73,15.11,1.05,25.8,8.29,14.11,,15.73,5.26,17.32,
6/7/2009,12.85,8.85,,,,14.04,7.4,,,,,1.83,4.09,,19.28,22.92,5.55,,10.5,12.84,22.74,,,,12.66,9.74,15.13,1.06,25.38,8.17,14.08,,15.77,4.85,17.33,
7/7/2009,12.88,8.85,,,,14.39,7.45,,,,,1.84,4.09,,19.35,22.49,5.56,,10.41,12.81,22.56,,,,12.5,9.74,15.14,1.07,25.3,8.01,14.16,,15.82,4.92,17.27,
8/7/2009,12.83,8.85,,,,14.5,7.81,,,,,1.85,4.06,,19.42,22.42,,,10.37,12.79,22.53,,,,12.47,9.77,15.2,1.08,25.27,7.98,14.14,,15.88,5.28,17.24,
9/7/2009,12.82,8.87,,,,14.72,7.71,,,,,1.89,4.06,,19.76,22.44,,,10.25,12.81,22.54,,,,12.48,9.79,15.18,1.09,25.12,8.04,14.12,,15.94,5.41,17.23,
10/7/2009,12.83,8.86,,,,14.74,7.71,,,,,1.9,4.06,,19.63,22.51,,,10.65,12.88,22.76,,,,12.43,9.81,15.16,1.1,25.08,7.94,14.09,,15.98,5.04,17.25,
11/7/2009,12.84,8.88,,,,14.27,7.44,,,,,1.91,4.06,,19.57,22.42,,,10.8,12.94,22.98,,,,12.45,9.81,15.08,1.11,25.08,7.85,14.5,,16.05,4.89,17.3,
12/7/2009,12.83,8.88,,,,13.97,7.64,,,,,1.93,4.05,,19.85,22.37,,,10.35,12.98,24.52,,,,12.48,9.8,15.13,1.11,25.24,7.87,14.31,,16.08,5.25,17.35,
13/7/2009,12.78,8.89,,,,13.95,7.78,,,,,1.95,4.18,,19.76,22.4,,,10.32,13.03,24.55,,,,12.45,9.8,15.01,1.12,25.16,7.96,14.22,,16.11,5.39,17.39,
14/7/2009,12.79,8.91,,,,14.61,7.97,,,,,1.96,4.13,,20.02,22.45,,,10.53,13.11,25.23,,,,12.56,9.8,15.12,1.13,25.41,8.15,14.18,,16.15,5.09,17.42,
15/7/2009,12.77,8.93,,,,14.85,8.36,,,,2.49,1.98,4.11,,20.24,22.49,,,11.22,13.18,25.44,,,,12.6,9.8,15.2,1.14,25.51,8.24,14.24,,16.2,5.52,17.45,
16/7/2009,12.75,8.91,,,,15.1,8.96,,,,2.48,2,4.14,,20.48,22.57,,,11.42,13.25,25.1,,,,12.66,9.82,15.28,1.14,25.67,8.35,14.26,,16.24,5.39,17.5,
17/7/2009,12.73,8.88,,,,15.43,8.62,,,,2.56,2,4.15,,20.57,22.56,,,12.44,13.3,24.57,,,,12.63,9.86,15.25,1.15,25.83,8.41,14.69,,16.29,5.92,17.52,
18/7/2009,12.75,8.87,,,,15.19,7.76,,,,2.56,2.01,4.15,,20.52,22.51,,,11.72,13.35,24.19,,,,12.57,9.9,15.2,1.16,26.1,8.31,14.6,,16.33,5.81,17.53,
19/7/2009,12.81,8.93,,,,14.69,8.2,,,,2.47,2.05,4.17,,20.33,22.49,,,11.65,13.41,24.84,,,,12.64,9.96,15.14,1.17,26.28,8.41,14.86,,16.41,5.49,17.59,
20/7/2009,12.84,8.95,46.85,,,14.63,8.31,,,,2.46,2.06,4.25,,20.31,22.46,,,15.51,13.41,25.7,,,,12.66,10,15.24,1.18,26.63,8.56,14.74,,16.45,5.81,17.65,
21/7/2009,12.9,8.95,46.86,,,15.4,8.77,,,,2.47,2.07,4.24,,20.84,22.72,,,16.5,13.44,25.91,,,,12.77,10.02,15.28,1.19,26.83,8.74,14.94,,16.52,5.8,17.63,
22/7/2009,12.92,8.94,46.78,,,15.82,9.65,,,,2.51,2.08,4.25,,20.83,22.81,,,16.41,13.48,25.47,,,,12.86,10.04,15.35,1.19,26.81,8.87,14.66,,16.57,5.64,17.61,
23/7/2009,12.96,8.93,46.77,,,15.94,9.31,,,,2.53,2.09,4.27,,21.01,23.46,,,16.49,13.52,25.68,,,,12.96,10.06,15.28,1.2,26.97,8.9,14.6,,16.63,5.78,17.6,
24/7/2009,13,8.97,46.96,,,16.06,9.15,,,,2.56,2.1,4.29,4.58,21.15,23.03,,,16.3,13.56,26.04,,,,13.06,10.08,15.29,1.21,27.07,9.05,14.7,,16.68,6.21,17.61,
25/7/2009,13.05,9,47.06,,,15.94,8.77,,,,2.56,2.12,4.41,4.58,21.3,23.07,,,16.35,13.59,26.17,,,,13.18,10.11,15.45,1.22,26.93,9.17,14.79,,16.76,6.48,17.63,
26/7/2009,13.1,9.03,47.23,,,15.65,9.72,,,,2.51,2.14,4.42,4.5,21.22,22.99,,,16.32,13.66,26.08,,,,13.25,10.14,15.34,1.23,26.93,9.18,14.86,,16.84,6.32,17.67,
27/7/2009,13.14,9.02,47.19,,,15.65,9.55,,,,2.52,2.14,4.43,4.48,21.2,23.52,,,16.28,13.71,26.25,,,,13.24,10.15,15.37,1.23,26.92,9.2,14.87,,16.91,6.01,17.68,
28/7/2009,13.17,9.02,47.06,,,16.51,9.03,,,,2.56,2.16,4.48,,21.49,23.08,,,16.49,13.76,26.19,,,,13.3,10.18,15.58,1.24,27.45,9.24,15.31,,17,6.01,17.68,
29/7/2009,13.18,9.02,46.98,,,16.56,11.07,,,,2.55,2.18,4.45,4.83,21.58,23.02,,,16.84,13.82,26.32,,,,13.38,10.25,15.46,1.25,27.84,9.34,15.25,,17.06,6.2,17.7,
30/7/2009,13.19,9.01,46.86,,,16.89,9.56,,,,2.59,2.19,4.38,4.72,21.56,23.14,,,16.2,13.87,26.38,,,,13.42,10.26,15.54,1.25,27.54,9.39,15.38,,17.15,6.19,17.71,
31/7/2009,13.22,8.98,46.85,,,16.79,9.52,,,,2.62,2.2,4.47,4.63,21.58,23.26,,,15.18,13.93,26.33,,,,13.48,10.28,15.65,1.26,27.92,9.24,15.4,,17.21,6.34,17.71,
1/8/2009,13.22,8.99,46.95,,,16.64,9.06,,,,2.62,2.21,4.49,4.62,21.68,23.11,,,15.01,13.98,25.96,,,,13.53,10.31,15.72,1.27,27.92,9.03,15.56,,17.3,6.44,17.75,
2/8/2009,13.22,9,47.18,,,16.42,9.16,,,,2.66,2.23,4.48,4.55,21.5,22.86,,,15.29,14.03,27.03,,,,13.53,10.32,15.74,1.28,27.8,9.06,15.52,,17.38,6.47,17.76,
3/8/2009,13.23,9.02,47.36,,,16.36,9.06,,,,2.69,2.24,4.48,4.51,21.53,22.83,,,16.58,14.07,26.05,,,,13.55,10.32,15.61,1.28,27.78,8.87,15.05,,17.49,6.63,17.78,
4/8/2009,13.24,9.01,47.47,,,16.58,8.82,,,,2.66,2.25,4.49,4.5,21.78,22.98,,,16.84,14.1,25.92,,,,13.58,10.35,15.71,1.29,27.95,8.6,15.01,,17.56,6.15,17.81,
5/8/2009,13.28,9.03,47.54,,,16.58,8.61,,,,2.63,2.27,4.49,4.49,21.84,22.96,,,15.94,14.11,26.21,,,,13.67,10.39,15.6,1.3,28.09,8.56,15.05,,17.66,6.64,17.84,
6/8/2009,13.3,9.03,47.47,,,16.79,8.33,,,,2.64,2.28,4.51,,21.99,22.97,,,16.89,14.15,26.34,,,,13.71,10.43,15.82,1.31,28.1,8.61,15.04,,17.75,6.8,17.87,
7/8/2009,13.34,9,47.63,,,16.84,9.05,,,,2.67,2.29,4.51,,22.13,23.04,,,14.61,14.19,26.3,,,,13.75,10.45,15.82,1.32,27.9,8.61,15.15,,17.83,6.66,17.9,
8/8/2009,13.33,9.02,47.78,,,16.61,9.01,,,,2.69,2.31,4.52,,21.95,23.03,,,13.67,14.24,26.23,,,,13.73,10.47,15.76,1.32,27.88,8.55,15.03,,17.92,6.8,17.93,
9/8/2009,13.33,9.03,47.91,,,16.42,9.15,,,,2.72,2.32,4.55,4.6,21.76,23,,,12.9,14.27,26.23,,,,13.68,10.49,15.95,1.33,27.88,8.41,14.96,,17.99,6.99,17.96,
10/8/2009,13.35,9.04,48.02,,,15.88,8.9,,,,2.7,2.3,4.56,4.55,21.7,22.91,,,12.57,14.31,26.46,,,,13.67,10.51,15.99,1.34,27.86,8.39,14.94,,18.05,6.78,18,
11/8/2009,13.35,9.04,48.12,,,15.48,8.68,,,,2.67,2.27,4.55,4.51,21.76,22.86,,,12.52,14.35,26.5,,,,13.74,10.52,15.67,1.35,28.02,8.4,14.97,,18.1,6.44,18.01,
12/8/2009,13.37,9.05,48.17,,,15.41,8.79,,,,2.67,2.32,4.53,4.49,21.71,22.88,,,12.9,14.41,26.73,,,,13.75,10.55,15.81,1.35,28.1,8.64,15,,18.16,6.91,18.04,
13/8/2009,13.37,9.06,48.21,,,15.13,9.15,,,,2.71,2.33,4.47,,21.76,22.84,,,13.03,14.45,26.7,,,,13.75,10.56,15.71,1.36,28.28,8.69,15.11,,18.23,7.12,18.06,
14/8/2009,13.36,9.06,48.24,,,14.97,9.81,,,,2.72,2.34,4.63,,21.91,22.9,,,12.59,14.5,26.58,,,,13.78,10.58,15.8,1.36,28.18,8.83,15.08,,18.29,7.09,18.09,
15/8/2009,13.34,9.08,48.31,,,14.8,9.4,,,,2.69,2.35,4.57,4.65,22.1,22.83,,,12.28,14.54,26.49,,,,13.84,10.61,15.78,1.37,28.22,,15.18,,18.36,7.01,18.14,
16/8/2009,13.35,9.07,48.31,,,14.79,9.29,,,,2.72,2.35,4.56,4.58,22.1,22.82,,,12.15,14.58,26.51,,,,13.87,10.62,15.85,1.38,28.35,,15.23,,18.41,7.12,18.19,
17/8/2009,13.35,9.06,48.32,,,14.75,9.83,,,,2.76,2.36,4.55,4.54,21.95,22.87,,,12.11,14.62,26.62,,,,13.84,10.63,16.01,1.39,28.29,,15.17,,18.48,7.11,18.21,
18/8/2009,13.35,9.12,48.26,,,14.82,10.32,,,,2.76,2.37,4.58,4.52,22.18,22.96,,,12.29,14.69,26.98,,,,13.89,10.65,15.91,1.39,28.77,,15.13,,18.56,7.76,18.25,
19/8/2009,13.33,9.16,48.22,,,14.97,9.91,,,,2.74,2.38,4.56,4.51,22.39,23.01,,,12.78,14.74,27.1,,,,14,10.68,15.78,1.4,28.85,,15.23,,18.65,7.86,18.3,
20/8/2009,13.37,9.14,48.17,,,15.06,10.11,,,,2.74,2.38,4.52,,22.71,23.05,,,12.29,14.8,27.02,,,,14.1,10.7,15.72,1.41,28.98,,15.2,,18.74,7.95,18.35,
21/8/2009,13.38,9.11,48.24,,,15.14,10.13,,,,2.78,2.38,4.5,3.9,22.57,23.05,,,12.13,14.84,26.99,,,,14.08,10.71,15.76,1.41,28.92,,15.19,,18.84,8.31,18.39,
22/8/2009,13.4,9.13,48.41,,,14.97,9.75,,,,2.81,2.37,4.51,3.76,22.53,23,,,12.02,14.89,26.85,,,,14.13,10.73,16.56,1.42,28.76,,15.19,,18.92,8.01,18.42,
23/8/2009,13.41,9.14,48.39,,,15.01,9.47,,,,2.78,2.38,4.68,3.68,22.25,23.02,,,11.94,14.92,26.83,,,,14.1,10.75,15.93,1.43,28.53,,15.32,,19.01,7.98,18.45,
24/8/2009,13.37,9.14,48.22,,,15.05,9.13,,,,2.78,2.38,4.59,3.66,22.2,23.02,,,11.91,14.94,26.82,,,,14.07,10.76,15.83,1.44,28.42,,15.3,,19.11,8.07,18.5,
25/8/2009,13.37,9.16,48.27,,,15.19,9.18,,,,2.78,2.38,4.57,3.64,22.48,23.07,,,11.86,14.98,27.05,,,,14.1,10.78,15.91,1.44,28.42,,15.32,,19.18,8.15,18.53,
26/8/2009,13.44,9.22,48.3,,,15.33,9.1,,,,2.77,2.39,4.67,3.62,22.55,23.12,,,11.85,15.01,27.01,,,,14.14,10.81,15.86,1.45,28.46,,15.4,,19.27,8.29,18.57,
27/8/2009,13.49,9.18,48.08,,,15.42,9.13,,,,2.77,2.39,4.71,3.62,22.42,23.1,,,12.08,15.02,26.98,,,,14.15,10.82,15.9,1.46,28.44,,15.37,,19.38,8.35,18.61,
28/8/2009,13.5,9.12,48.06,,,15.5,9.15,,,,2.82,2.38,4.73,,22.36,23.15,,,11.92,15.06,27.01,,,,14.14,10.83,15.89,1.46,28.38,,15.49,,19.48,8.5,18.66,
29/8/2009,13.5,9.12,48.17,,,15.55,8.64,,,,2.8,2.3,4.73,3.87,22.23,23.08,,,11.88,15.1,27.14,,,,14.19,10.83,15.92,1.47,28.47,,15.6,,19.54,8.49,18.68,
30/8/2009,13.47,9.15,48.08,,,15.16,8.16,,,,2.71,2.22,4.72,3.72,22.11,23.03,,,11.86,15.13,27.12,,,,14.13,10.85,16.1,1.48,28.38,,15.51,,19.64,7.82,18.68,
31/8/2009,13.48,9.13,47.95,,,15.11,8.03,,,,2.67,2.37,4.66,3.65,22.09,23.02,,,11.73,15.14,27.23,,,,14.09,10.85,16.15,1.49,28.37,,15.47,,19.7,8.18,18.72,
1/9/2009,13.46,9.15,47.7,,,15.45,8.01,,,,2.7,2.36,4.57,3.61,22.47,23.05,,,11.67,15.15,27.31,,,,14.04,10.85,16.4,1.49,28.62,,15.45,,19.75,7.69,18.71,
2/9/2009,13.44,9.11,47.41,,,15.56,8.54,,,,2.77,2.36,4.55,3.6,22.57,23.03,,,11.64,15.18,27.3,,,,14.03,10.86,16.01,1.5,28.77,,15.46,,19.8,7.75,18.7,
3/9/2009,13.47,9.1,47.78,,,15.78,8.1,,,,2.84,2.36,4.68,3.56,22.42,23.45,,,11.6,15.21,27.28,2.33,13.56,,13.99,10.87,16.15,1.5,28.68,,15.44,,19.86,8.02,18.7,
4/9/2009,13.53,9.1,47.54,,,15.8,8.31,,,,2.89,2.36,4.62,3.54,22.53,23.05,,,11.59,15.21,27.27,2.31,13.46,,14.01,10.89,16.17,1.51,28.54,,15.44,,19.91,8.41,18.71,
5/9/2009,13.54,9.14,47.34,,,15.7,8.55,,,,2.78,2.37,4.61,3.54,22.56,23.08,,,11.59,15.25,27.3,2.33,13.56,,14.05,10.89,16.06,1.52,28.61,,15.69,,19.97,8.52,18.72,
6/9/2009,13.52,9.22,47.35,,,15.41,8.42,,,,2.71,2.4,4.61,3.59,22.46,23.06,,,11.59,15.29,27.42,2.36,13.63,,14.09,10.91,16.26,1.52,28.63,,15.7,,20.07,8.11,18.78,
7/9/2009,13.52,9.22,47.4,,,15.43,8.41,,,,2.68,2.4,4.63,,22.43,23.06,,,11.58,15.29,27.48,2.37,13.72,,14.09,10.93,16.1,1.53,28.88,,15.67,,20.13,8.36,18.83,
8/9/2009,13.54,9.19,47.54,,,16.02,8.54,,,,2.69,2.4,4.61,3.84,22.67,23.12,,,11.6,15.32,27.45,2.37,13.82,,14.12,10.94,16.03,1.54,28.72,,15.71,,20.18,8.43,18.87,
9/9/2009,13.52,9.19,47.58,,,16.21,7.95,,,,2.72,2.4,4.67,3.77,22.67,23.11,,,11.6,15.34,27.5,2.37,13.91,,14.11,10.95,16.02,1.55,28.85,,15.79,,20.25,8.34,18.89,
10/9/2009,13.52,9.19,47.55,,,16.42,7.69,,,,2.73,2.4,4.61,3.71,22.74,23.08,,,11.61,15.37,27.5,2.37,14.01,,14.1,10.96,16.04,1.55,28.95,,15.74,,20.32,7.99,18.91,
11/9/2009,13.52,9.2,47.6,,,16.45,7.65,,,,2.76,2.4,4.6,3.65,22.72,23.08,,,11.6,15.4,27.54,2.37,14.01,,14.11,10.97,16.21,1.56,28.97,,15.7,,20.4,,18.93,
12/9/2009,13.46,9.21,47.81,,,16.01,7.32,,,,2.81,2.4,4.57,3.68,22.55,23.05,,,11.57,15.42,27.64,2.38,14.07,,14.12,10.97,16.11,1.57,29.01,,15.68,,20.45,,18.96,
13/9/2009,13.46,9.16,48.04,,,15.46,7.08,,,,2.81,2.4,4.54,3.61,22.44,23.02,,,11.53,15.42,27.6,2.37,14.13,,14.08,10.97,16.07,1.58,28.93,,15.68,,20.54,,18.98,
14/9/2009,13.44,9.16,48.11,,,15.46,7.01,,,,2.83,2.4,4.52,,22.37,23.01,,,11.51,15.42,27.61,2.38,14.22,,14.04,10.97,16.07,1.58,28.81,,15.79,,20.6,,19,
15/9/2009,13.41,9.18,48.27,,,,,,,,2.78,,4.51,,22.38,23.02,,,11.44,,,2.4,14.24,,,10.97,16.06,,,,,,20.65,,19.02,
16/9/2009,,9.19,48.56,,,16.13,,,,,2.77,2.35,,,22.32,,,,11.34,15.31,27.59,2.39,14.3,,13.98,,,1.6,28.7,,15.66,,,,19.02,
17/9/2009,13.38,9.17,48.57,,,15.97,,,,,2.77,2.35,4.5,3.74,22.3,23,,,11.27,15.22,27.58,2.39,14.34,,13.98,10.92,15.98,1.6,28.69,,15.65,,20.79,,19.04,
18/9/2009,13.34,9.17,48.65,,,15.92,,,,,2.75,2.29,4.49,3.73,22.32,23,,,11.23,15.11,27.59,2.38,14.43,,14,10.91,16.03,1.61,28.75,,15.68,,20.82,,19.07,
19/9/2009,13.28,9.16,48.82,,,15.58,,,,,2.78,2.29,4.48,3.7,22.15,23,,,11.19,15.02,27.59,2.41,14.5,,14,10.9,16.01,1.62,28.7,,15.69,,20.87,,19.09,
20/9/2009,13.25,9.15,48.68,,,15.16,,,,,2.81,2.3,4.62,3.61,22.09,22.99,,,11.14,14.96,27.61,2.41,14.55,,13.97,10.9,16.01,1.62,28.63,,15.7,,20.93,,19.1,
21/9/2009,13.24,9.18,48.83,,,15.15,,,,,2.79,2.31,4.61,3.58,22.08,22.99,,,11.11,14.93,27.63,2.42,14.64,,13.97,10.91,15.93,1.63,28.69,,15.69,,20.99,,19.12,
22/9/2009,13.23,9.19,48.81,,,,,,,,,,4.61,3.58,22.23,23.01,,,11.08,,,2.44,14.69,,,10.91,16.01,,,,,,21.08,,19.14,
23/9/2009,,,48.71,,,,,,,,,,,,22.25,,,,11.03,,,2.44,14.51,,,,,,,,,,,,19.16,
24/9/2009,13.29,9.15,48.64,,,,,,,,,,4.63,3.56,22.24,22.99,6.1,,11,,,2.43,14.28,,,10.89,15.94,,,,,,21.24,,19.18,
25/9/2009,13.28,9.17,48.88,,,,,,,,,,4.61,3.54,22.23,22.98,6.1,,10.97,,,2.44,14.6,,,10.87,15.95,,,,,,21.28,,19.2,
26/9/2009,13.3,9.2,49.29,,,,,,,,,,4.61,3.55,22.11,23,6.11,,10.95,,,2.46,14.67,,,10.87,16.03,,,,,,21.35,,19.22,
27/9/2009,13.25,9.2,49.34,,,,,,,,,,4.61,3.53,22.08,23.01,6.12,,10.91,,,2.46,14.73,,,10.88,15.98,,,,,,21.44,,19.25,
28/9/2009,13.23,9.19,49.16,,,15.83,6.83,,,,2.8,2.33,4.61,4.07,22.06,22.99,6.11,,10.9,14.55,27.57,2.46,14.79,,14.01,10.87,16.01,0.95,28.51,,15.73,,21.5,,19.27,
29/9/2009,13.27,9.17,48.88,,,15.99,6.67,,,,2.8,2.32,4.6,3.87,22.18,22.98,6.11,,10.88,14.54,27.57,2.46,14.86,,13.97,10.87,16.01,0.96,28.49,,15.72,,21.56,,19.27,
30/9/2009,13.26,9.19,48.74,,,16.24,6.68,,,,2.82,2.32,4.59,3.79,22.22,22.97,6.11,,10.87,14.53,27.58,2.46,14.95,,13.98,10.88,16.02,0.96,28.57,,15.72,,21.61,,19.29,
1/10/2009,13.24,9.2,48.57,,,,,,,,,,4.6,3.78,22.19,22.98,6.1,,10.86,,,2.45,15.01,16.29,,10.87,15.97,,,,,,21.69,,19.32,
2/10/2009,,,48.54,,,,,,,,,,,,22.28,,6.1,,10.84,,,2.46,15.07,16.28,,,,,,,,,,,19.32,
3/10/2009,,,48.64,,,,,,,,,,,,22.27,,6.11,,10.9,,,2.47,15.15,16.35,,,,,,,,,,,19.35,
4/10/2009,,,48.69,,,,,,,,,,,,22.17,,6.11,,10.83,,,2.47,15.21,16.37,,,,,,,,,,,19.36,
5/10/2009,,,48.5,,,,,,,,,,,,22.16,,6.12,,10.82,,,2.48,15.27,16.41,,,,,,,,,,,19.41,
6/10/2009,,,48.33,,,,,,,,,,,,22.33,,6.13,,10.81,,,2.48,15.35,16.47,,,,,,,,,,,19.44,
7/10/2009,,,48.24,,,,,,,,,,,,22.41,,6.14,,10.79,,,2.47,15.77,16.49,,,,,,,,,,,19.46,
8/10/2009,,,48.28,,,,,,,,,,,,22.33,,6.14,,10.78,,,2.47,15.84,16.51,,,,,,,,,,,19.47,
9/10/2009,,,48.36,,,,,,,,,,,,22.36,,6.14,,10.76,,,2.48,15.91,16.52,,,,,,,,,,,19.49,
10/10/2009,,,48.24,,,,,,,,,,,,22.21,,6.14,,10.74,,,2.47,15.98,16.55,,,,,,,,,,,19.49,
11/10/2009,,,48.13,,,,,,,,,,,,22.17,,6.13,,10.73,,,2.48,16.01,16.57,,,,,,,,,,,19.5,
12/10/2009,,,48.02,,,,,,,,,,,,22.15,,6.12,,10.73,,,2.46,16.07,16.57,,,,,,,,,,,19.47,
13/10/2009,13.2,9.22,47.77,,,,,,,,,,4.53,3.6,22.34,23.04,6.14,,10.74,,,2.49,16.16,16.65,,10.72,16.03,,,,,,22.43,,19.5,
14/10/2009,13.18,9.24,47.71,,,15.98,5.98,,,,2.82,2.37,4.5,3.58,22.35,23.02,6.15,,10.75,14.9,28.04,2.5,16.22,16.68,14.04,10.71,16.02,1.04,28.65,,15.92,,22.45,,19.52,
15/10/2009,13.16,9.22,47.63,11.2,,15.87,5.9,,,,2.78,2.37,4.54,3.58,22.35,23.05,6.16,,10.78,14.9,28.06,2.5,16.28,16.72,14.04,10.7,16,1.05,28.59,,15.9,,22.49,,19.54,
16/10/2009,13.15,9.19,47.7,11.14,,15.93,5.79,,,,2.78,2.36,4.52,3.6,22.4,23.05,6.16,,10.77,14.92,28.1,2.5,16.35,16.76,14.02,10.69,16,1.05,28.65,,15.91,,22.53,,19.55,
17/10/2009,13.13,9.2,47.67,11.1,,15.53,5.73,,,,2.85,2.36,4.48,3.98,22.23,23.03,6.16,,10.77,14.93,28.11,2.49,16.39,16.75,14,10.67,15.98,1.06,28.67,,15.9,,22.56,,19.55,
18/10/2009,13.11,9.21,47.76,11.06,,15.15,5.61,,,,2.85,2.37,4.52,3.78,22.17,23.05,6.16,,10.77,14.95,28.15,2.5,16.45,16.79,14.02,10.66,15.98,1.07,28.62,,15.92,,22.59,,19.55,
19/10/2009,13.1,9.22,47.76,11.03,,15.08,5.61,,,,2.84,2.38,4.53,3.71,22.16,23.05,6.16,,10.79,14.97,28.2,2.5,16.51,16.83,14,10.65,15.95,1.07,28.65,,15.95,,22.63,,19.57,
20/10/2009,13.11,9.21,47.79,11.01,,15.79,5.64,,,,2.85,2.38,4.49,3.68,22.32,23.05,6.17,,10.8,15,28.23,2.51,16.57,16.84,14.01,10.64,15.95,1.08,28.65,,15.94,,22.66,,19.58,
21/10/2009,13.13,9.18,48.06,10.96,,15.79,5.61,,,,2.89,2.37,4.49,3.64,22.29,23.05,6.16,,10.79,15.02,28.27,2.51,16.64,16.86,13.99,10.62,15.96,1.09,28.66,,15.94,,22.69,,19.58,
22/10/2009,13.13,9.15,48.12,10.91,,15.77,5.43,,,,2.97,2.36,4.45,3.59,22.23,23.02,6.14,,10.76,14.91,28.26,2.5,16.67,16.87,13.95,10.59,15.92,1.09,28.63,,15.91,,22.72,,19.55,
23/10/2009,13.11,9.18,48.12,10.85,,15.73,5.34,,,,2.99,2.37,4.43,3.58,22.27,23.03,6.13,,10.74,14.86,28.25,2.52,16.7,16.91,13.97,,15.9,1.1,28.64,,15.95,,22.74,,19.52,
24/10/2009,13.08,9.19,48.23,10.83,,15.33,5.25,,,,2.91,2.36,4.47,3.56,22.17,23.05,6.13,,10.75,14.82,28.22,2.53,16.69,16.91,14.02,,15.9,1.1,28.66,,15.98,,22.7,,19.5,
25/10/2009,13.07,9.2,48.26,10.81,,14.96,5.43,,,,2.89,2.36,4.46,3.52,22.2,23.08,6.14,,10.75,14.8,28.16,2.55,16.66,16.9,14.04,,15.9,1.11,28.74,,16.02,,22.67,,19.54,
26/10/2009,13.06,9.19,,10.78,,14.89,5.46,,,,2.9,2.37,4.53,3.51,22.18,23.08,6.14,,10.75,14.79,28.14,2.55,16.61,16.92,13.99,,15.88,1.11,28.76,,16.02,,22.67,,19.54,
27/10/2009,13.07,9.21,,10.77,,15.44,5.45,,,,2.87,2.38,4.5,3.54,22.31,23.09,6.15,,10.77,14.79,28.12,2.56,16.64,16.93,14.02,,15.89,1.12,28.72,,16.05,,22.67,,19.55,
28/10/2009,13.1,9.2,,10.74,,15.69,5.44,,,,2.88,2.38,4.48,3.54,22.33,23.1,6.16,,10.78,14.77,28.09,2.56,16.65,16.93,14.03,,15.89,1.13,28.71,,16.06,,22.65,,19.55,
29/10/2009,13.1,9.19,,10.71,,15.81,5.41,,,,2.91,2.38,4.46,3.56,22.3,23.09,6.16,,10.69,14.76,28.08,2.56,16.64,17.05,14.03,,15.88,1.13,28.71,,16.05,,22.62,,19.54,
30/10/2009,13.09,9.22,,10.72,,15.88,5.38,,,,2.88,2.4,4.5,4.13,22.29,23.13,6.16,,10.68,14.76,28.09,2.57,16.68,17.09,14.07,,15.92,1.13,28.76,,16.08,,22.58,,19.54,
