Data,BO28-00,BO55-01,BOF8-00,BOG0-00,FC06-02,FC14-02,FC16-01,FC20-00,FC83-01,FC90-00,FE80-00,FE81-00,MO08-00,MO43-01,MO64-00,MO72-01,MO80-00,MO81-00,PC27-02,PC56-03,PC96-00,PR23-02,PR32-00,PRB3-00,PRB4-00,RA34-02,RA58-00,RE15-00,RE25-00,RE55-00,RE79-01,RE84-00,RN03-00,RN04-00,RN05-00,RN06-00
4/3/2011,11.16,,41.13,9.07,,11.02,4.27,10.98,,,2.27,1.25,,3.65,18.41,18.54,,39.59,,,19.66,,8.22,,10.13,8.82,14.81,1.76,25.12,,12.96,,9.14,1.08,13.31,0.64
5/3/2011,11.13,,41.05,9.04,,10.53,4.25,10.95,,,2.23,1.23,,3.65,18.2,18.48,,39.53,,,19.64,,8.19,,10.05,8.81,14.81,1.76,25.02,,12.89,,8.47,1.04,13.27,0.68
6/3/2011,11.11,,40.99,9.04,,9.97,4.18,10.93,,,2.23,1.25,,3.62,18.1,18.47,,39.28,,,19.63,,8.14,,10.02,8.8,14.72,1.76,25.17,,12.85,,8.15,1.04,13.26,0.69
7/3/2011,11.11,,41.16,9.07,,9.89,4.18,10.94,,,2.27,1.32,,3.62,18.07,18.51,,39.11,,,19.73,,8.17,,10.11,8.8,14.63,1.76,25.02,,12.88,,8,1.15,13.27,0.69
8/3/2011,11.15,,41.18,9.08,,10.7,4.28,10.9,,,2.32,1.37,,3.69,18.19,18.52,,39.65,,,19.76,,8.23,,10.1,8.84,14.79,1.76,24.92,,12.8,,7.82,1.18,13.24,0.69
9/3/2011,11.13,,41.28,9.06,,10.84,4.33,10.87,,,2.34,1.38,,3.65,18.09,18.48,,39.69,,,19.73,,8.18,,10.03,8.83,14.71,1.76,25.06,,12.75,,7.69,1.16,13.2,0.7
10/3/2011,11.15,,41.69,9.05,,10.99,4.31,10.85,,,2.37,1.41,,3.63,17.98,18.47,,39.7,,,19.73,,8.17,,10.02,8.83,14.7,1.76,25.01,,12.72,,7.6,1.2,13.18,0.7
11/3/2011,11.15,,42.01,9.05,,11.04,4.3,10.84,,,2.4,1.44,,3.66,17.91,18.47,,39.7,,,19.75,,8.18,,10.02,8.82,14.69,1.76,25.03,,12.68,,7.55,1.22,13.17,0.7
12/3/2011,11.12,,42.04,9.04,,10.46,4.32,10.82,,,2.44,1.48,,3.64,17.63,18.44,,39.76,,,19.77,,8.17,,10.01,8.81,14.72,1.76,24.95,,12.64,,7.5,1.19,13.15,0.7
13/3/2011,11.08,,41.9,9.02,,9.86,4.21,10.79,,,2.45,1.5,,3.61,17.49,18.4,,39.41,,,19.76,,8.15,,9.97,8.8,14.72,1.76,24.83,,12.59,,7.45,1.17,13.11,0.71
14/3/2011,11.07,,41.63,9.01,,9.81,4.2,10.77,,,2.45,1.51,,3.55,17.44,18.41,,39.18,,,19.74,,8.13,,9.97,8.77,14.68,1.77,25.36,,12.59,,7.46,1.14,13.11,0.69
15/3/2011,11.1,,41.53,9,,10.47,4.24,10.73,,,2.45,1.5,,3.54,17.55,18.39,,39.55,,,19.78,,8.1,,9.93,8.77,14.73,1.77,25.28,,12.53,,7.44,1.13,13.08,
16/3/2011,11.07,,41.72,8.94,,10.69,4.06,10.65,,,1.95,1.04,,3.49,17.42,18.33,,39.45,,,19.7,,8,,9.81,8.75,14.73,1.77,24.71,,12.46,,7.38,1.08,13.01,0.69
17/3/2011,11.06,,41.67,8.94,,10.05,4.11,10.65,,,1.83,1,,3.45,17.22,18.32,,39.53,,,19.54,,7.82,,9.8,8.83,14.74,1.77,24.72,,12.44,,7.38,1.07,13,0.68
18/3/2011,11.05,,41.37,8.97,,9.9,4.15,10.65,,,1.83,0.99,,3.47,17.18,18.36,,39.37,,,19.42,,7.77,,9.84,8.76,14.65,1.77,24.9,,12.43,,7.42,1.12,13.01,3.16
19/3/2011,11.04,,41.29,8.98,,9.98,4.14,10.64,,,1.87,1.02,,3.56,17.12,18.36,,39.53,,,19.32,,7.73,,9.85,8.77,14.71,1.77,24.89,,12.4,,7.46,1.13,13.01,3.77
20/3/2011,11.03,,41.15,9,,9.52,4.15,10.64,,,1.92,1.09,,3.55,17.09,18.38,,39.26,,,19.25,,7.71,,9.86,8.78,14.72,1.77,24.5,,12.36,,7.49,1.14,13.02,4.06
21/3/2011,11.03,,41.08,9.01,,9.46,4.17,10.62,,,2,1.15,,3.55,17.05,18.38,,39.07,,,19.19,,7.68,,9.83,8.77,14.84,1.77,24.41,,12.33,,7.52,1.13,13.02,
22/3/2011,11.05,,40.73,9.03,,10.26,4.18,10.6,,,2.06,1.21,,3.67,17.23,18.38,,39.37,,,19.14,,7.67,,9.83,8.78,14.86,1.77,24.66,,12.28,,7.55,1.28,13.01,
23/3/2011,11.04,,40.56,9.03,,10.47,4.28,10.58,,,2.11,1.25,,3.63,17.16,18.34,,39.49,,,19.09,,7.64,,9.8,8.78,14.81,1.77,24.35,,12.23,,7.55,1.24,13.01,
24/3/2011,11.05,,40.42,9.02,,10.68,4.34,10.56,,,2.17,1.29,,3.6,17.09,18.3,,39.58,,,19.04,,7.63,,9.78,8.78,14.78,1.77,24.26,,12.18,,7.54,1.35,13.01,
25/3/2011,,,40.36,8.99,,10.77,4.35,10.52,,,2.21,1.31,,3.61,17.02,18.24,,39.63,,,18.97,,7.58,,9.68,8.76,14.78,1.77,24.19,,12.11,,7.51,1.35,12.99,
26/3/2011,,,40.65,8.99,,10.19,4.32,10.49,,,2.23,1.33,,3.59,16.8,18.22,,39.46,,,18.92,,7.54,,9.67,8.76,14.72,1.77,24.18,,12.08,,7.5,1.31,12.98,
27/3/2011,,,40.89,8.98,,9.64,4.41,10.47,,,2.27,1.37,,3.62,16.71,18.21,,39.09,,,18.91,,7.57,,9.7,8.75,14.73,1.77,24.12,,12.05,,7.51,1.58,12.98,
28/3/2011,,,40.51,8.97,,9.55,4.42,10.44,,,2.31,1.39,,3.59,16.63,18.18,,38.84,,,18.88,,7.51,,9.63,8.73,14.67,1.77,24.04,,12.02,,7.5,1.43,12.97,
29/3/2011,,,40.53,8.97,,10.32,4.49,10.44,,,2.34,1.43,,3.59,16.79,18.19,,39.06,,,18.89,,7.51,,9.66,8.74,14.66,1.77,24.05,,12.01,,7.53,1.39,12.97,
30/3/2011,,,40.34,8.97,,10.52,4.57,10.72,,,2.37,1.46,,3.57,16.76,18.18,,39.18,,,18.9,,7.55,,9.65,8.74,14.71,1.77,24.03,,11.99,,7.55,1.53,12.97,3.02
31/3/2011,11,,40.24,8.98,,10.68,4.59,10.57,,,2.41,1.49,,3.57,16.79,18.18,,39.23,,,18.93,,7.57,,9.69,8.74,14.7,1.77,24.36,,11.98,,7.58,1.37,12.98,2.53
1/4/2011,10.98,,40.22,8.98,,10.77,4.68,10.49,,,2.45,1.52,,3.64,16.8,18.16,,39.26,,,18.95,,7.65,,9.68,8.74,14.73,1.77,24.36,,11.96,,7.61,1.43,12.96,2.15
2/4/2011,10.94,,40.21,8.98,,10.29,6.9,10.44,,,2.48,1.54,,3.65,16.65,18.12,,39.17,,,18.97,,7.64,,9.66,8.74,14.74,1.77,24.39,,11.92,,7.61,1.36,12.95,1.84
3/4/2011,10.92,,40.13,8.97,,9.68,7.16,10.4,,,2.5,1.55,,3.63,16.54,18.07,,38.72,,,18.97,,7.6,,9.63,8.73,14.71,1.77,24.19,,11.9,,7.61,1.32,12.92,1.63
4/4/2011,10.91,,39.91,8.98,,9.59,8.48,10.38,,,2.52,1.57,,3.6,16.5,18.07,,38.55,,,18.98,,7.6,,9.58,8.73,14.7,1.77,24.56,,11.89,,7.62,1.27,12.92,1.52
5/4/2011,10.94,,40.01,9,,10.4,7.39,10.38,,,2.55,1.6,,3.61,16.72,18.1,,38.9,,,19.05,,7.67,,9.67,8.73,14.64,1.77,24.39,,11.92,,7.66,1.3,12.94,1.42
6/4/2011,10.93,,39.88,9.02,,10.69,7.67,10.37,,,2.57,1.63,,3.68,16.79,18.1,,39.03,,,19.11,,7.71,,9.68,8.74,14.72,1.77,24.34,,11.9,,7.71,1.38,12.96,1.28
7/4/2011,10.95,,39.81,9.01,,10.74,7.84,10.34,,,2.57,1.61,,3.68,16.82,18.04,,39.19,,,19.14,,7.72,,9.64,8.73,14.72,1.77,24.48,,11.86,,7.7,1.41,13,1.19
8/4/2011,11.04,,39.82,9,,10.87,6.65,10.33,,,2.56,1.6,,,16.78,18.02,,39.38,,,19.13,,7.7,,9.62,8.73,14.68,1.77,24.71,,11.84,,7.69,1.33,13,1.15
9/4/2011,10.99,,39.81,9.01,,10.14,5.77,10.33,,,2.57,1.62,,3.99,16.68,18.01,,39.06,,,19.16,,7.72,,9.64,8.72,14.69,1.77,24.09,,11.84,,7.71,1.39,12.97,1.15
10/4/2011,10.96,,39.73,9.01,,9.72,5.54,10.33,,,2.58,1.63,,3.86,16.68,18.02,,38.76,,,19.2,,7.74,,9.69,8.72,14.64,1.77,24.39,,11.85,,7.75,1.34,12.98,1.18
11/4/2011,10.96,,39.54,9.07,,9.66,5.48,10.32,,,2.6,1.65,,3.82,16.66,18.02,,38.85,,,19.26,,7.76,,9.67,8.73,14.67,1.78,24.27,,11.84,,7.79,1.32,12.98,1.13
12/4/2011,10.98,,39.44,9.06,,10.07,5.37,10.31,,,2.59,1.63,,3.79,16.9,17.96,,39.23,,,19.28,,7.77,,9.59,8.71,14.68,1.78,24.62,,11.81,,7.78,1.33,12.96,1.12
13/4/2011,10.99,,39.47,9.08,,10.63,5.73,10.47,,,2.6,1.66,,3.75,16.92,17.99,,39.14,,,19.34,,7.8,,9.67,8.72,14.6,1.78,24.42,,11.83,,7.82,1.41,12.96,1.16
14/4/2011,11,,39.28,9.07,,10.65,5.71,10.59,,,2.6,1.66,,3.7,16.93,17.99,,39.14,,,19.38,,7.81,,9.64,8.71,14.65,1.78,24.29,,11.81,,7.84,1.41,12.95,1.23
15/4/2011,11.06,,39.2,9.06,,10.7,5.57,10.53,,,2.6,1.67,,3.67,16.94,17.97,,39.06,,,19.43,,7.82,,9.63,8.71,14.69,1.78,24.24,,11.81,,7.86,1.37,12.95,1.17
16/4/2011,11.04,,39.3,9.06,,9.97,5.31,10.48,,,2.61,1.68,,3.66,16.85,17.95,,39.12,,,19.53,,7.84,,9.67,8.71,14.7,1.78,24.47,,11.82,,7.89,1.39,12.95,1.14
17/4/2011,10.99,,39.29,9.06,,9.58,5.35,10.45,,,2.62,1.7,,3.65,16.78,17.94,,38.78,,,19.62,,7.85,,9.66,8.72,14.68,1.78,24.25,,11.82,,7.91,1.35,12.96,1.09
18/4/2011,10.98,,39.18,9.06,,9.56,5.44,10.4,,,2.63,1.7,,3.65,16.77,17.92,,38.73,,,19.8,,7.86,,9.63,8.7,14.67,1.78,24.08,,11.81,,7.94,1.38,12.95,1.04
19/4/2011,11.01,,39.21,9.07,,9.98,5.88,10.37,,,2.64,1.7,,4.11,16.99,17.89,,39.09,,,19.96,,7.84,,9.62,8.7,14.68,1.78,24.55,,11.8,,7.95,1.43,12.94,1.02
20/4/2011,11.03,,39.15,9.11,,10.15,5.96,10.36,,,2.64,1.71,,3.92,17.12,17.9,,39.04,,,20.01,,7.87,,9.65,8.72,14.65,1.78,24.55,,11.8,,7.97,1.46,12.95,1.01
21/4/2011,11.03,,39.01,9.15,,10.24,6.02,10.35,,,2.65,1.72,,3.85,17.28,17.9,,39,,,20.08,,7.89,,9.65,8.72,14.69,1.78,24.16,,11.8,,8.02,1.56,12.94,1.2
22/4/2011,11.05,,39.09,9.15,,10.21,6.57,10.34,,,2.65,1.72,,3.81,17.24,17.89,,39.03,,,20.25,,7.89,,9.63,8.72,14.69,1.78,24.23,,11.79,,8.02,1.57,12.94,1.59
23/4/2011,11.02,,38.98,9.15,,9.75,6.22,10.33,,,2.66,1.73,,3.77,17.16,17.87,,38.96,,,20.16,,7.92,,9.68,8.73,14.68,1.78,24.18,,11.79,,8.05,1.83,12.94,1.86
24/4/2011,10.98,,39.08,9.19,,9.42,6.04,10.31,,,2.66,1.74,,3.74,17.03,17.85,,38.57,,,20.17,,7.91,,,8.74,14.65,1.78,24.33,,11.79,,8.11,1.47,12.93,2.04
25/4/2011,10.96,,38.9,9.17,,9.24,5.88,10.27,,,2.65,1.74,,3.72,16.99,17.83,,38.51,,,20.13,,7.88,,,8.74,14.67,1.78,24.33,,11.78,,8.13,1.4,12.9,2.15
26/4/2011,10.96,,38.71,9.15,,9.2,5.73,10.24,,,2.65,1.75,,3.71,16.96,17.83,,38.53,,,20.21,,7.9,,,8.74,14.63,1.78,24.28,,11.77,,8.14,1.43,12.89,2.24
27/4/2011,11,,38.54,9.16,,10.16,5.64,10.2,,,2.66,1.76,,3.72,17.22,17.84,,38.85,,,20.38,,7.95,,,8.74,14.66,1.78,24.36,,11.78,,8.17,1.48,12.86,2.31
28/4/2011,11.04,,38.4,9.19,,10.4,5.52,10.18,,,,1.76,,3.73,17.29,17.84,,38.93,,,20.4,,7.95,,,8.74,14.62,1.78,24.91,,11.78,,8.2,1.45,12.85,2.34
29/4/2011,11.02,,38.53,9.2,,10.51,5.5,10.16,,,,1.76,,3.46,17.26,17.82,,39.05,,,20.41,,7.95,,,8.74,14.61,1.78,24.92,,11.77,,8.23,1.52,12.84,2.41
30/4/2011,11.02,,38.4,9.18,,10.05,5.62,10.13,,,,1.76,,3.63,17.14,17.81,,38.89,,,20.42,,7.96,,,8.73,14.71,1.78,24.46,,11.76,,8.26,1.4,12.82,2.44
1/5/2011,10.97,,38.43,9.15,,9.53,5.32,10.11,,,,1.76,,3.65,17.04,17.77,,38.58,,,20.56,,7.95,,,8.72,14.64,1.78,24.7,,11.76,,8.29,1.35,12.83,2.42
2/5/2011,10.96,,38.86,9.14,,9.47,5.38,10.07,,,,1.78,,3.63,17.01,17.79,,38.53,,,20.53,,7.98,,,8.71,14.58,1.78,24.47,,11.77,,8.34,1.35,12.83,2.35
3/5/2011,10.98,,38.53,9.15,,10.1,5.6,10.05,,,,1.78,,3.62,17.23,17.78,,38.79,,,20.63,,7.99,,,8.71,14.57,1.78,24.43,,11.77,,8.34,1.33,12.83,2.35
4/5/2011,11,,38.61,9.17,,10.4,6.95,10.06,,,,1.8,,3.66,17.37,17.82,,38.67,,,20.88,,8.06,,,8.7,14.44,1.78,24.5,,11.78,,8.4,1.39,12.84,2.36
5/5/2011,11.01,,38.83,9.17,,,,10.08,,,,,,3.66,17.43,17.86,,38.93,,,,,8.1,,,8.72,14.44,1.78,24.55,,,,8.47,1.39,12.86,2.5
6/5/2011,11.02,,38.65,9.16,,,,10.1,,,,,,3.72,17.5,17.92,,39.1,,,,,8.12,,,,14.65,1.78,24.91,,,,8.54,1.46,12.89,2.53
7/5/2011,11.06,,38.67,9.16,,,,10.12,,,,,,3.71,17.4,17.94,,38.97,,,,,8.14,,,,14.67,1.78,24.57,,,,8.57,1.44,12.86,2.52
8/5/2011,11.01,,38.49,9.16,,,,10.13,,,,,,3.68,17.45,17.88,,38.79,,,,,8.13,,,,14.63,1.75,24.6,,,,8.58,1.5,12.85,2.52
9/5/2011,11.01,,38.35,9.19,,10.05,6.42,10.15,,,2.75,1.85,,3.69,17.57,17.95,,38.79,9.08,,22.48,,8.26,,,,14.65,1.75,24.45,,11.9,,8.66,1.4,12.89,2.42
10/5/2011,11.03,,38.45,9.19,,9.86,6.86,10.16,,,2.75,1.86,,3.74,17.86,17.96,,39.17,9.09,,22.04,,8.29,,,8.73,14.61,1.75,24.73,,11.9,,8.72,1.37,12.9,2.32
11/5/2011,11.05,,38.29,9.2,,10.22,7.14,10.17,,,2.76,1.85,,3.73,18.16,17.94,,39.17,9.19,,21.83,,8.29,,,8.73,14.63,1.75,24.64,,11.88,,8.76,1.42,12.91,2.24
12/5/2011,11.1,,38.26,9.25,,10.34,7.23,10.17,,,2.75,1.86,,3.73,18.23,17.98,,39.26,9.18,,21.99,,8.31,,,8.72,14.63,1.75,24.7,,11.87,,8.78,1.46,12.9,2.22
13/5/2011,11.1,,38.14,9.32,,10.51,7.54,10.19,,,2.76,1.87,,,18.18,17.99,,39.38,9.26,,21.84,,8.34,,,8.72,14.63,1.75,24.98,,11.89,,8.85,1.57,12.91,2.25
14/5/2011,11.05,,38.24,9.36,,10.16,7.95,10.22,,,2.77,1.88,,4.23,18.01,17.99,,39.4,9.22,,21.81,,8.39,,,8.73,14.65,1.75,24.96,,11.9,,8.92,1.76,12.94,2.2
15/5/2011,11,,38.17,9.38,,9.73,7.84,10.23,,,2.77,1.87,,3.99,17.81,17.88,,39,9.06,,21.57,,8.38,,,8.69,14.53,1.75,24.83,,11.89,,8.96,1.49,12.94,2.22
16/5/2011,10.98,,38.09,9.39,,9.62,6.54,10.23,,,2.77,1.88,,3.9,17.77,17.91,,38.74,9.02,,21.54,,8.39,,,8.69,14.55,1.75,24.77,,11.91,,9.04,1.43,12.95,2.21
17/5/2011,10.97,,38.14,9.35,,10.57,6.32,10.22,,,2.79,1.89,,3.84,17.94,17.94,,39.16,9.02,,21.54,,8.42,,,8.72,14.62,1.75,24.84,,11.93,,9.09,1.4,12.97,2.19
18/5/2011,11,,37.91,9.32,,10.63,6.44,10.23,,,2.79,1.9,,3.8,17.98,17.93,,39.27,9.03,,21.61,,8.44,,,8.73,14.67,1.75,24.98,,11.95,,9.13,1.46,12.98,2.19
19/5/2011,11.03,,37.81,9.31,,10.8,6.47,10.23,,,2.8,1.91,,3.78,18.05,17.96,,39.35,9.57,,21.75,,8.48,,,8.73,14.64,1.75,24.92,,11.96,,9.18,1.46,12.99,2.18
20/5/2011,11.04,,37.77,9.34,,11.05,6.49,10.24,,,2.8,1.9,,3.77,18.16,17.99,,39.46,9.44,,22.03,,8.53,,,8.74,14.64,1.75,25.29,,11.98,,9.24,1.68,13.01,2.16
21/5/2011,11.06,,37.68,9.39,,10.74,6.31,10.29,,,2.8,1.89,,3.77,18.4,18,,39.45,9.31,,22.37,,8.6,,,8.75,14.62,1.75,25.26,,12.05,,9.31,1.67,13.02,2.15
22/5/2011,11.03,,38.51,9.43,,10.4,6.1,10.32,,,2.79,1.9,,3.8,18.41,18,,39.33,9.31,,22.69,,8.63,,,8.76,14.6,1.75,25.69,,12.13,,9.38,1.59,13.05,2.16
23/5/2011,11.03,,38.26,9.47,,10.37,6.03,10.36,,,2.79,1.91,,3.79,18.27,18,,39.43,9.39,,22.67,,8.68,,,8.77,14.64,1.75,25.65,,12.1,,9.44,1.5,13.08,2.16
24/5/2011,11.05,,37.95,9.54,,11.24,5.98,10.49,,,2.78,1.91,,3.79,18.58,18.08,,39.76,11.92,,23.13,,8.77,,,8.78,14.77,1.75,26.11,,12.13,,9.52,1.52,13.1,2.15
25/5/2011,11.09,,37.81,9.69,,11.63,5.99,10.76,,,2.78,1.91,,3.82,18.59,18.22,,39.67,13.64,,23.35,,8.82,,,8.8,14.7,1.75,26.42,,12.13,,9.6,1.88,13.12,2.14
26/5/2011,11.13,,37.77,9.8,,11.85,5.8,10.79,,,2.78,1.91,,3.82,18.58,18.24,,39.81,12.04,,23.51,,8.92,,,8.81,14.72,1.75,26.99,,12.13,,9.68,1.94,13.15,2.3
27/5/2011,11.18,,37.88,9.85,,12.14,5.71,10.79,,,2.76,1.9,,3.84,18.51,18.18,,39.84,10.87,,22.93,,9.01,,,8.81,14.72,1.62,26.89,,12.11,,9.73,2.1,13.14,2.22
28/5/2011,11.18,,37.99,9.87,,11.71,5.68,10.84,,,2.76,1.92,,4.3,18.42,18.18,,39.71,10.29,,22.58,,9.03,,,8.81,14.68,1.62,26.65,,12.58,,9.8,1.88,13.17,2.51
29/5/2011,11.15,,38.07,9.89,,11.19,5.74,10.84,,,2.76,1.94,,4.08,18.54,18.26,,39.63,10.08,,22.53,,9.08,,,8.81,14.65,1.62,27,,12.49,,9.93,2.06,13.2,2.34
30/5/2011,11.15,,37.97,9.95,,11.12,5.63,10.84,,,2.79,1.93,,4.01,18.67,18.19,,39.62,10.05,,22.59,,9.16,,,8.82,14.71,1.62,27.11,,12.52,,10.02,1.72,13.21,2.24
31/5/2011,11.2,,37.67,9.99,,12.04,5.51,10.86,,,,1.93,,3.97,18.72,18.14,,39.71,9.89,,22.59,,9.3,,,8.83,14.67,1.62,26.9,,12.73,,10.09,1.88,13.22,2.24
1/6/2011,11.2,,37.62,10.01,,12.34,5.55,10.94,,,2.82,1.95,,3.93,18.69,18.11,,39.59,9.76,,22.57,,9.32,,,8.83,14.68,1.62,26.84,,12.76,,10.19,2.05,13.23,2.58
2/6/2011,11.18,,37.58,10.02,,11.83,5.64,10.97,,,2.83,1.97,,3.93,18.57,18.07,,39.49,9.68,,22.54,,9.34,,,8.85,14.83,1.62,26.85,,12.75,,10.31,1.94,13.25,2.73
3/6/2011,11.13,,37.59,10.02,,11.63,5.85,11,,,2.83,1.98,,3.92,18.47,18.04,,39.33,9.67,,22.53,,9.36,,,8.88,14.8,1.62,26.63,,12.39,,10.4,2.09,13.28,2.6
4/6/2011,11.09,,37.55,10.03,,11.52,5.9,11.06,,,2.81,1.98,,3.83,18.5,18.01,,39.34,9.61,,22.51,,9.4,,,8.89,14.83,1.62,26.51,,12.32,,10.49,2.18,13.31,2.49
5/6/2011,11.06,,37.44,10.07,,11.28,6.06,11.07,,,2.79,1.98,,3.84,18.39,17.95,,39.25,9.58,,22.45,,9.41,,,8.9,14.81,1.62,26.21,,12.29,,10.59,2.04,13.31,2.45
6/6/2011,11.06,,37.44,10.02,,11.22,5.98,11.06,,,2.76,1.97,,3.85,18.31,17.93,,40.91,9.56,,22.44,,9.39,,,8.88,14.84,1.62,25.94,,12.28,,10.67,1.9,13.33,2.4
7/6/2011,11.07,,37.41,9.94,,11.82,5.55,11.05,,,2.74,1.94,,3.93,18.35,17.9,,40.93,9.51,,22.37,,9.39,,,8.86,14.88,1.62,25.67,,12.26,,10.75,1.72,13.32,2.4
8/6/2011,11.08,,37.35,9.88,,12.02,5.43,11.05,,,2.74,1.94,,3.86,18.3,17.91,,40.72,9.47,,22.34,,9.31,,,8.86,14.81,1.62,25.87,,12.26,,10.82,1.68,13.33,2.41
9/6/2011,11.07,,37.15,9.81,,12.19,5.47,11.06,,,2.76,1.95,,3.85,18.3,17.91,,40.91,9.5,,22.3,,9.28,,,8.87,14.84,1.62,25.75,,12.26,,10.91,1.84,13.35,2.43
10/6/2011,11.07,,37.84,9.76,,12.34,5.52,11.1,,,2.74,1.92,,3.85,18.29,17.91,,40.96,9.48,,22.29,,9.25,,,,14.84,1.63,25.41,,12.25,,11.01,1.92,13.37,2.46
11/6/2011,11.09,,37.77,9.73,,11.59,5.47,11.11,,,2.75,1.92,,3.85,18.2,17.89,,40.84,9.48,,22.26,,9.23,,,,14.85,1.63,25.31,,12.25,,11.11,2.18,13.38,2.51
12/6/2011,11.08,,37.5,9.71,,11.16,5.55,11.11,,,2.74,1.93,,3.85,18.14,17.89,,40.55,9.47,,22.28,,9.18,,,,14.84,1.63,25.31,,12.24,,11.2,1.91,13.39,2.56
13/6/2011,11.07,,37.51,9.69,,11.12,5.42,11.12,,,2.78,1.94,,3.85,18.13,17.88,,40.72,9.46,,22.26,,9.19,,,,14.84,1.63,25.19,,12.24,,11.28,2.16,13.4,2.6
14/6/2011,11.1,,37.37,9.69,,11.52,5.5,11.14,,,2.8,1.95,,3.85,18.23,17.89,,40.94,9.46,,22.26,,9.19,,,8.91,14.86,1.63,25.47,,12.24,,11.36,1.98,13.41,2.64
15/6/2011,11.09,,37.11,9.68,,11.69,5.73,11.21,,,2.8,1.96,,3.88,18.28,17.92,,40.77,9.44,,22.28,,9.16,,,8.92,14.87,1.63,25.15,,12.25,,11.46,2.12,13.42,2.72
16/6/2011,11.09,,36.98,9.69,,11.73,5.75,11.32,,,2.79,1.95,,4.44,18.28,17.93,,40.79,9.49,,22.31,,9.17,,,8.94,14.87,1.63,25.1,,12.25,,11.56,1.98,13.44,2.9
17/6/2011,11.17,,37.06,9.7,,11.87,5.98,11.92,,,2.79,1.95,,4.34,18.29,17.95,,40.98,9.5,,22.4,,9.19,,,8.96,14.86,1.63,25.07,,12.26,,11.67,2.67,13.44,2.99
18/6/2011,11.14,,37.02,9.78,,11.68,6.01,12.37,,,2.78,1.95,,4.18,18.25,17.9,,40.88,9.54,,22.46,,9.15,,,8.97,14.85,1.63,25.04,,12.25,,11.78,2.39,13.45,3.17
19/6/2011,11.11,,36.99,9.93,,11.4,5.99,12.6,,,2.77,1.95,,4.05,18.19,17.92,,40.84,9.53,,22.58,,9.11,,,8.97,14.84,1.63,25.33,,12.24,,11.88,2.69,13.45,3.35
20/6/2011,11.11,,37.1,10.03,,11.39,6.21,12.76,,,2.78,1.98,,4.03,18.3,17.99,,41.1,9.64,,22.6,,9.17,,,8.99,14.86,1.63,25.35,,12.31,,12.02,2.12,13.51,3.5
21/6/2011,11.15,,37.13,10.1,,12.33,6.36,12.8,,,2.78,1.99,,4.19,18.5,18.03,,41.28,9.69,,23.54,,9.21,,,9.01,14.86,1.63,25.19,,12.32,,12.13,3.1,13.54,3.61
22/6/2011,11.23,,37.13,10.22,,12.64,6.48,13,,,2.78,1.98,,4.27,18.7,18.04,,41.27,9.64,,23.34,,9.24,,,9.02,14.87,1.63,25.36,,12.33,,12.26,2.96,13.57,3.68
23/6/2011,11.28,,37.01,10.35,,13.03,6.59,13.1,,,2.8,1.98,,4.25,18.73,18.06,,41.36,9.62,,23.53,,9.27,,,9.03,14.83,1.63,25.67,,12.33,,12.37,3.21,13.67,3.75
24/6/2011,11.27,,36.81,10.43,,13.2,6.45,13.15,,,2.79,1.98,,4.12,18.82,18.04,,41.51,9.65,,23.77,,9.29,,,,14.78,1.63,25.55,,12.34,,12.5,3.02,13.77,3.83
25/6/2011,11.27,,36.93,10.49,,12.94,6.57,13.19,,,2.8,2,,4.1,18.89,18.07,,41.65,9.81,,24.3,,9.31,,,,14.8,1.63,25.42,,12.38,,12.62,3.15,13.79,
26/6/2011,11.25,,36.92,10.54,,12.56,6.68,13.24,,,2.8,2.02,,4.03,18.93,18.12,,41.4,10.17,,24.19,,9.35,,,,14.87,1.63,25.27,,12.41,,12.76,2.6,13.81,
27/6/2011,11.24,,36.89,10.58,,12.54,6.69,13.34,,,2.79,2.02,,,18.93,18.18,,41.35,10.46,,24.11,,9.39,,,,14.87,1.63,25.38,,12.44,,12.87,2.49,13.83,5.19
28/6/2011,11.31,,36.79,10.63,,13.36,6.97,13.41,,,2.78,2.02,,4.42,19.23,18.19,,41.61,10.49,,25.57,,9.41,,,,14.92,1.63,25.7,,12.49,,12.95,2.77,13.84,4.84
29/6/2011,11.36,,36.82,10.71,,13.53,7.09,13.47,,,2.78,2.03,,4.29,19.26,18.24,,41.61,10.45,,24.84,,9.45,,,,14.92,1.63,26.2,,12.6,,13.07,3.04,13.85,4.72
30/6/2011,11.38,,36.76,10.74,,13.75,6.81,13.54,,,2.78,2.04,,4.16,19.08,18.21,,41.51,10.19,,24.05,,9.43,,,,14.95,1.63,26,,12.5,,13.2,3.52,13.88,4.68
1/7/2011,11.38,,36.75,10.75,,14.07,6.47,13.55,,,2.79,2.05,,4.09,19.05,18.17,,41.52,10.03,,23.87,,9.47,,,,14.91,1.63,25.98,,12.48,,13.29,2.9,13.9,4.66
2/7/2011,11.34,,36.77,10.74,,13.21,6.48,13.57,,,2.79,2.05,,4.06,18.91,18.11,,41.42,9.94,,23.81,,9.46,,,,14.91,1.63,25.88,,12.45,,13.4,2.88,13.93,4.66
3/7/2011,11.31,,36.89,10.71,,12.77,6.56,13.62,,,2.79,2.07,,4.05,18.84,18.1,,41.28,9.94,,24.01,,9.46,,,,14.91,1.63,26.38,,12.44,,13.48,2.81,13.94,4.66
