Codice,Data,Piezometria (m),Soggiacenza (m)
RA08-00,22/4/2021,3.93,11.07
RA08-00,28/9/2021,1.68,13.32
RA08-00,28/4/2022,3.81,11.19
RA08-00,16/11/2022,2.33,12.67
RA08-00,26/4/2023,3.83,11.17
RA08-00,11/10/2023,2.64,12.36
RA08-00,29/5/2024,4.20,10.80
RA08-00,31/10/2024,3.01,11.99
RA09-00,29/3/2012,>0.89,<-0.46
RA09-00,8/10/2013,>0.93,<-0.5
RA09-00,14/4/2014,>0.93,<-0.5
RA09-00,19/11/2014,>0.93,<-0.5
RA09-00,20/5/2015,>0.93,<-0.5
RA09-00,22/10/2015,>0.93,<-0.5
RA09-00,6/4/2016,>0.93,<-0.5
RA09-00,8/11/2016,>0.93,<-0.5
RA09-00,10/5/2017,>0.93,<-0.5
RA09-00,11/10/2017,>0.93,<-0.5
RA09-00,7/5/2018,>0.93,<-0.5
RA09-01,14/4/2009,-1.19,1.62
RA09-01,7/10/2009,-1.54,1.97
RA09-01,21/4/2010,-1.22,1.65
RA09-01,6/4/2011,-1.65,2.08
RA09-01,3/10/2011,-1.84,2.27
RA09-01,16/4/2012,-1.59,2.02
RA09-01,6/11/2012,-1.51,1.94
RA09-01,15/4/2013,-1.66,2.09
RA09-01,8/10/2013,-1.85,2.28
RA09-01,5/5/2014,-1.78,2.21
RA09-01,19/11/2014,-1.53,1.96
RA09-01,20/5/2015,-0.58,1.01
RA09-01,22/10/2015,-1.49,1.92
RA09-01,3/5/2016,-6.35,6.78
RA09-01,10/5/2017,-1.70,2.13
RA09-01,11/10/2017,-1.92,2.35
RA09-01,28/11/2018,-1.57,2.00
RA09-01,4/4/2019,-1.62,2.05
RA09-01,28/10/2019,-1.63,2.06
RA09-01,4/11/2020,-1.05,1.48
RA09-01,22/4/2021,-0.90,1.33
RA09-01,21/10/2021,-2.18,2.61
RA09-01,3/5/2022,-0.67,1.10
RA09-01,20/10/2022,-0.76,1.19
RA09-01,5/4/2023,-0.24,0.67
RA09-01,24/10/2023,-0.36,0.79
RA09-01,11/6/2024,-0.39,0.82
RA09-01,5/11/2024,-0.17,0.60
RA12-01,25/5/2010,-0.26,1.83
RA12-01,26/11/2010,0.12,1.45
RA12-01,6/4/2011,-0.12,1.69
RA12-01,3/10/2011,-0.42,1.99
RA12-01,29/3/2012,-0.27,1.84
RA12-01,13/11/2012,-0.15,1.72
RA12-01,15/4/2013,-0.13,1.70
RA12-01,7/10/2013,-0.13,1.70
RA12-01,14/4/2014,-0.11,1.68
RA12-01,19/11/2014,0.26,1.31
RA12-01,27/4/2015,0.00,1.57
RA12-01,26/11/2015,0.31,1.26
RA12-01,6/4/2016,0.15,1.42
RA12-01,16/11/2016,0.07,1.50
RA12-01,10/5/2017,0.04,1.53
RA12-01,11/10/2017,-0.32,1.89
RA12-01,9/5/2018,0.01,1.56
RA12-01,15/4/2019,0.06,1.51
RA12-01,28/10/2019,0.00,1.57
RA12-01,4/11/2020,-0.18,1.75
RA12-01,22/4/2021,0.08,1.49
RA12-01,27/10/2021,-0.41,1.98
RA12-01,3/5/2022,-0.35,1.92
RA12-01,20/10/2022,-0.38,1.95
RA12-01,5/4/2023,0.04,1.53
RA12-01,24/10/2023,-0.13,1.70
RA12-01,11/4/2024,0.15,1.42
RA12-01,5/11/2024,0.10,1.47
RA13-02,21/10/2009,-6.62,8.70
RA13-02,26/4/2010,-6.48,8.56
RA13-02,11/11/2010,-6.62,8.70
RA13-02,5/5/2011,-6.50,8.58
RA13-02,13/10/2011,-6.79,8.87
RA13-02,26/4/2012,-6.97,9.05
RA13-02,16/10/2012,-7.29,9.37
RA13-02,16/4/2013,-6.81,8.89
RA13-02,10/10/2013,-6.79,8.87
RA13-02,5/5/2014,-6.67,8.75
RA13-02,21/10/2014,-6.84,8.92
RA13-02,20/4/2015,-6.12,8.20
RA13-02,12/10/2015,-6.66,8.74
RA13-02,14/4/2016,-6.22,8.30
RA13-02,27/10/2016,-6.47,8.55
RA13-02,2/5/2017,-5.93,8.01
RA13-02,15/11/2017,-6.49,8.57
RA13-02,8/5/2018,-6.10,8.18
RA13-02,10/10/2018,-6.47,8.55
RA13-02,8/4/2019,-6.14,8.22
RA13-02,9/10/2019,-6.89,8.97
RA13-02,13/10/2020,-7.37,9.45
RA13-02,6/5/2021,-6.90,8.98
RA13-02,30/9/2021,-7.68,9.76
RA13-02,14/4/2022,-6.67,8.75
RA13-02,5/10/2022,-6.26,8.34
RA13-02,17/4/2023,-6.95,9.03
RA13-02,19/10/2023,-7.70,9.78
RA13-02,23/4/2024,-7.43,9.51
RA13-02,23/10/2024,-7.65,9.73
RA14-01,5/5/2009,-7.95,15.25
RA14-01,3/11/2009,-8.06,15.36
RA14-01,27/10/2010,-6.62,13.92
RA14-01,3/5/2011,-6.73,14.03
RA14-01,29/9/2011,-7.60,14.90
RA14-01,11/4/2012,-6.68,13.98
RA14-01,19/11/2012,-7.35,14.65
RA14-01,11/4/2013,-6.26,13.56
RA14-01,29/10/2013,-6.69,13.99
RA14-01,17/4/2014,-6.77,14.07
RA14-01,21/10/2014,-7.60,14.90
RA14-01,26/5/2015,-6.10,13.40
RA14-01,20/10/2015,-6.97,14.27
RA14-01,6/4/2016,-5.82,13.12
RA14-01,15/12/2016,-6.34,13.64
RA14-01,17/5/2017,-5.69,12.99
RA14-01,24/10/2017,-6.73,14.03
RA14-01,8/5/2018,-5.55,12.85
RA14-01,6/12/2018,-6.76,14.06
RA14-01,18/4/2019,-5.88,13.18
RA14-01,23/10/2019,-6.71,14.01
RA14-01,26/10/2020,-6.71,14.01
RA14-01,22/4/2021,-5.19,12.49
RA14-01,14/10/2021,-7.09,14.39
RA14-01,4/4/2022,-4.88,12.18
RA14-01,24/10/2022,-6.20,13.50
RA14-01,26/4/2023,-4.94,12.24
RA14-01,9/10/2023,-6.16,13.46
RA14-01,28/5/2024,-4.60,11.90
RA14-01,7/11/2024,-5.63,12.93
RA15-00,30/3/2009,16.52,13.30
RA15-00,29/9/2009,15.06,14.76
RA15-00,14/4/2010,16.47,13.35
RA15-00,21/10/2010,16.53,13.29
RA15-00,4/5/2011,17.81,12.01
RA15-00,28/9/2011,16.20,13.62
RA15-00,3/4/2012,17.61,12.21
RA15-00,25/10/2012,16.62,13.20
RA15-00,13/5/2013,18.18,11.64
RA15-00,21/10/2013,19.28,10.54
RA15-00,14/5/2014,16.80,13.02
RA15-00,7/10/2014,20.90,8.92
RA15-00,20/5/2015,22.93,6.89
RA15-00,28/10/2015,22.84,6.98
RA15-00,25/5/2016,24.22,5.60
RA15-00,13/12/2016,23.82,6.00
RA15-00,3/5/2017,24.04,5.78
RA15-00,17/10/2017,23.03,6.79
RA15-00,30/5/2018,20.95,8.87
RA15-00,6/11/2018,23.95,5.87
RA15-00,7/5/2019,24.29,5.53
RA15-00,15/10/2019,20.75,9.07
RA15-00,21/10/2020,23.21,6.61
RA15-00,27/4/2021,22.83,6.99
RA15-00,30/11/2021,22.39,7.43
RA15-00,10/5/2022,22.31,7.51
RA15-00,8/11/2022,21.64,8.18
RA15-00,11/5/2023,22.72,7.10
RA15-00,7/11/2023,22.22,7.60
RA15-00,22/5/2024,22.34,7.48
RA15-00,22/10/2024,21.89,7.93
RA17-01,28/4/2009,1.99,20.01
RA17-01,20/10/2009,3.40,18.60
RA17-01,28/4/2010,6.13,15.87
RA17-01,15/11/2010,5.81,16.19
RA17-01,19/4/2011,8.25,13.75
RA17-01,27/10/2011,5.99,16.01
RA17-01,17/4/2012,7.71,14.29
RA17-01,8/11/2012,6.02,15.98
RA17-01,16/5/2013,7.79,14.21
RA17-01,3/10/2013,6.54,15.46
RA17-01,6/5/2014,8.94,13.06
RA17-01,10/11/2014,9.29,12.71
RA17-01,23/4/2015,10.34,11.66
RA17-01,25/11/2015,9.36,12.64
RA17-01,23/5/2016,9.18,12.82
RA17-01,1/12/2016,9.13,12.87
RA17-01,31/5/2017,9.89,12.11
RA17-01,23/11/2017,7.63,14.37
RA17-01,16/5/2018,8.65,13.35
RA17-01,6/11/2018,8.74,13.26
RA17-01,7/5/2019,9.43,12.57
RA17-01,23/10/2019,8.21,13.79
RA17-01,26/10/2020,7.92,14.08
RA17-01,11/5/2021,7.57,14.43
RA17-01,30/11/2021,7.18,14.82
RA17-01,19/4/2022,8.29,13.71
RA17-01,28/9/2022,7.82,14.18
RA17-01,28/3/2023,7.70,14.30
RA17-01,26/9/2023,8.05,13.95
RA17-01,27/3/2024,8.80,13.20
RA17-01,2/10/2024,8.76,13.24
RA18-00,27/4/2009,29.64,8.56
RA18-00,28/9/2009,24.44,13.76
RA18-00,19/5/2010,30.50,7.70
RA18-00,19/10/2010,28.40,9.80
RA18-00,3/5/2011,30.93,7.27
RA18-00,27/10/2011,26.86,11.34
RA18-00,17/4/2012,28.46,9.74
RA18-00,9/10/2012,26.23,11.97
RA18-00,16/5/2013,31.41,6.79
RA18-00,3/10/2013,27.90,10.30
RA18-00,7/4/2014,32.12,6.08
RA18-00,10/11/2014,31.47,6.73
RA18-00,23/4/2015,33.55,4.65
RA18-00,25/11/2015,30.99,7.21
RA18-00,13/12/2016,31.12,7.08
RA18-00,17/5/2017,31.92,6.28
RA18-00,17/10/2017,28.15,10.05
RA18-00,16/5/2018,32.59,5.61
RA18-00,29/10/2018,30.22,7.98
RA18-00,10/4/2019,31.94,6.26
RA18-00,23/10/2019,29.62,8.58
RA18-00,26/10/2020,28.32,9.88
RA18-00,28/4/2021,29.74,8.46
RA18-00,14/10/2021,27.35,10.85
RA18-00,19/4/2022,29.16,9.04
RA18-00,28/9/2022,26.62,11.58
RA18-00,28/3/2023,31.50,6.70
RA18-00,26/9/2023,28.49,9.71
RA18-00,27/3/2024,30.10,8.10
RA18-00,2/10/2024,28.26,9.94
RA21-01,17/4/2009,-3.39,5.04
RA21-01,28/10/2009,-3.55,5.20
RA21-01,12/5/2010,-3.19,4.84
RA21-01,6/12/2010,-3.29,4.94
RA21-01,11/4/2011,-3.51,5.16
RA21-01,13/10/2011,-3.39,5.04
RA21-01,26/4/2012,-3.38,5.03
RA21-01,18/10/2012,-2.98,4.63
RA21-01,16/4/2013,-3.08,4.73
RA21-01,16/10/2013,-2.43,4.08
RA21-01,28/4/2014,-2.33,3.98
RA21-01,3/11/2014,-2.13,3.78
RA21-01,13/5/2015,-2.84,4.49
RA21-01,18/11/2015,-2.02,3.67
RA21-01,27/10/2016,-1.53,3.18
RA21-01,27/1/2017,-1.71,3.36
RA21-01,8/5/2017,-1.32,2.97
RA21-01,31/10/2017,-1.39,3.04
RA21-01,9/4/2018,-0.91,2.56
RA21-01,10/10/2018,-0.51,2.16
RA21-01,8/4/2019,-0.34,1.99
RA21-01,9/10/2019,-0.30,1.95
RA21-01,7/10/2020,-1.09,2.74
RA21-01,19/4/2021,-0.58,2.23
RA21-01,6/10/2021,-0.58,2.23
RA21-01,14/4/2022,-0.08,1.73
RA21-01,3/11/2022,-0.95,2.60
RA21-01,17/4/2023,-0.20,1.85
RA21-01,19/10/2023,-0.24,1.89
RA21-01,23/4/2024,-0.10,1.75
RA21-01,23/10/2024,-0.05,1.70
RA24-00,16/11/2009,-1.74,2.94
RA24-00,21/4/2010,-1.70,2.90
RA24-00,26/11/2010,-1.47,2.67
RA24-00,6/4/2011,-1.61,2.81
RA24-00,3/10/2011,-1.61,2.81
RA24-00,29/3/2012,-1.60,2.80
RA24-00,17/10/2012,-1.56,2.76
RA24-00,15/4/2013,-1.49,2.69
RA24-00,16/10/2013,-1.32,2.52
RA24-00,30/4/2014,-1.22,2.42
RA24-00,13/11/2014,-1.03,2.23
RA24-00,8/4/2015,-1.23,2.43
RA24-00,22/10/2015,-1.21,2.41
RA24-00,6/4/2016,-1.15,2.35
RA24-00,8/11/2016,-1.08,2.28
RA24-00,10/5/2017,-1.05,2.25
RA24-00,12/10/2017,-1.05,2.25
RA24-00,7/5/2018,-0.91,2.11
RA24-00,28/11/2018,-0.84,2.04
RA24-00,4/4/2019,-0.79,1.99
RA24-00,21/10/2019,-0.87,2.07
RA24-00,13/10/2020,-0.45,1.65
RA24-00,22/4/2021,-0.45,1.65
RA24-00,21/10/2021,-0.37,1.57
RA24-00,3/5/2022,-0.33,1.53
RA24-00,20/10/2022,-0.31,1.51
RA24-00,5/4/2023,-0.30,1.50
RA24-00,24/10/2023,-0.15,1.35
RA24-00,11/4/2024,-0.07,1.27
RA24-00,5/11/2024,-0.09,1.29
RA24-01,8/4/2009,-1.11,1.81
RA24-01,7/10/2009,-0.60,1.30
RA24-01,21/4/2010,-0.66,1.36
RA24-01,10/11/2010,-0.60,1.30
RA24-01,6/4/2011,-0.72,1.42
RA24-01,3/10/2011,-0.63,1.33
RA24-01,16/4/2012,-0.45,1.15
RA24-01,19/11/2012,0.28,0.42
RA24-01,15/4/2013,-1.25,1.95
RA24-01,16/10/2013,-0.30,1.00
RA24-01,14/4/2014,-0.49,1.19
RA24-01,19/11/2014,-0.44,1.14
RA24-01,8/4/2015,-0.61,1.31
RA24-01,26/11/2015,-0.24,0.94
RA24-01,5/4/2016,-0.37,1.07
RA24-01,16/11/2016,-0.31,1.01
RA24-01,14/5/2018,-0.27,0.97
RA24-01,27/11/2018,-0.15,0.85
RA24-01,15/4/2019,-0.43,1.13
RA24-01,28/10/2019,-0.29,0.99
RA24-01,28/10/2020,-0.77,1.47
RA24-01,19/5/2021,-0.39,1.09
RA24-01,21/10/2021,-0.10,0.80
RA24-01,3/5/2022,-0.52,1.22
RA24-01,20/10/2022,-0.57,1.27
RA24-01,5/4/2023,-0.30,1.00
RA24-01,24/10/2023,-0.26,0.96
RA24-01,11/4/2024,-0.55,1.25
RA24-01,5/11/2024,-0.41,1.11
RA29-00,29/4/2009,-2.42,3.12
RA29-00,5/11/2009,-2.51,3.21
RA29-00,25/5/2010,-2.37,3.07
RA29-00,23/12/2010,-2.13,2.83
RA29-00,6/4/2011,-2.24,2.94
RA29-00,30/10/2011,-2.40,3.10
RA29-00,29/3/2012,-2.28,2.98
RA29-00,17/10/2012,-2.42,3.12
RA29-00,15/4/2013,-2.20,2.90
RA29-00,16/10/2013,-2.13,2.83
RA29-00,30/4/2014,-1.72,2.42
RA29-00,13/11/2014,-1.74,2.44
RA29-00,26/5/2015,-1.69,2.39
RA29-00,13/5/2016,-1.53,2.23
RA29-00,12/10/2016,-1.62,2.32
RA29-00,30/5/2017,-1.44,2.14
RA29-00,14/11/2017,-3.07,3.77
RA29-00,15/5/2018,-1.41,2.11
RA29-00,22/10/2018,-1.34,2.04
RA29-00,4/4/2019,-1.26,1.96
RA29-00,21/10/2019,-1.31,2.01
RA29-00,13/10/2020,-1.21,1.91
RA29-00,22/4/2021,-1.20,1.90
RA29-00,21/10/2021,-1.28,1.98
RA29-00,3/5/2022,-1.15,1.85
RA29-00,20/10/2022,-1.33,2.03
RA29-00,5/4/2023,-1.17,1.87
RA29-00,24/10/2023,-1.02,1.72
RA29-00,11/4/2024,-1.02,1.72
RA29-00,5/11/2024,-1.02,1.72
RA30-00,8/4/2009,-5.58,7.18
RA30-00,7/10/2009,-6.77,8.37
RA30-00,21/4/2010,-5.53,7.13
RA30-00,10/11/2010,-5.80,7.40
RA30-00,11/5/2011,-5.09,6.69
RA30-00,18/10/2011,-6.16,7.76
RA30-00,19/4/2012,-5.32,6.92
RA30-00,13/11/2012,-5.91,7.51
RA30-00,15/5/2013,-5.24,6.84
RA30-00,8/10/2013,-5.82,7.42
RA30-00,5/5/2014,-3.88,5.48
RA30-00,13/11/2014,-5.14,6.74
RA30-00,11/5/2015,-4.60,6.20
RA30-00,21/10/2015,-5.18,6.78
RA30-00,3/5/2016,-4.66,6.26
RA30-00,8/11/2016,-4.85,6.45
RA30-00,10/5/2017,-4.38,5.98
RA30-00,28/11/2017,-4.99,6.59
RA30-00,9/5/2018,-4.47,6.07
RA30-00,22/10/2018,-4.99,6.59
RA30-00,14/5/2019,-7.53,9.13
RA30-00,28/10/2019,-4.78,6.38
RA30-00,28/10/2020,-4.77,6.37
RA30-00,3/5/2021,-4.52,6.12
RA30-00,13/10/2021,-5.23,6.83
RA30-00,3/5/2022,-4.30,5.90
RA30-00,20/10/2022,-5.08,6.68
RA30-00,5/4/2023,-4.38,5.98
RA30-00,24/10/2023,-4.70,6.30
RA30-00,11/4/2024,-4.04,5.64
RA30-00,5/11/2024,-4.25,5.85
RA33-00,22/4/2009,-3.93,5.43
RA33-00,21/10/2009,-4.34,5.84
RA33-00,26/4/2010,-4.02,5.52
RA33-00,11/11/2010,-3.72,5.22
RA33-00,5/5/2011,-3.96,5.46
RA33-01,16/4/2013,-2.77,4.27
RA33-01,10/10/2013,-3.16,4.66
RA33-01,7/5/2014,-3.13,4.63
RA33-01,13/11/2014,-3.47,4.97
RA33-01,11/5/2015,-2.90,4.40
RA33-01,15/10/2015,-3.03,4.53
RA33-01,5/4/2016,-4.10,4.60
RA33-01,16/11/2016,-4.16,4.66
RA33-01,29/5/2017,-3.76,4.26
RA33-01,10/10/2017,-4.03,4.53
RA33-01,17/5/2018,-3.70,4.20
RA33-01,16/10/2018,-4.04,4.54
RA33-01,16/4/2019,-4.13,4.63
RA33-01,21/10/2019,-4.28,4.78
RA33-01,6/10/2020,-4.15,4.65
RA33-01,6/5/2021,-3.85,4.35
RA33-01,5/10/2021,-4.11,4.61
RA33-01,29/3/2022,-3.89,4.39
RA33-01,3/11/2022,-4.20,4.70
RA33-01,29/3/2023,-4.20,4.70
RA33-01,25/9/2023,-4.13,4.63
RA33-01,28/3/2024,-3.70,4.20
RA33-01,30/10/2024,-3.95,4.45
RA34-00,17/4/2009,-5.18,8.08
RA34-00,5/11/2009,-5.84,8.74
RA34-00,12/4/2010,-5.23,8.13
RA34-00,9/12/2010,-5.08,7.98
RA34-00,11/5/2011,-4.90,7.80
RA34-00,21/10/2011,-6.00,8.90
RA34-00,13/4/2012,-5.64,8.54
RA34-00,6/11/2012,-6.13,9.03
RA34-00,18/4/2013,-5.59,8.49
RA34-00,7/10/2013,-6.07,8.97
RA34-00,8/4/2014,-5.57,8.47
RA34-00,17/10/2014,-5.53,8.43
RA34-00,7/4/2016,-5.13,8.03
RA34-00,17/11/2016,-5.49,8.39
RA34-00,2/5/2017,-5.13,8.03
RA34-00,10/10/2017,-6.07,8.97
RA34-00,2/5/2018,-5.23,8.13
RA34-00,18/10/2018,-5.91,8.81
RA34-00,17/4/2019,-5.31,8.21
RA34-00,21/10/2019,-5.87,8.77
RA34-00,6/10/2020,-6.48,9.38
RA34-00,6/5/2021,-5.39,8.29
RA34-00,30/9/2021,-6.33,9.23
RA34-00,29/3/2022,-5.52,8.42
RA34-00,3/11/2022,-6.18,9.08
RA34-00,29/3/2023,-5.29,8.19
RA34-00,25/9/2023,-6.35,9.25
RA34-00,28/3/2024,-5.17,8.07
RA34-00,30/10/2024,-5.74,8.64
RA34-02,22/4/2009,-5.23,9.13
RA34-02,21/10/2009,-6.73,10.63
RA34-02,26/4/2010,-5.14,9.04
RA34-02,11/11/2010,-5.55,9.45
RA34-02,18/10/2011,-5.91,9.81
RA34-02,18/10/2012,-6.66,10.56
RA34-02,16/5/2013,-4.89,8.79
RA34-02,8/10/2013,-5.75,9.65
RA34-02,7/5/2014,-4.74,8.64
RA34-02,3/11/2014,-5.07,8.97
RA34-02,20/4/2015,-4.41,8.31
RA34-02,15/10/2015,-5.22,9.12
RA34-02,6/4/2016,-4.27,8.17
RA34-02,17/11/2016,-4.85,8.75
RA34-02,2/5/2017,-4.25,8.15
RA34-02,10/10/2017,-5.49,9.39
RA34-02,18/4/2018,-4.38,8.28
RA34-02,18/10/2018,-5.29,9.19
RA34-02,18/4/2019,-4.44,8.34
RA34-02,21/10/2019,-5.00,8.90
RA34-02,6/10/2020,-5.19,9.09
RA34-02,6/5/2021,-4.23,8.13
RA34-02,5/10/2021,-5.58,9.48
RA34-02,18/11/2021,-5.32,9.22
RA34-02,29/3/2022,-4.56,8.46
RA34-02,24/11/2022,-5.48,9.38
RA34-02,29/3/2023,-4.71,8.61
RA34-02,25/9/2023,-2.46,6.36
RA34-02,28/3/2024,-4.49,8.39
RA34-02,7/11/2024,-5.01,8.91
RA35-00,17/4/2009,-5.49,10.39
RA35-00,5/11/2009,-7.33,12.23
RA35-00,12/4/2010,-5.91,10.81
RA35-00,3/11/2010,-6.41,11.31
RA35-00,3/5/2011,-5.61,10.51
RA35-00,29/9/2011,-7.66,12.56
RA35-00,13/4/2012,-6.23,11.13
RA35-00,6/11/2012,-7.41,12.31
RA35-00,11/4/2013,-6.13,11.03
RA35-00,27/9/2013,-7.11,12.01
RA35-00,30/4/2014,-4.82,9.72
RA35-00,17/10/2014,-4.73,9.63
RA35-00,9/4/2015,-3.67,8.57
RA35-00,15/10/2015,-3.78,8.68
RA35-00,20/10/2015,-6.38,11.28
RA35-00,5/4/2016,-5.05,9.95
RA35-01,4/4/2022,-4.93,13.43
RA35-01,24/10/2022,-6.48,14.98
RA35-01,9/5/2023,-4.57,13.07
RA35-01,11/10/2023,-5.74,14.24
RA35-01,16/5/2024,-4.06,12.56
RA35-01,15/10/2024,-4.46,12.96
RA36-00,23/1/2009,-5.76,6.42
RA36-00,25/2/2009,-5.64,6.30
RA36-00,27/3/2009,-5.55,6.21
RA36-00,27/4/2009,-5.21,5.87
RA36-00,20/5/2009,-5.61,6.27
RA36-00,24/6/2009,-5.81,6.47
RA36-00,21/7/2009,-6.05,6.71
RA36-00,21/8/2009,-6.40,7.06
RA36-00,22/9/2009,-6.60,7.26
RA36-00,28/10/2009,-6.48,7.14
RA36-00,25/11/2009,-6.18,6.84
RA36-00,18/12/2009,-6.04,6.70
RA36-00,4/5/2010,-5.40,6.06
RA36-00,22/11/2010,-5.30,5.96
RA36-00,28/6/2011,-4.81,5.47
RA36-00,13/10/2011,-5.88,6.54
RA36-01,29/3/2022,-5.66,6.06
RA36-01,3/11/2022,-6.30,6.70
RA36-01,29/3/2023,-5.47,5.87
RA36-01,25/9/2023,-6.38,6.78
RA36-01,28/3/2024,-5.51,5.91
RA36-01,30/10/2024,-6.02,6.42
RA38-00,13/5/2009,-6.86,11.66
RA38-00,25/11/2009,-7.37,12.17
RA38-00,12/5/2010,-5.72,10.52
RA38-00,6/12/2010,-5.81,10.61
RA38-00,4/4/2011,-4.86,9.66
RA38-00,19/10/2011,-6.19,10.99
RA38-00,26/4/2012,-5.36,10.16
RA38-00,15/11/2012,-5.87,10.67
RA38-00,9/4/2013,-5.04,9.84
RA38-00,22/10/2013,-5.76,10.56
RA38-00,8/4/2014,-4.81,9.61
RA38-00,21/10/2014,-9.56,14.36
RA38-00,13/5/2015,-4.41,9.21
RA38-00,18/11/2015,-5.63,10.43
RA38-00,14/4/2016,-3.76,8.56
RA38-00,27/10/2016,-6.04,10.84
RA38-00,8/5/2017,-4.69,9.49
RA38-00,19/10/2017,-6.40,11.20
RA38-00,16/4/2018,-8.29,13.09
RA38-00,22/10/2018,-5.43,10.23
RA38-00,8/4/2019,-4.18,8.98
RA38-00,9/10/2019,-5.29,10.09
RA38-00,7/10/2020,-6.54,11.34
RA38-00,19/4/2021,-3.92,8.72
RA38-00,6/10/2021,-5.05,9.85
RA38-00,13/4/2022,-3.73,8.53
RA38-00,4/10/2022,-5.04,9.84
RA38-00,18/4/2023,-3.86,8.66
RA38-00,18/10/2023,-4.96,9.76
RA38-00,6/5/2024,-4.20,9.00
RA38-00,26/9/2024,-4.86,9.66
RA39-00,13/5/2009,-4.48,14.03
RA39-00,25/11/2009,-5.00,14.55
RA39-00,26/4/2010,-4.70,14.25
RA39-00,26/11/2010,-5.17,14.72
RA39-00,4/4/2011,-4.33,13.88
RA39-00,10/10/2011,-4.82,14.37
RA39-00,18/4/2012,-4.87,14.42
RA39-00,16/10/2012,-5.76,15.31
RA39-00,9/4/2013,-5.20,14.75
RA39-00,10/10/2013,-5.29,14.84
RA39-00,7/5/2014,-4.87,14.42
RA39-00,13/5/2015,-4.20,13.75
RA39-00,18/11/2015,-4.55,14.10
RA39-00,14/4/2016,-4.10,13.65
RA39-00,27/10/2016,-3.86,13.41
RA39-00,2/5/2017,-3.33,12.88
RA39-00,19/10/2017,-4.26,13.81
RA39-00,16/4/2018,0.40,9.15
RA39-00,22/10/2018,-3.80,13.35
RA39-00,8/4/2019,-4.12,13.67
RA39-00,9/10/2019,-4.72,14.27
RA39-00,7/10/2020,-4.70,14.25
RA39-00,19/4/2021,-4.19,13.74
RA39-00,30/9/2021,-4.89,14.44
RA39-00,13/4/2022,-4.47,14.02
RA39-00,4/10/2022,-5.22,14.77
RA39-00,18/4/2023,-4.99,14.54
RA39-00,18/10/2023,-5.43,14.98
RA39-00,23/4/2024,-5.05,14.60
RA39-00,23/10/2024,-5.23,14.78
RA41-02,20/5/2009,-6.36,8.06
RA41-02,28/10/2009,-7.07,8.77
RA41-02,4/5/2010,-5.20,6.90
RA41-02,22/11/2010,-5.26,6.96
RA41-02,5/5/2011,-4.71,6.41
RA41-02,13/10/2011,-5.83,7.53
RA41-02,27/4/2012,-4.52,6.22
RA41-02,15/11/2012,-5.08,6.78
RA41-02,16/4/2013,-4.47,6.17
RA41-02,7/11/2013,-4.77,6.47
RA41-02,28/4/2014,-4.64,6.34
RA41-02,3/11/2014,-4.83,6.53
RA41-02,28/5/2015,-3.82,5.52
RA41-02,23/11/2015,-4.79,6.49
RA41-02,17/5/2016,-4.10,5.80
RA41-02,27/10/2016,-5.38,7.08
RA41-02,8/5/2017,-3.95,5.65
RA41-02,15/11/2017,-5.01,6.71
RA41-02,9/4/2018,-3.66,5.36
RA41-02,22/10/2018,-4.94,6.64
RA41-02,16/4/2019,-3.70,5.40
RA41-02,9/10/2019,-4.91,6.61
RA41-02,13/10/2020,-4.56,6.26
RA41-02,6/5/2021,-3.46,5.16
RA41-02,6/10/2021,-4.26,5.96
RA41-02,16/5/2022,-3.77,5.47
RA41-02,5/10/2022,-4.21,5.91
RA41-02,17/4/2023,-3.12,4.82
RA41-02,19/10/2023,-4.57,6.27
RA41-02,23/4/2024,-3.40,5.10
RA41-02,23/10/2024,-4.48,6.18
RA42-01,2/4/2009,-0.16,2.36
RA42-01,16/11/2009,-0.07,2.27
RA42-01,12/4/2010,0.43,1.77
RA42-01,26/11/2010,0.28,1.92
RA42-01,11/5/2011,0.39,1.81
RA42-01,28/10/2011,0.32,1.88
RA42-01,29/3/2012,0.10,2.10
RA42-01,6/11/2012,-0.50,2.70
RA42-01,18/4/2013,0.54,1.66
RA42-01,27/9/2013,0.35,1.85
RA42-01,5/5/2014,0.42,1.78
RA42-01,17/10/2014,0.33,1.87
RA42-01,11/5/2015,0.35,1.85
RA42-01,26/11/2015,0.35,1.85
RA42-01,26/5/2016,0.35,1.85
RA42-01,16/11/2016,0.26,1.94
RA42-01,19/5/2017,0.06,2.14
RA42-01,7/5/2018,0.28,1.92
RA42-02,27/4/2022,-8.11,10.21
RA42-02,18/10/2022,-14.10,16.20
RA42-02,9/5/2023,-7.23,9.33
RA42-02,16/11/2023,-9.88,11.98
RA42-02,16/5/2024,-7.13,9.23
RA42-02,15/10/2024,-12.82,14.92
RA44-00,14/4/2009,-2.24,11.24
RA44-00,6/10/2009,-2.39,11.39
RA44-00,20/4/2010,-2.13,11.13
RA44-00,1/6/2010,-2.13,11.13
RA44-00,20/10/2010,-1.74,10.74
RA44-00,5/4/2011,-1.49,10.49
RA44-00,12/10/2011,-1.51,10.51
RA44-00,11/4/2012,-1.58,10.58
RA44-00,22/10/2012,-1.99,10.99
RA44-00,22/4/2013,-1.74,10.74
RA44-00,30/9/2013,-1.50,10.50
RA44-00,29/5/2014,-1.61,10.61
RA44-00,8/10/2014,-1.13,10.13
RA44-00,19/5/2015,-1.11,10.11
RA44-00,17/11/2015,-1.31,10.31
