Codice,Data,Piezometria (m),Soggiacenza (m)
FC03-02,25/9/2020,22.20,18.80
FC03-02,8/4/2021,22.60,18.40
FC03-02,25/10/2021,20.30,20.70
FC03-02,24/3/2022,21.60,19.40
FC03-02,30/9/2022,19.60,21.40
FC03-02,21/4/2023,20.60,20.40
FC03-02,23/10/2023,22.90,18.10
FC03-02,8/5/2024,22.80,18.20
FC03-02,23/10/2024,21.75,19.25
FC04-00,21/1/2009,19.00,12.00
FC04-00,25/2/2009,19.03,11.97
FC04-00,20/3/2009,19.26,11.74
FC04-00,29/4/2009,19.52,11.48
FC04-00,28/5/2009,19.30,11.70
FC04-00,25/6/2009,19.10,11.90
FC04-00,27/7/2009,18.80,12.20
FC04-00,20/8/2009,18.25,12.75
FC04-00,29/9/2009,18.69,12.31
FC04-00,30/10/2009,18.72,12.28
FC04-00,27/11/2009,18.86,12.14
FC04-00,30/3/2010,20.05,10.95
FC04-00,27/10/2010,20.40,10.60
FC04-00,13/4/2011,22.50,8.50
FC04-00,5/10/2011,20.25,10.75
FC04-00,3/4/2012,20.08,10.92
FC04-00,2/10/2012,19.29,11.71
FC04-00,4/4/2013,21.57,9.43
FC04-00,3/10/2013,20.03,10.97
FC04-00,4/4/2014,22.38,8.62
FC04-00,6/10/2014,21.20,9.80
FC04-00,13/4/2015,23.90,7.10
FC04-00,30/9/2015,21.69,9.31
FC04-00,8/4/2016,22.45,8.55
FC04-00,7/10/2016,21.00,10.00
FC04-00,30/3/2017,21.05,9.95
FC04-00,29/9/2017,19.74,11.26
FC04-00,6/4/2018,21.60,9.40
FC04-00,28/9/2018,20.25,10.75
FC04-00,12/4/2019,20.35,10.65
FC04-00,19/9/2019,20.10,10.90
FC04-00,25/9/2020,19.92,11.08
FC04-00,2/4/2021,20.25,10.75
FC04-00,17/9/2021,19.18,11.82
FC04-00,24/3/2022,19.90,11.10
FC04-00,30/9/2022,19.20,11.80
FC04-00,21/4/2023,20.20,10.80
FC04-00,14/11/2023,20.20,10.80
FC04-00,8/5/2024,20.05,10.95
FC04-00,23/10/2024,20.55,10.45
FC06-02,10/4/2018,13.75,19.75
FC06-02,9/10/2018,12.60,20.90
FC06-02,10/4/2019,11.35,22.15
FC06-02,27/6/2019,10.95,22.55
FC06-02,8/10/2019,10.85,22.65
FC06-02,22/10/2019,10.25,23.25
FC06-02,6/10/2020,9.85,23.65
FC06-02,14/4/2021,11.95,21.55
FC06-02,28/9/2021,9.15,24.35
FC06-02,5/4/2022,10.18,23.32
FC06-02,15/12/2022,6.05,27.45
FC06-02,28/3/2023,8.55,24.95
FC06-02,3/10/2023,8.55,24.95
FC06-02,8/4/2024,11.55,21.95
FC06-02,7/10/2024,10.05,23.45
FC06-03,7/11/2018,12.32,22.68
FC06-03,10/4/2019,11.69,23.31
FC06-03,8/10/2019,11.44,23.56
FC06-03,6/10/2020,10.37,24.63
FC06-03,14/4/2021,12.22,22.78
FC06-03,28/9/2021,9.62,25.38
FC06-03,5/4/2022,10.37,24.63
FC06-03,19/10/2022,7.39,27.61
FC06-03,28/3/2023,8.94,26.06
FC06-03,3/10/2023,9.24,25.76
FC06-03,8/4/2024,12.69,22.31
FC06-03,9/10/2024,16.17,18.83
FC07-02,9/4/2018,14.30,6.40
FC07-02,24/9/2018,6.30,14.40
FC07-02,9/4/2019,12.70,8.00
FC07-02,2/10/2019,5.50,15.20
FC07-02,21/10/2020,8.84,11.86
FC07-02,26/4/2021,10.40,10.30
FC07-02,7/10/2021,0.90,19.80
FC07-02,14/4/2022,12.85,7.85
FC07-02,11/10/2022,-0.45,21.15
FC07-02,26/4/2023,6.50,14.20
FC07-02,28/9/2023,4.45,16.25
FC07-02,16/5/2024,10.30,10.40
FC07-02,21/11/2024,12.30,8.40
FC12-00,20/3/2009,5.17,11.86
FC12-00,21/10/2009,4.25,12.78
FC12-00,30/3/2010,4.78,12.25
FC12-00,27/10/2010,4.68,12.35
FC12-00,14/4/2011,5.58,11.45
FC12-00,5/10/2011,4.20,12.83
FC12-00,5/4/2012,4.11,12.92
FC12-00,2/10/2012,3.13,13.90
FC12-00,3/4/2013,4.58,12.45
FC12-00,23/10/2013,4.03,13.00
FC12-00,4/4/2014,5.13,11.90
FC12-00,22/10/2014,5.13,11.90
FC12-00,1/4/2015,5.73,11.30
FC12-00,28/9/2015,4.73,12.30
FC12-00,1/4/2016,5.83,11.20
FC12-00,30/9/2016,4.81,12.22
FC12-00,30/3/2017,5.73,11.30
FC12-00,28/9/2017,4.53,12.50
FC12-00,13/4/2018,5.43,11.60
FC12-00,2/10/2018,5.13,11.90
FC12-00,4/4/2019,5.93,11.10
FC12-00,10/10/2019,5.43,11.60
FC12-00,29/9/2020,5.11,11.92
FC12-00,29/3/2021,5.93,11.10
FC12-00,18/10/2021,4.43,12.60
FC12-00,23/3/2022,5.73,11.30
FC12-00,28/9/2022,3.43,13.60
FC12-00,3/4/2023,5.06,11.97
FC12-00,23/10/2023,5.13,11.90
FC12-00,30/5/2024,6.13,10.90
FC12-00,26/9/2024,5.63,11.40
FC13-00,20/3/2009,12.34,11.12
FC13-00,21/10/2009,7.64,15.82
FC13-00,30/3/2010,11.61,11.85
FC13-00,25/10/2010,10.21,13.25
FC13-00,14/4/2011,14.56,8.90
FC13-00,5/10/2011,7.21,16.25
FC13-00,5/4/2012,7.51,15.95
FC13-00,2/10/2012,5.61,17.85
FC13-00,3/4/2013,13.11,10.35
FC13-00,23/10/2013,10.54,12.92
FC13-00,4/4/2014,14.01,9.45
FC13-00,22/10/2014,12.71,10.75
FC13-00,1/4/2015,14.96,8.50
FC13-00,28/9/2015,9.16,14.30
FC13-00,1/4/2016,14.86,8.60
FC13-00,30/9/2016,9.16,14.30
FC13-00,30/3/2017,13.71,9.75
FC13-00,28/9/2017,7.56,15.90
FC13-00,16/3/2018,14.33,9.13
FC13-00,2/10/2018,10.23,13.23
FC13-00,4/4/2019,12.33,11.13
FC13-00,10/10/2019,11.93,11.53
FC13-00,29/9/2020,12.65,10.81
FC13-00,29/3/2021,14.73,8.73
FC13-00,18/10/2021,7.33,16.13
FC13-00,14/3/2022,14.44,9.02
FC13-00,28/9/2022,7.63,15.83
FC13-00,3/4/2023,6.88,16.58
FC13-00,23/10/2023,14.23,9.23
FC13-00,30/5/2024,15.58,7.88
FC13-00,26/9/2024,20.63,2.83
FC14-02,21/1/2009,11.10,13.40
FC14-02,25/2/2009,11.60,12.90
FC14-02,20/3/2009,11.30,13.20
FC14-02,21/4/2009,12.55,11.95
FC14-02,28/5/2009,10.79,13.71
FC14-02,25/6/2009,9.65,14.85
FC14-02,23/7/2009,8.30,16.20
FC14-02,20/8/2009,9.26,15.24
FC14-02,29/9/2009,8.58,15.92
FC14-02,20/10/2009,8.90,15.60
FC14-02,27/11/2009,8.90,15.60
FC14-02,21/4/2010,11.60,12.90
FC14-02,1/7/2010,10.47,14.03
FC14-02,27/10/2010,10.90,13.60
FC14-02,13/4/2011,13.80,10.70
FC14-02,11/10/2011,9.90,14.60
FC14-02,19/4/2012,9.30,15.20
FC14-02,30/5/2012,10.58,13.92
FC14-02,23/10/2012,8.75,15.75
FC14-02,9/4/2013,12.67,11.83
FC14-02,15/10/2013,10.30,14.20
FC14-02,19/12/2013,11.62,12.88
FC14-02,9/4/2014,14.60,9.90
FC14-02,14/10/2014,11.50,13.00
FC14-02,12/10/2015,12.60,11.90
FC14-02,3/12/2015,12.30,12.20
FC14-02,19/4/2016,13.80,10.70
FC14-02,6/10/2016,12.10,12.40
FC14-02,6/4/2017,13.45,11.05
FC14-02,3/8/2017,8.17,16.33
FC14-02,5/10/2017,10.60,13.90
FC14-02,5/4/2018,13.75,10.75
FC14-02,11/10/2018,11.80,12.70
FC14-02,2/4/2019,11.90,12.60
FC14-02,21/6/2019,11.95,12.55
FC14-02,15/10/2019,11.80,12.70
FC14-02,17/9/2020,10.10,14.40
FC14-02,8/4/2021,13.50,11.00
FC14-02,28/7/2021,9.40,15.10
FC14-02,22/9/2021,10.60,13.90
FC14-02,30/3/2022,12.90,11.60
FC14-02,13/10/2022,10.75,13.75
FC14-02,30/3/2023,11.97,12.53
FC14-02,29/6/2023,12.10,12.40
FC14-02,5/10/2023,12.30,12.20
FC14-02,16/4/2024,13.80,10.70
FC14-02,9/10/2024,12.20,12.30
FC16-01,28/4/2009,-6.10,7.10
FC16-01,28/10/2009,-4.43,5.43
FC16-01,30/5/2012,-6.55,7.55
FC16-01,22/10/2012,-5.00,6.00
FC16-01,8/4/2013,-2.55,3.55
FC16-01,7/10/2013,-3.85,4.85
FC16-01,10/4/2014,-3.02,4.02
FC16-01,7/10/2014,-4.30,5.30
FC16-01,8/4/2015,-2.10,3.10
FC16-01,3/12/2015,-2.10,3.10
FC16-01,5/4/2016,-2.45,3.45
FC16-01,12/10/2016,-1.85,2.85
FC16-01,11/4/2017,-4.10,5.10
FC16-01,3/8/2017,-4.25,5.25
FC16-01,9/4/2018,-1.60,2.60
FC16-01,29/10/2018,-1.75,2.75
FC16-01,9/4/2019,-1.90,2.90
FC16-01,22/10/2019,-1.35,2.35
FC16-01,21/10/2020,-0.93,1.93
FC16-01,12/4/2021,-1.30,2.30
FC16-01,13/10/2021,-3.75,4.75
FC16-01,13/4/2022,-5.05,6.05
FC16-01,4/10/2022,-2.10,3.10
FC16-01,11/4/2023,-1.50,2.50
FC16-01,25/9/2023,-2.40,3.40
FC16-01,2/4/2024,-0.78,1.78
FC16-01,2/10/2024,-1.70,2.70
FC18-00,30/6/2009,-7.74,18.94
FC18-00,28/10/2009,-9.29,20.49
FC18-00,22/4/2010,-1.80,13.00
FC18-00,20/10/2010,-5.06,16.26
FC18-00,8/4/2011,0.42,10.78
FC18-00,14/11/2011,-5.35,16.55
FC18-00,2/4/2012,-1.94,13.14
FC18-00,1/10/2012,-9.54,20.74
FC18-00,8/4/2013,0.11,11.09
FC18-00,1/10/2013,-11.00,22.20
FC18-00,2/4/2014,0.01,11.19
FC18-00,7/10/2014,-2.54,13.74
FC18-00,15/4/2015,2.56,8.64
FC18-00,5/10/2015,-6.04,17.24
FC18-00,8/4/2016,3.01,8.19
FC18-00,19/10/2016,-1.84,13.04
FC18-00,10/4/2017,1.56,9.64
FC18-00,3/10/2017,-6.69,17.89
FC18-00,19/3/2018,3.03,8.17
FC18-00,15/10/2018,-2.97,14.17
FC18-00,17/4/2019,2.13,9.07
FC18-00,21/10/2019,-2.50,13.70
FC18-00,23/9/2020,-7.54,18.74
FC18-00,12/4/2021,2.08,9.12
FC18-00,12/10/2021,-6.12,17.32
FC18-00,16/3/2022,1.33,9.87
FC18-00,27/9/2022,-7.17,18.37
FC18-00,11/4/2023,1.38,9.82
FC18-00,25/9/2023,-4.87,16.07
FC18-00,2/5/2024,1.93,9.27
FC18-00,2/10/2024,-2.07,13.27
FC19-00,30/6/2009,7.39,9.61
FC19-00,21/10/2009,6.51,10.49
FC19-00,30/3/2010,7.18,9.82
FC19-00,25/10/2010,9.31,7.69
FC19-00,18/4/2011,8.48,8.52
FC19-00,5/10/2011,7.71,9.29
FC19-00,5/4/2012,8.31,8.69
FC19-00,8/10/2012,7.66,9.34
FC19-00,3/4/2013,8.86,8.14
FC19-00,3/10/2013,8.11,8.89
FC19-00,3/4/2014,9.16,7.84
FC19-00,6/10/2014,9.36,7.64
FC19-00,1/4/2015,10.16,6.84
FC19-00,28/9/2015,10.01,6.99
FC19-00,1/4/2016,10.91,6.09
FC19-00,30/9/2016,10.96,6.04
FC19-00,28/3/2017,11.83,5.17
FC19-00,28/9/2017,10.68,6.32
FC19-00,13/4/2018,11.43,5.57
FC19-00,25/10/2018,11.13,5.87
FC19-00,15/4/2019,11.75,5.25
FC19-00,26/9/2019,11.23,5.77
FC19-00,29/9/2020,11.01,5.99
FC19-00,29/3/2021,12.13,4.87
FC19-00,18/10/2021,11.03,5.97
FC19-00,23/3/2022,11.78,5.22
FC19-00,28/9/2022,10.93,6.07
FC19-00,3/4/2023,11.94,5.06
FC19-00,23/10/2023,12.23,4.77
FC19-00,30/5/2024,12.83,4.17
FC19-00,26/9/2024,12.63,4.37
FC19-02,9/5/2018,16.20,3.10
FC19-02,25/10/2018,14.50,4.80
FC19-02,15/4/2019,16.60,2.70
FC19-02,26/9/2019,12.65,6.65
FC19-02,20/10/2020,13.78,5.52
FC19-02,29/3/2021,16.05,3.25
FC19-02,18/10/2021,12.90,6.40
FC19-03,28/9/2022,9.15,6.85
FC19-03,3/4/2023,12.70,3.30
FC19-03,23/10/2023,10.30,5.70
FC19-03,26/9/2024,13.68,2.32
FC20-00,21/1/2009,14.68,15.02
FC20-00,25/2/2009,15.68,14.02
FC20-00,20/3/2009,15.89,13.81
FC20-00,29/4/2009,16.28,13.42
FC20-00,28/5/2009,16.27,13.43
FC20-00,25/6/2009,15.70,14.00
FC20-00,28/7/2009,14.80,14.90
FC20-00,20/8/2009,13.94,15.76
FC20-00,29/9/2009,12.60,17.10
FC20-00,30/10/2009,10.04,19.66
FC20-00,27/11/2009,9.70,20.00
FC20-00,30/3/2010,16.67,13.03
FC20-00,11/11/2010,16.10,13.60
FC20-00,13/4/2011,19.18,10.52
FC20-00,19/4/2012,14.24,15.46
FC20-00,31/5/2012,15.83,13.87
FC20-00,23/10/2012,13.25,16.45
FC20-00,9/4/2013,17.98,11.72
FC20-00,15/10/2013,15.28,14.42
FC20-00,19/12/2013,17.31,12.39
FC20-00,9/4/2014,19.68,10.02
FC20-00,14/10/2014,17.30,12.40
FC20-00,21/4/2015,21.75,7.95
FC20-00,12/10/2015,16.60,13.10
FC20-00,3/12/2015,19.20,10.50
FC20-00,19/4/2016,21.75,7.95
FC20-00,6/10/2016,19.20,10.50
FC20-00,6/4/2017,21.04,8.66
FC20-00,3/8/2017,14.88,14.82
FC20-00,5/10/2017,13.95,15.75
FC20-00,17/4/2018,20.25,9.45
FC20-00,2/10/2018,18.20,11.50
FC20-00,28/3/2019,15.71,13.99
FC20-00,21/6/2019,19.00,10.70
FC20-00,26/9/2019,17.90,11.80
FC20-00,29/9/2020,18.20,11.50
FC20-00,29/3/2021,20.65,9.05
FC20-00,28/7/2021,15.35,14.35
FC20-00,17/9/2021,14.05,15.65
FC20-00,24/3/2022,19.40,10.30
FC20-00,30/9/2022,13.90,15.80
FC20-00,30/3/2023,17.90,11.80
FC20-00,29/6/2023,19.08,10.62
FC20-00,5/10/2023,18.17,11.53
FC20-00,31/1/2024,19.40,10.30
FC20-00,16/4/2024,20.70,9.00
FC20-00,23/10/2024,18.52,11.18
FC22-00,30/6/2009,4.07,15.63
FC22-00,30/10/2009,1.94,17.76
FC22-00,30/3/2010,7.20,12.50
FC22-00,25/10/2010,4.10,15.60
FC22-00,11/4/2011,7.34,12.36
FC22-00,20/10/2011,5.90,13.80
FC22-00,11/4/2012,2.55,17.15
FC22-00,8/10/2012,10.11,9.59
FC22-00,3/4/2013,18.70,1.00
FC22-00,17/10/2013,18.92,0.78
FC22-00,3/4/2014,19.00,0.70
FC22-00,1/4/2015,19.20,0.50
FC22-00,30/9/2015,19.25,0.45
FC25-00,27/4/2009,-4.80,17.20
FC25-00,26/10/2009,-8.40,20.80
FC25-00,27/4/2010,-5.40,17.80
FC25-00,14/10/2010,-5.50,17.90
FC25-00,5/4/2011,0.25,12.15
FC25-00,23/5/2011,0.25,12.15
FC25-00,12/10/2011,-5.40,17.80
FC25-00,4/4/2012,-0.38,12.78
FC25-00,11/10/2012,-0.95,13.35
FC25-00,2/4/2013,0.08,12.32
FC25-00,17/10/2013,-3.95,16.35
FC25-00,1/4/2014,-0.03,12.43
FC25-00,8/10/2014,-0.90,13.30
FC25-00,20/4/2015,2.26,10.14
FC25-00,15/10/2015,-1.24,13.64
FC25-00,21/4/2016,2.60,9.80
FC25-00,17/10/2016,0.40,12.00
FC25-00,3/4/2017,3.50,8.90
FC25-00,4/10/2017,-2.05,14.45
FC25-00,27/3/2018,2.69,9.71
FC25-00,4/10/2018,-4.32,16.72
FC25-00,25/3/2019,3.15,9.25
FC25-00,7/10/2019,0.40,12.00
FC25-00,1/10/2020,-1.42,13.82
FC25-00,21/4/2021,2.45,9.95
FC25-00,20/10/2021,-0.90,13.30
FC25-00,28/3/2022,1.75,10.65
FC25-00,25/10/2022,-1.22,13.62
FC25-00,6/4/2023,1.60,10.80
FC25-00,19/10/2023,-0.20,12.60
FC25-00,3/6/2024,2.30,10.10
FC25-00,17/10/2024,0.77,11.63
FC27-00,27/4/2009,9.41,14.89
FC27-00,26/10/2009,7.11,17.19
FC27-00,5/4/2011,12.06,12.24
FC27-00,12/10/2011,6.94,17.36
FC27-00,11/10/2012,7.41,16.89
FC27-00,3/4/2013,10.41,13.89
FC27-00,17/10/2013,9.38,14.92
FC27-00,10/4/2014,12.16,12.14
FC27-00,22/10/2014,12.36,11.94
FC27-00,23/7/2015,10.81,13.49
FC27-00,22/10/2015,14.76,9.54
FC27-00,21/4/2016,16.21,8.09
FC27-00,17/10/2016,15.11,9.19
FC27-00,3/4/2017,16.40,7.90
FC27-00,4/10/2017,16.09,8.21
FC27-00,15/5/2018,15.75,8.55
FC27-00,24/10/2018,14.45,9.85
FC27-00,25/3/2019,14.75,9.55
FC27-00,7/10/2019,13.53,10.77
FC27-00,1/10/2020,11.73,12.57
FC27-00,21/4/2021,14.15,10.15
FC27-00,20/10/2021,11.95,12.35
FC27-00,29/3/2022,13.30,11.00
FC27-00,25/10/2022,11.30,13.00
FC27-00,26/4/2023,12.55,11.75
FC27-00,28/9/2023,11.35,12.95
FC27-00,16/5/2024,12.62,11.68
FC27-00,30/10/2024,13.25,11.05
FC28-03,12/4/2018,39.90,11.70
FC28-03,7/11/2018,29.30,22.30
FC28-03,18/4/2019,38.57,13.03
FC28-03,23/10/2019,39.12,12.48
FC28-03,8/10/2020,38.55,13.05
FC28-03,11/5/2021,38.30,13.30
FC28-03,28/10/2021,38.45,13.15
FC28-03,14/4/2022,38.35,13.25
FC28-03,11/10/2022,38.10,13.50
FC28-03,13/4/2023,39.00,12.60
FC28-03,13/11/2023,39.86,11.74
FC28-03,18/4/2024,38.80,12.80
FC28-03,21/10/2024,39.28,12.32
FC41-00,27/4/2009,7.50,7.00
FC41-00,26/10/2009,5.05,9.45
FC41-00,28/4/2010,8.55,5.95
FC41-00,14/10/2010,7.45,7.05
FC41-00,6/4/2011,9.80,4.70
FC41-00,12/10/2011,6.00,8.50
FC41-00,4/4/2012,8.68,5.82
FC41-00,11/10/2012,5.15,9.35
FC41-00,17/4/2013,8.62,5.88
FC41-00,17/10/2013,7.20,7.30
FC41-00,10/4/2014,10.12,4.38
FC41-00,13/10/2014,10.00,4.50
FC41-00,23/7/2015,6.50,8.00
FC41-00,27/10/2015,11.30,3.20
FC43-00,29/4/2009,-10.42,16.42
FC43-00,28/10/2009,-10.55,16.55
FC43-00,17/5/2016,-4.22,10.22
FC43-00,12/10/2016,-4.80,10.80
FC43-00,10/4/2017,-4.63,10.63
FC43-00,16/10/2017,-6.58,12.58
FC43-00,9/4/2018,-2.38,8.38
FC43-00,29/10/2018,-4.33,10.33
FC43-00,9/4/2019,-2.18,8.18
FC43-00,23/9/2020,-7.34,13.34
FC43-00,5/3/2021,-2.63,8.63
FC43-00,12/10/2021,-5.23,11.23
FC43-00,13/4/2022,-2.85,8.85
FC43-00,4/10/2022,-4.88,10.88
FC43-00,11/4/2023,-2.63,8.63
FC43-00,25/9/2023,-5.28,11.28
FC43-00,2/5/2024,-2.08,8.08
FC43-00,2/10/2024,-4.58,10.58
FC50-02,21/4/2009,9.00,13.00
FC50-02,30/6/2009,8.60,13.40
FC50-02,20/10/2009,-2.20,24.20
FC50-02,13/4/2011,14.90,7.10
FC50-02,11/10/2011,-2.50,24.50
FC50-02,19/4/2012,-7.90,29.90
FC50-02,30/5/2012,5.40,16.60
FC50-02,9/4/2013,9.35,12.65
FC50-02,15/10/2013,-4.65,26.65
FC50-02,9/4/2014,13.83,8.17
FC50-02,14/10/2014,1.90,20.10
FC50-02,21/4/2015,14.80,7.20
FC50-02,12/10/2015,2.82,19.18
FC52-00,29/7/2009,-1.50,17.50
FC52-00,18/4/2011,-0.20,16.20
FC52-00,4/11/2011,-1.00,17.00
FC52-00,6/6/2012,-0.85,16.85
FC52-00,25/10/2012,-2.20,18.20
FC52-00,19/6/2013,12.18,3.82
FC52-00,11/12/2013,12.32,3.68
FC52-00,20/5/2014,12.65,3.35
FC52-00,8/10/2014,11.85,4.15
FC52-00,14/5/2015,13.40,2.60
FC52-00,7/12/2015,11.80,4.20
FC52-00,6/4/2016,12.70,3.30
FC52-00,19/10/2016,11.85,4.15
FC52-00,11/4/2017,12.40,3.60
FC52-00,25/10/2017,11.50,4.50
FC52-00,16/3/2018,12.96,3.04
FC52-00,27/9/2018,11.48,4.52
FC52-00,18/4/2019,11.96,4.04
FC52-00,23/10/2019,11.22,4.78
FC52-00,25/9/2020,11.21,4.79
FC52-00,2/4/2021,12.04,3.96
FC52-00,17/9/2021,11.39,4.61
FC52-00,19/4/2022,11.94,4.06
FC52-00,20/10/2022,10.89,5.11
FC52-00,13/4/2023,12.06,3.94
FC52-00,16/10/2023,11.39,4.61
FC52-00,7/5/2024,11.39,4.61
FC52-00,21/10/2024,11.72,4.28
FC53-00,20/3/2009,19.00,8.00
FC53-00,25/6/2009,19.00,8.00
FC53-00,29/9/2009,18.30,8.70
FC53-00,30/3/2010,20.95,6.05
FC53-00,27/10/2010,20.35,6.65
FC53-00,11/4/2011,22.30,4.70
FC53-00,6/10/2011,19.90,7.10
FC53-00,27/4/2012,22.25,4.75
FC53-00,2/10/2012,18.98,8.02
FC53-00,8/10/2013,21.56,5.44
FC53-00,4/4/2014,22.15,4.85
FC53-00,6/10/2014,21.00,6.00
FC53-00,13/4/2015,23.70,3.30
FC53-00,30/9/2015,21.25,5.75
FC56-00,27/3/2018,3.73,8.27
FC56-00,4/10/2018,-1.97,13.97
FC56-00,4/4/2019,1.88,10.12
FC56-00,2/10/2019,-3.62,15.62
FC56-00,1/10/2020,-4.37,16.37
FC56-00,21/4/2021,0.38,11.62
FC56-00,19/10/2021,-3.27,15.27
FC56-00,29/3/2022,0.21,11.79
FC56-00,25/10/2022,-3.07,15.07
FC56-00,6/4/2023,-0.22,12.22
FC56-00,19/10/2023,-2.62,14.62
FC56-00,3/6/2024,0.63,11.37
FC56-00,17/10/2024,-0.72,12.72
FC57-03,8/10/2014,23.20,8.80
FC57-03,20/4/2015,26.15,5.85
FC57-03,15/10/2015,20.30,11.70
FC57-03,11/4/2016,22.40,9.60
FC57-03,10/10/2016,14.40,17.60
FC57-03,10/4/2017,23.25,8.75
FC57-03,23/10/2017,19.30,12.70
FC57-03,26/3/2018,24.90,7.10
FC57-03,24/9/2018,18.40,13.60
FC57-03,25/3/2019,24.75,7.25
FC57-03,7/10/2019,21.00,11.00
FC57-03,21/10/2020,18.14,13.86
FC57-03,26/4/2021,21.30,10.70
FC57-03,7/10/2021,17.50,14.50
FC57-03,14/4/2022,17.05,14.95
FC57-03,11/10/2022,16.72,15.28
FC57-03,26/4/2023,22.05,9.95
FC57-03,28/9/2023,19.20,12.80
FC57-03,16/5/2024,20.20,11.80
FC57-03,30/10/2024,17.40,14.60
FC70-00,28/4/2009,6.02,8.98
FC70-00,26/4/2010,10.00,5.00
FC70-00,20/10/2010,7.54,7.46
FC70-00,8/4/2011,8.95,6.05
FC70-00,19/10/2011,4.80,10.20
FC70-00,12/4/2012,6.90,8.10
FC70-00,10/10/2012,1.95,13.05
FC70-00,10/4/2013,10.20,4.80
FC70-00,22/10/2013,8.05,6.95
FC70-00,15/4/2014,11.78,3.22
FC70-00,16/10/2014,10.95,4.05
FC70-00,16/4/2015,10.75,4.25
FC70-00,19/10/2015,10.45,4.55
FC70-00,5/4/2016,10.70,4.30
FC70-00,4/10/2016,8.75,6.25
FC70-00,4/4/2017,6.77,8.23
FC70-00,3/10/2017,4.27,10.73
FC70-00,10/4/2018,10.82,4.18
FC70-00,9/10/2018,7.06,7.94
FC70-00,10/4/2019,7.22,7.78
FC70-00,8/10/2019,6.32,8.68
FC70-00,3/5/2021,6.67,8.33
FC70-00,28/9/2021,3.82,11.18
FC70-00,5/4/2022,7.60,7.40
FC70-00,7/12/2022,11.22,3.78
FC70-00,28/3/2023,8.27,6.73
FC70-00,3/10/2023,3.17,11.83
FC70-00,11/4/2024,7.17,7.83
FC70-00,7/10/2024,6.97,8.03
FC71-00,20/3/2009,17.99,12.01
FC71-00,25/6/2009,18.05,11.95
FC71-00,29/9/2009,15.90,14.10
FC71-00,30/3/2010,17.60,12.40
FC71-00,27/10/2010,17.88,12.12
FC71-00,13/4/2011,21.28,8.72
FC71-00,11/10/2011,17.30,12.70
FC71-00,11/4/2012,17.24,12.76
FC71-00,8/10/2012,25.92,4.08
FC71-00,4/4/2013,19.60,10.40
FC71-00,3/10/2013,17.90,12.10
FC71-00,3/4/2014,21.40,8.60
FC71-00,14/10/2014,20.10,9.90
FC71-00,1/4/2015,22.90,7.10
FC71-00,12/10/2015,20.80,9.20
FC73-00,20/3/2009,14.88,20.12
FC73-00,25/6/2009,15.48,19.52
FC73-00,29/9/2009,14.44,20.56
FC73-00,30/3/2010,14.98,20.02
FC73-00,27/10/2010,17.33,17.67
FC73-00,13/4/2011,20.70,14.30
FC73-00,20/10/2011,20.43,14.57
FC73-00,11/4/2012,18.13,16.87
FC73-00,8/10/2012,26.42,8.58
FC73-00,4/4/2013,17.73,17.27
FC73-00,3/10/2013,18.86,16.14
FC73-00,4/4/2014,21.28,13.72
FC73-00,6/10/2014,19.58,15.42
FC73-00,13/4/2015,23.43,11.57
FC73-00,30/9/2015,24.68,10.32
FC73-00,8/4/2016,23.58,11.42
FC73-00,20/10/2016,22.63,12.37
FC73-00,30/3/2017,24.18,10.82
FC73-00,4/10/2017,19.68,15.32
FC73-00,6/4/2018,19.78,15.22
FC73-00,28/9/2018,20.68,14.32
FC73-00,12/4/2019,19.43,15.57
FC73-00,24/9/2019,19.73,15.27
FC73-00,25/9/2020,20.50,14.50
FC73-00,2/4/2021,20.33,14.67
FC73-00,17/9/2021,18.68,16.32
FC73-00,23/3/2022,18.78,16.22
FC73-00,30/9/2022,17.68,17.32
FC73-00,3/4/2023,17.48,17.52
FC73-00,23/10/2023,20.63,14.37
FC73-00,8/5/2024,20.38,14.62
FC73-00,23/10/2024,19.18,15.82
FC77-00,20/3/2009,15.92,4.08
FC77-00,25/6/2009,15.64,4.36
FC77-00,29/9/2009,14.93,5.07
FC77-00,13/5/2010,17.51,2.49
FC77-00,26/10/2010,16.61,3.39
FC77-00,11/4/2011,18.06,1.94
FC77-00,20/10/2011,15.91,4.09
FC77-00,11/4/2012,16.66,3.34
FC77-00,8/10/2012,15.84,4.16
FC77-00,3/4/2013,18.16,1.84
FC77-00,17/10/2013,16.18,3.82
FC77-00,3/4/2014,18.06,1.94
FC77-00,22/10/2014,16.96,3.04
FC77-00,1/4/2015,18.61,1.39
FC77-00,30/9/2015,14.36,5.64
FC77-00,1/4/2016,18.21,1.79
FC77-00,30/9/2016,16.76,3.24
FC77-00,30/3/2017,17.55,2.45
FC77-00,29/9/2017,15.75,4.25
FC77-00,4/4/2018,17.90,2.10
FC77-00,28/9/2018,16.05,3.95
FC77-00,2/4/2019,16.60,3.40
FC77-00,19/9/2019,15.90,4.10
FC77-00,25/9/2020,15.44,4.56
FC77-00,2/4/2021,16.45,3.55
FC77-00,17/9/2021,15.30,4.70
FC77-00,24/3/2022,16.50,3.50
FC77-00,28/9/2022,15.40,4.60
FC77-00,21/4/2023,16.75,3.25
FC77-00,23/10/2023,16.10,3.90
FC77-00,8/5/2024,16.25,3.75
FC77-00,26/9/2024,16.30,3.70
FC79-01,22/6/2016,12.50,14.50
