Prov,Codice,Tipologia stazione,Comune,Codice_GWB_2021-2027,Nome_GWB_2021-2027,XUTM-ETRS89,YUTM-ETRS89,Quota Piano Campagna (m),Profondità pozzo (m),Posizione filtri ,N tot filtri,Inizio filtri: da m,Fine filtri: a m,Uso
PC,PC13-00,Pozzo,CORTEMAGGIORE,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,568819,4984090,53.25,86,Fondo foro,1,69.5,76.5,Civile
PC,PC15-01,Pozzo,GOSSOLENGO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,548321,4983170,88.1,105,,1,67,103,Civile
PC,PC17-00,Pozzo,SAN GIORGIO PIACENTINO,0040ER-DQ1-CL,Conoide Nure - libero,558127,4978445,101.86,70,Fondo foro,1,62,70,Civile
PC,PC20-00,Pozzo,FIORENZUOLA D'ARDA,0330ER-DQ2-CCS,Conoide Arda - confinato superiore,571853,4979134,62.31,76.45,,4,18.5,73.6,Civile
PC,PC21-03,Pozzo,BESENZONE,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,575970,4981456,49.1,73,Fondo foro,1,62,71.5,Civile
PC,PC23-02,Pozzo,PONTENURE,0040ER-DQ1-CL,Conoide Nure - libero,561563,4982935,67,80,,3,47,78,Civile
PC,PC23-05,Pozzo,PONTENURE,0040ER-DQ1-CL,Conoide Nure - libero,561569,4979400,79.5,60,,2,25,59,Industriale
PC,PC23-06,Pozzo,PONTENURE,0040ER-DQ1-CL,Conoide Nure - libero,561700,4979761,79,97,,1,59,63,Civile
PC,PC26-02,Pozzo,CARPANETO PIACENTINO,0322ER-DQ2-CCS,Conoide Chiavenna-Nure - confinato superiore,564593,4973084,110.5,92,,4,30,78.5,Civile
PC,PC27-02,Pozzo,FIORENZUOLA D'ARDA,0050ER-DQ1-CL,Conoide Arda - libero,570609,4975231,85,120,,3,48,114,Irriguo
PC,PC28-00,Pozzo,ALSENO,0330ER-DQ2-CCS,Conoide Arda - confinato superiore,576755,4975214,54,30,Fondo foro,1,24,28,Civile
PC,PC30-03,Pozzo,SAN GIORGIO PIACENTINO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,560035,4972595,132.5,43.5,Fondo foro,1,37,43,Civile
PC,PC33-01,Pozzo,ALSENO,0330ER-DQ2-CCS,Conoide Arda - confinato superiore,576995,4971934,73.8,39,,3,19,35,Acquedottistico
PC,PC34-00,Pozzo,ALSENO,0050ER-DQ1-CL,Conoide Arda - libero,571640,4970705,121.58,101,,4,30,95,Civile
PC,PC36-00,Pozzo,GRAGNANO TREBBIENSE,2301ER-DQ2-CCI,Conoide Trebbia - confinato inferiore,545036,4982629,87.88,130,Fondo foro,1,125,130,Industriale
PC,PC41-01,Pozzo,CASTEL SAN GIOVANNI,0300ER-DQ2-CCS,Conoide Tidone-Luretta - confinato superiore,535351,4990174,70.8,32,Fondo foro,1,30,32,Civile
PC,PC45-01,Pozzo,SAN PIETRO IN CERRO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,574864,4985753,45.22,16,,,,,Irriguo
PC,PC48-00,Pozzo,ROTTOFRENO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,547963,4989045,63.3,35,,,,,civile
PC,PC55-01,Pozzo,PODENZANO,0040ER-DQ1-CL,Conoide Nure - libero,554491,4980651,91.69,200,,,,,Irriguo
PC,PC56-00,Pozzo,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,554675,4986794,62.03,102,,4,47,101.6,civile
PC,PC56-02,Pozzo,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,553310,4989082,56.4,116.5,,5,66.5,113.5,civile
PC,PC56-03,Pozzo,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,551663,4988893,59.6,94,,2,72,94,Acquedottistico
PC,PC56-06,Pozzo,PIACENZA,0040ER-DQ1-CL,Conoide Nure - libero,556118,4987070,57.7,160,,3,54.5,154,Acquedottistico
PC,PC56-07,Pozzo,PIACENZA,0040ER-DQ1-CL,Conoide Nure - libero,557993,4987826,52,103.3,,4,46.5,102,Acquedottistico
PC,PC56-08,Pozzo,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,552523,4987217,64,103,,3,66,93,Acquedottistico
PC,PC56-09,Pozzo,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,561572,4986046,56.1,75,,3,41,73.5,Acquedottistico
PC,PC56-10,Pozzo,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,559545,4991988,50,106,,1,82,98,Acquedottistico
PC,PC56-11,Pozzo,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,559012,4989339,46.6,54,Fondo foro,1,40,50.5,Acquedottistico
PC,PC63-01,Pozzo,PIACENZA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,562514,4988071,48.9,81.7,,2,40,76.5,civile
PC,PC64-00,Pozzo,PIACENZA,0040ER-DQ1-CL,Conoide Nure - libero,560601,4984310,67.14,114.5,,4,89,114.5,civile
PC,PC69-00,Pozzo,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,552041,4988752,61,111,,4,43,108,civile
PC,PC75-00,Pozzo,RIVERGARO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,549945,4975082,153.8,156,,2,134,154,civile
PC,PC77-01,Pozzo,PIACENZA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,546273,4977835,137,107,,,,,Acquedottistico
PC,PC80-00,Pozzo,MONTICELLI,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,575399,4993161,38.41,68,Fondo foro,1,52.45,64.95,Acquedottistico
PC,PC81-00,Pozzo,PODENZANO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,554375,4983243,75.39,97,,2,57,95,Acquedottistico
PC,PC82-00,Pozzo,BORGONOVO VAL TIDONE,0010ER-DQ1-CL,Conoide Tidone - libero,538911,4983568,100.8,101.5,,2,34,70,Acquedottistico
PC,PC83-00,Pozzo,BORGONOVO VAL TIDONE,0010ER-DQ1-CL,Conoide Tidone - libero,535349,4985113,105.7,97,,4,30,91,Acquedottistico
PC,PC85-00,Pozzo,GRAGNANO TREBBIENSE,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,542330,4980858,109.7,101,,,50,101,Acquedottistico
PC,PC86-00,Pozzo,BORGONOVO VAL TIDONE,0300ER-DQ2-CCS,Conoide Tidone-Luretta - confinato superiore,540266,4984618,88,40,,,,,Acquedottistico
PC,PC87-01,Pozzo,GAZZOLA,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,545997,4980073,102.6,105,,,,,Acquedottistico
PC,PC88-00,Pozzo,SARMATO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,538209,4990129,59,18.5,Fondo foro,1,16,18.5,Acquedottistico
PC,PC89-00,Pozzo,PONTE DELL'OLIO,5020ER-AV2-VA,Depositi vallate App. Trebbia-Nure-Arda,549899,4967923,215,35,,,,,Acquedottistico
PC,PC90-00,Pozzo,PIANELLO VAL TIDONE,5020ER-AV2-VA,Depositi vallate App. Trebbia-Nure-Arda,533539,4977204,170,11,,,,,Acquedottistico
PC,PC91-01,Pozzo,VIGOLZONE,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,551234,4972786,211,175,,4,107,169,civile
PC,PC94-01,Pozzo,RIVERGARO,0032ER-DQ1-CL,Conoide Trebbia-Luretta - libero,546517,4972735,135.5,12,,,,,Industriale
PC,PC95-00,Pozzo,PODENZANO,0040ER-DQ1-CL,Conoide Nure - libero,553537,4977885,123,118,,2,60,100,Industriale
PC,PC96-00,Pozzo,PODENZANO,0040ER-DQ1-CL,Conoide Nure - libero,557881,4982179,80.5,80,Fondo foro,1,65,80,Industriale
PC,PC97-00,Pozzo,GOSSOLENGO,2301ER-DQ2-CCI,Conoide Trebbia - confinato inferiore,551468,4980393,96.8,200,,1,183,193,Civile
PC,PC98-00,Pozzo,CADEO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,567199,4976628,77,102,Fondo foro,1,87.5,100,Industriale
PC,PC99-00,Pozzo,CASTELL’ARQUATO,0050ER-DQ1-CL,Conoide Arda - libero,569013,4967757,158,65,Fondo foro,1,51,57,Industriale
PC,PCA0-00,Pozzo,CASTEL SAN GIOVANNI,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,535335,4988056,87,158,,,,,Industriale
PC,PCA2-00,Pozzo,AGAZZANO,2300ER-DQ2-CCI,Conoide Tidone-Luretta - confinato inferiore,540084,4983319,87.4,94,,4,45,85,Irriguo
PC,PC-F01-00,Pozzo,SARMATO,9015ER-DQ1-FPF,Freatico di pianura fluviale,541032,4990346,60,6.1,,,,,Domestico
PC,PC-F03-00,Pozzo,PIACENZA,9015ER-DQ1-FPF,Freatico di pianura fluviale,559271,4988654,46.5,7.2,,,,,Irriguo
PC,PC-F05-00,Pozzo,SAN PIETRO IN CERRO,9015ER-DQ1-FPF,Freatico di pianura fluviale,571874,4988422,41.9,4,,,,,Domestico
PR,PR04-01,Pozzo,SORAGNA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,591204,4978826,37.3,161,,,,,Zootecnico
PR,PR05-00,Pozzo,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,606371,4961131,54.53,75.5,,5,32,75.5,Idropotabile
PR,PR06-01,Pozzo,SISSA TRECASALI,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,598909,4982301,30,105,,,,,Zootecnico
PR,PR08-03,Pozzo,COLORNO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,608780,4979630,26.9,45,,,,,Irriguo
PR,PR09-02,Pozzo,FIDENZA,0340ER-DQ2-CCS,Conoide Stirone-Parola - confinato superiore,583155,4972760,57.2,26,,,,,Irriguo
PR,PR12-00,Pozzo,SAN SECONDO PARMENSE,0350ER-DQ2-CCS,Conoide Taro - confinato superiore,596519,4972121,36.2,86,,1,35,39.7,civile
PR,PR19-01,Pozzo,FIDENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,583719,4969761,67,175,Fondo foro,1,170,175,Domestico
PR,PR20-00,Pozzo,FIDENZA,0072ER-DQ1-CL,Conoide Taro-Parola - libero,587029,4967231,73,97,,5,49.15,93.6,Acquedottistico
PR,PR21-02,Pozzo,FONTANELLATO,0350ER-DQ2-CCS,Conoide Taro - confinato superiore,590292,4970941,49,30,,,,,Irriguo
PR,PR23-01,Pozzo,FONTEVIVO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,593592,4966261,56,20,,,,,Irriguo
PR,PR23-02,Piezometro,FONTANELLATO,2352ER-DQ2-CCI,Conoide Taro-Parola - confinato inferiore,595949,4968921,46.5,166,Fondo foro,1,154,163,Monitoraggio
PR,PR23-03,Piezometro,FONTANELLATO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,595949,4968921,46.5,70,Fondo foro,1,58,67,Monitoraggio
PR,PR23-04,Pozzo,FONTEVIVO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,594520,4966495,54.3,14,,,,,Irriguo
PR,PR25-00,Pozzo,TORRILE,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,607779,4972291,30.2,46,Fondo foro,1,34,41,Industriale
PR,PR31-00,Pozzo,FONTEVIVO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,592099,4965566,65.18,31.5,Fondo foro,1,25.5,31.5,civile
PR,PR32-00,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,604589,4959501,66.7,109,,5,45.5,105,Acquedottistico
PR,PR33-00,Pozzo,PARMA,0350ER-DQ2-CCS,Conoide Taro - confinato superiore,600299,4963056,56.6,64.4,,1,32,55,Non in uso
PR,PR34-00,Pozzo,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,605319,4963221,49.9,55,,2,34,46,civile
PR,PR38-00,Pozzo,COLLECCHIO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,596259,4961201,71,78,,2,53,78,Industriale
PR,PR45-01,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,600839,4953341,128.7,108,,,,,Acquedottistico
PR,PR47-01,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,605553,4953996,106,30,,,,,Irriguo
PR,PR54-01,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,607354,4958917,60,103.3,,9,42,102.5,Acquedottistico
PR,PR55-01,Pozzo,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,611838,4960151,45.8,93,,,,,Irriguo
PR,PR57-02,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,609058,4953996,91,40,,,,,Irriguo
PR,PR61-02,Pozzo,MONTECHIARUGOLO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,608593,4949252,130,28,,,,,Domestico
PR,PR61-05,Pozzo,MONTECHIARUGOLO,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,606648,4948801,147,40,Fondo foro,1,35,40,Domestico
PR,PR69-00,Pozzo,MONTECHIARUGOLO,0650ER-DET1-CMSG,Conoidi montane e Sabbie gialle occidentali,611028,4954246,83.69,40,,2,9,26,civile
PR,PR76-00,Pozzo,PARMA,0360ER-DQ2-CCS,Conoide Parma-Baganza - confinato superiore,608748,4960721,48.5,86,,6,23.5,82.7,Acquedottistico
PR,PR77-00,Pozzo,FONTANELLATO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,590991,4966781,61.7,93,,6,33,86.5,Acquedottistico
PR,PR93-02,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,606458,4956181,89,30,,,,,Domestico
PR,PR94-00,Pozzo,COLLECCHIO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,595642,4956836,103.5,25,,,,,Domestico
PR,PR99-00,Piezometro,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,601967,4950366,149.1,175,,,,,Monitoraggio
PR,PRA0-00,Pozzo,COLLECCHIO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,591559,4952941,117.5,10,,,,,Irriguo
PR,PRA1-00,Pozzo,PARMA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,602713,4950961,143.5,30,,,,,Zootecnico
PR,PRA2-00,Pozzo,SALA BAGANZA,0080ER-DQ1-CL,Conoide Parma-Baganza - libero,596597,4949571,194,10.3,,,,,Domestico
PR,PRA5-01,Pozzo,ROCCABIANCA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,592872,4983796,32,18,,,,,Irriguo
PR,PRA5-02,Pozzo,ROCCABIANCA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,593275,4984280,32,30,,,,,Irriguo
PR,PRA6-00,Pozzo,SORBOLO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,614301,4972981,25,30,,,,,Irriguo
PR,PRA7-00,Pozzo,COLORNO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,611088,4974251,25.5,110,,,,,Domestico
PR,PRB3-00,Pozzo,NOCETO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,593423,4962701,74.6,70.15,,2,15,65,Acquedottistico
PR,PRB4-00,Piezometro,FONTANELLATO,0072ER-DQ1-CL,Conoide Taro-Parola - libero,591053,4966331,63.5,45,,1,8,45,Monitoraggio
PR,PRB5-00,Pozzo,SOLIGNANO,5030ER-AV2-VA,Depositi vallate App. Taro-Enza-Tresinaro,584579,4947421,158,11.5,,,,,Acquedottistico
PR,PRB8-00,Pozzo,PARMA,2360ER-DQ2-CCI,Conoide Parma-Baganza - confinato inferiore,611468,4957571,58,111.5,,,,,Irriguo
PR,PRB9-00,Pozzo,PARMA,2360ER-DQ2-CCI,Conoide Parma-Baganza - confinato inferiore,609420,4960060,51,150,,3,103,147,Acquedottistico
PR,PRC0-00,Pozzo,PARMA,2352ER-DQ2-CCI,Conoide Taro-Parola - confinato inferiore,597409,4963096,61.5,110,,,,,Irriguo
PR,PR-F01-00,Pozzo,POLESINE ZIBELLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,591029,4984941,32.5,4.37,,,,,Non in uso
PR,PR-F01-01,Pozzo,POLESINE ZIBELLO,9015ER-DQ1-FPF,Freatico di pianura fluviale,591454,4984386,32,4.55,,,,,Irriguo
PR,PR-F06-00,Pozzo,PARMA,9015ER-DQ1-FPF,Freatico di pianura fluviale,604719,4970511,36.7,6.81,,,,,Non in uso
PR,PR-F07-00,Pozzo,SAN SECONDO PARMENSE,9015ER-DQ1-FPF,Freatico di pianura fluviale,598925,4974770,36.4,8.22,,,,,Non in uso
PR,PR-F09-01,Pozzo,SORAGNA,9015ER-DQ1-FPF,Freatico di pianura fluviale,587184,4974510,49.3,6.57,,,,,Irriguo
PR,PR-F10-01,Pozzo,BUSSETO,9015ER-DQ1-FPF,Freatico di pianura fluviale,579735,4977078,48.9,6.52,,,,,Domestico
PR,PR-F11-00,Pozzo,FIDENZA,9015ER-DQ1-FPF,Freatico di pianura fluviale,586763,4968685,65.8,6.79,,,,,Non in uso
RA,RA03-00,Pozzo,MASSALOMBARDA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,724418,4924919,11.3,102,Fondo foro,1,95,102,Irriguo
RA,RA05-00,Pozzo,BAGNACAVALLO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,741015,4930369,5,108,Fondo foro,1,101.72,106.72,Non in uso
RA,RA08-00,Pozzo,FAENZA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,738690,4915703,15,96,Fondo foro,1,87.56,96,
RA,RA09-00,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,758180,4941791,0.43,273,,,142,150,Non in uso
RA,RA09-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,758227,4940523,0.43,150,Fondo foro,1,142,150,Zootecnico
RA,RA12-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,755883,4938447,1.57,155,,,,,Non in uso
RA,RA13-02,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,756201,4911624,2.08,215,Fondo foro,1,206,215,Irriguo
RA,RA14-01,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,745922,4913833,7.3,248,Fondo foro,1,242,248,Industriale
RA,RA15-00,Pozzo,CASTEL BOLOGNESE,0522ER-DQ2-CC,Conoide Senio - confinato,723585,4913863,29.82,31.74,,1,17.61,21,civile
RA,RA17-01,Pozzo,FAENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,730858,4912855,22,106,Fondo foro,1,100,106,Domestico
RA,RA18-00,Pozzo,FAENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,726769,4909433,38.2,67,Fondo foro,1,57,67,Domestico
RA,RA21-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,766702,4912271,1.65,370,,,,,Irriguo
RA,RA24-00,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,760513,4938208,1.2,265.3,Fondo foro,1,240.8,265.3,Non in uso
RA,RA24-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,760474,4936523,0.7,183.5,,,,,Irriguo
RA,RA29-00,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,760044,4932212,0.7,251,Fondo foro,1,232.92,250.87,Irriguo
RA,RA30-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,752680,4930373,1.6,230.08,Fondo foro,1,218,230.08,Irriguo
RA,RA33-00,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,761243,4922887,1.5,214,Fondo foro,1,206.3,213.6,Irriguo
RA,RA33-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,761244,4922912,0.5,205,Fondo foro,1,187,205,Irriguo
RA,RA34-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,755369,4918940,2.9,207.5,Fondo foro,1,197.18,207.41,Domestico
RA,RA34-02,Pozzo,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,754282,4919291,3.9,120,,,,,Domestico
RA,RA35-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,750390,4917832,4.9,237,Fondo foro,1,223,236.91,Non in uso
RA,RA35-01,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,747923,4916849,8.5,230,,,,,Irriguo
RA,RA36-00,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,763639,4917210,0.66,280,Fondo foro,1,265,280,Irriguo
RA,RA36-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,761527,4918363,0.4,180,,,,,Irriguo
RA,RA38-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,759174,4907496,4.8,285,,2,256,282,Non in uso
RA,RA39-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,754064,4906316,9.55,180,Fondo foro,1,173,177,Non in uso
RA,RA41-02,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,764107,4912914,1.7,318.68,Fondo foro,1,286,318,Zootecnico
RA,RA42-01,Pozzo,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,755862,4924811,2.2,150,,,,,Domestico
RA,RA42-02,Pozzo,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,750215,4924945,2.1,180,,,,,Irriguo
RA,RA44-00,Pozzo,CONSELICE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,722038,4933143,9,327,,,,,Irriguo
RA,RA45-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,751774,4936004,2.89,271,,,,,Non in uso
RA,RA47-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,746633,4927545,4.1,325.2,Fondo foro,1,317,325.2,Non in uso
RA,RA48-01,Pozzo,FAENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,737141,4909916,19,281.28,,6,75.77,281.28,Non in uso
RA,RA48-02,Pozzo,RUSSI,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,742338,4919132,9.6,253,Fondo foro,1,242,252,Industriale
RA,RA49-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,752304,4925658,1.1,229,Fondo foro,1,205,229,Non in uso
RA,RA53-04,Pozzo,CERVIA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,765442,4909103,2,120,Fondo foro,1,114,120,Irriguo
RA,RA54-01,Pozzo,CERVIA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,766736,4905970,1.3,350,Fondo foro,1,345,350,Non in uso
RA,RA54-02,Pozzo,CERVIA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,766938,4906596,1.2,280,,,,,Non in uso
RA,RA54-03,Pozzo,CERVIA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,763492,4906179,0.9,240,,,,,Irriguo
RA,RA55-02,Pozzo,COTIGNOLA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,729890,4918790,18,300,,3,69.5,300,Domestico
RA,RA58-00,Pozzo,FUSIGNANO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,735531,4928175,8.7,460,,4,236,451,Irriguo
RA,RA59-01,Pozzo,BAGNACAVALLO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,737143,4921852,9,408.1,Fondo foro,1,381.2,408.1,Industriale
RA,RA60-01,Pozzo,ALFONSINE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,735399,4932471,4.76,250,,,,,Irriguo
RA,RA66-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,757991,4912838,0.7,150,,,,,Zootecnico
RA,RA67-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,747675,4921574,4.3,275,,,,,Non in uso
RA,RA67-01,Pozzo,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,747277,4920444,2.3,236,,,,,Irriguo
RA,RA71-00,Pozzo,CONSELICE,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,726046,4937271,4.95,225,,,,,Non in uso
RA,RA73-00,Pozzo,CERVIA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,769981,4902222,2,180,,,,,Non in uso
RA,RA73-01,Pozzo,CERVIA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,768984,4904266,1.5,242,,,,,Domestico
RA,RA76-03,Pozzo,COTIGNOLA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,734106,4919319,16,356,,,,,Industriale
RA,RA77-00,Pozzo,CASTEL BOLOGNESE,0220ER-DQ1-CL,Conoide Senio - libero,722887,4911491,39.84,37.2,Fondo foro,1,29,35.2,civile
RA,RA78-00,Pozzo,FAENZA,0230ER-DQ1-CL,Conoide Lamone - libero,730747,4908299,33,45,Fondo foro,1,35,44.88,Monitoraggio
RA,RA79-00,Pozzo,SOLAROLO,0522ER-DQ2-CC,Conoide Senio - confinato,726558,4915324,24.83,300,,,,,Altro
RA,RA80-01,Pozzo,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,748414,4919186,2.5,115,Fondo foro,1,103,115,Irriguo
RA,RA80-02,Pozzo,RAVENNA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,748688,4920131,2.6,120,Fondo foro,1,114,120,Zootecnico
RA,RA82-00,Pozzo,RAVENNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,747033,4929315,3.32,221,,,,,Non in uso
RA,RA84-01,Pozzo,RAVENNA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,752295,4908913,11.06,180,Fondo foro,1,175,180,Irriguo
RA,RA85-00,Pozzo,FAENZA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,737064,4904662,24.2,242,,3,129,242,Irriguo
RA,RA89-00,Pozzo,FAENZA,0532ER-DQ2-CC,Conoide Lamone - confinato,728640,4908289,38.6,87.63,,1,52,87.63,Industriale
RA,RA89-02,Pozzo,FAENZA,0532ER-DQ2-CC,Conoide Lamone - confinato,731384,4905584,45.2,65,,,,,Domestico
RA,RA90-00,Pozzo,FAENZA,0230ER-DQ1-CL,Conoide Lamone - libero,727550,4905022,45,15.3,Fondo foro,1,10.3,15.3,Irriguo
RA,RAA1-00,Pozzo,CASTEL BOLOGNESE,0220ER-DQ1-CL,Conoide Senio - libero,723285,4911696,37.9,60,Fondo foro,1,42.5,58,Irriguo
