tile_row,tile_col,lat,lon,insar_obs_mean,insar_post_mean,insar_obs_trend,insar_post_trend,ShallowLoad_mean,ShallowLoad_trend,ShallowLoad_theta_mean,DeepLoad_mean,DeepLoad_trend,DeepLoad_theta_mean,Groundwater_mean,Groundwater_trend,Groundwater_theta_mean
6,3,44.33483123779297,11.48332691192627,9.012798840579705e-11,-0.002718128729611635,,2.202222494913214e-05,0.28326544165611267,-0.27175325845532555,0.2399522066116333,1.4257514476776123,-0.9311269842845233,1.5078095197677612,-4.985452175140381,0.00981948005264615,0.1983838975429535
6,4,44.33727264404297,11.563459396362305,-1.802559768115941e-10,-0.0017879533115774393,,-0.00047686118396931436,0.06729842722415924,-0.2401612494638897,0.3257165551185608,1.485249638557434,-0.7204381603608156,1.26552414894104,-3.114468574523926,-0.9609349576032965,0.34403911232948303
6,5,44.33966064453125,11.64360237121582,1.201706512077294e-10,-0.0022467344533652067,,-0.0005748189544301859,0.06976611912250519,-0.2394468656835709,0.3305310308933258,1.9099018573760986,-0.6256805765915682,1.1753727197647095,-3.6221632957458496,-1.0713043133703304,0.4824630618095398
6,6,44.34083557128906,11.683677673339844,-3.004266280193235e-10,-0.002941363723948598,,-0.0004408541104751938,0.07939817011356354,-0.2699848859904603,0.3046374022960663,2.115021228790283,-0.650952507706887,1.2196072340011597,-4.737533092498779,-0.7783966320641538,0.4924854636192322
7,0,44.31279754638672,11.24390983581543,0.0,-0.0015973015688359737,,-0.0007105729508459583,0.41589200496673584,-0.19677728446409665,0.6150072813034058,1.7319283485412598,-0.3788509237614864,0.5726013779640198,-3.170586109161377,-1.571782794449837,0.8033187389373779
7,1,44.315406799316406,11.323991775512695,1.201706512077294e-10,-0.0015816640807315707,,-0.0005003462099016676,0.3032722473144531,-0.25235741023711344,0.5615888833999634,1.5863628387451172,-0.5210505397243296,0.8232066035270691,-3.190396308898926,-1.1207660879381998,0.5998582243919373
7,2,44.317955017089844,11.404084205627441,0.0,-0.0015997349983081222,,-0.0003132839823660286,0.1828298270702362,-0.2590824453269734,0.4315235912799835,1.2477153539657593,-0.6936278334883524,1.1245598793029785,-2.8028783798217773,-0.7128314640320698,0.381360799074173
7,3,44.320457458496094,11.484186172485352,2.403413024154588e-10,-0.0025213423650711775,,-0.00023415898600520683,0.29601171612739563,-0.25250753831556616,0.30162757635116577,1.4475058317184448,-0.7985986184308873,1.2793054580688477,-4.598170280456543,-0.5251979447383294,0.33438336849212646
7,4,44.322898864746094,11.564299583435059,0.0,-0.001725655747577548,,-0.0004983612464403611,0.09977389872074127,-0.2360082324544456,0.34590068459510803,1.414670705795288,-0.6968437269887823,1.2110522985458374,-3.095197916030884,-1.0333609339945458,0.3689187467098236
7,5,44.325279235839844,11.644423484802246,-1.201706512077294e-10,-0.002204817021265626,,-0.0006519296158539825,0.05864425003528595,-0.24585709916079107,0.40463101863861084,1.8645700216293335,-0.5447762871091378,0.9929837584495544,-3.59184193611145,-1.2463490148797074,0.6197223663330078
7,6,44.326454162597656,11.684488296508789,3.605119536231882e-10,-0.0026680605951696634,,-0.0005511339960725172,0.09391278773546219,-0.2606306219881869,0.35695958137512207,2.0073814392089844,-0.5884226933520108,1.0771385431289673,-4.281924724578857,-1.002592670158508,0.5835545659065247
