station_code,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,source_type,lon,lat,metadata_source,use
BOG0-00,Piezometro,BO,IMOLA,0210ER-DQ1-CL,Conoide Santerno - libero,718555,4915467,36.5,183.5,Fondo foro,1.0,154.0,183.5,automatic,11.7425965237,44.3595488655,automatic,Monitoraggio
BOH0-00,Pozzo,BO,SAN LAZZARO DI SAVENA,0192ER-DQ1-CL,Conoide Zena-Idice - libero,692784,4924110,79.0,51.0,,,,,automatic,11.4227163668,44.4445965484,automatic,Irriguo
BOH1-00,Pozzo,BO,S. LAZZARO,0192ER-DQ1-CL,Conoide Zena-Idice - libero,694780,4924511,71.0,100.0,,,,,automatic,11.4479281627,44.4476687338,automatic,Irriguo
BOH2-00,Pozzo,BO,DOZZA,0660ER-DET1-CMSG,Conoidi montane e Sabbie gialle orientali,709871,4917220,76.0,16.0,,,,,automatic,11.6344468618,44.3778779758,automatic,Irriguo
BOH2-01,Pozzo,BO,DOZZA,0660ER-DET1-CMSG,Conoidi montane e Sabbie gialle orientali,709980,4917172,76.0,15.0,,,,,automatic,11.635794288,44.37741474,automatic,Irriguo
BOK1-00,Pozzo,BO,CASTEL S. PIETRO TERME,0200ER-DQ1-CL,Conoide Sillaro - libero,706731,4917663,84.5,14.0,,,,,automatic,11.5952479988,44.3827641381,automatic,Domestico
BOK2-00,Pozzo,BO,CASTEL S. PIETRO TERME,0200ER-DQ1-CL,Conoide Sillaro - libero,708077,4920226,59.5,80.0,,,,,automatic,11.6131541996,44.4054294747,automatic,Irriguo
BOK3-00,Pozzo,BO,VALSAMOGGIA,0420ER-DQ2-CCS,Conoide Samoggia - confinato superiore,672484,4936180,37.0,30.0,Fondo foro,1.0,20.0,25.0,automatic,11.1718282782,44.5583065646,automatic,Irriguo
BOK5-00,Pozzo,BO,MEDICINA,0492ER-DQ2-CCS,Conoide Sillaro-Sellustra - confinato superiore,709366,4927310,28.0,28.0,,,,,automatic,11.6321857961,44.4687667461,automatic,Irriguo
BOK9-00,Pozzo,BO,MINERBIO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,696947,4942912,18.0,87.0,,2.0,75.0,86.5,automatic,11.4821607066,44.6125848961,automatic,Irriguo
FC01-00,Pozzo,FC,FORLI',0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,745412,4902354,22.0,176.0,,2.0,116.4,166.0,automatic,12.073002448,44.2330780661,automatic,Acquedottistico
FC02-00,Pozzo,FC,FORLI',0540ER-DQ2-CCS,Conoide Ronco-Montone - confinato superiore,737408,4900953,39.1,30.0,,,,,automatic,11.9722794425,44.2231326848,automatic,Domestico
FC03-02,Pozzo,FC,FORLI',2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,742205,4898227,41.0,44.0,Fondo foro,1.0,38.0,44.0,automatic,12.0309955849,44.1970468052,automatic,Industriale
FC04-00,Pozzo,FC,FORLIMPOPOLI,0540ER-DQ2-CCS,Conoide Ronco-Montone - confinato superiore,749779,4897241,31.0,41.9,,,,,automatic,12.125171307,44.1856301204,automatic,Non in uso
FC06-02,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,757142,4894783,33.5,131.5,,4.0,52.5,122.4,automatic,12.2159511749,44.1609792015,automatic,Acquedottistico
FC06-03,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,757656,4894146,35.0,71.0,Fondo foro,1.0,60.27,66.07,automatic,12.2220575163,44.1550721632,automatic,Acquedottistico
FC07-02,Pozzo,FC,GAMBETTOLA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,769221,4889764,20.7,40.0,Fondo foro,1.0,36.0,40.0,automatic,12.3641998199,44.1115200129,automatic,Irriguo
FC12-00,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,745334,4908329,17.03,200.0,Fondo foro,1.0,199.0,200.0,automatic,12.0748280839,44.2868203251,automatic,Non in uso
FC13-00,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,742537,4904150,23.46,150.0,Fondo foro,1.0,149.0,150.0,automatic,12.0378842856,44.2501872384,automatic,Non in uso
FC14-02,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,748563,4900097,24.5,170.3,Fondo foro,1.0,156.9,160.3,automatic,12.1113314502,44.2117202824,automatic,Acquedottistico
FC16-01,Pozzo,FC,SAVIGNANO SUL RUBICONE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,775163,4896146,1.0,218.0,,2.0,90.0,218.0,automatic,12.4416542758,44.1666660999,automatic,Irriguo
FC18-00,Pozzo,FC,CESENATICO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,769089,4894534,11.2,107.0,,,,,automatic,12.3649894247,44.1544401605,automatic,Non in uso
FC19-00,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,741051,4909431,17.0,300.0,Fondo foro,1.0,278.2,282.6,automatic,12.0217314546,44.2981595488,automatic,Non in uso
FC19-02,Pozzo,FC,FORLI',0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,739672,4906371,19.3,70.0,Fondo foro,1.0,65.0,70.0,automatic,12.0030652643,44.271103876,automatic,Irriguo
FC19-03,Pozzo,FC,FORLI',0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,741133,4907692,16.0,76.0,Fondo foro,1.0,73.0,76.0,automatic,12.0219554393,44.2824978762,automatic,Irriguo
FC20-00,Pozzo,FC,FORLI',2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,741466,4901290,29.7,108.5,Fondo foro,1.0,101.0,108.5,automatic,12.0231700578,44.2248299843,automatic,Acquedottistico
FC22-00,Pozzo,FC,FORLI',0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,749384,4904116,19.7,200.0,,,,,automatic,12.1235050955,44.2475698972,automatic,Non in uso
FC25-00,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,765677,4896373,12.4,88.9,Fondo foro,1.0,84.0,88.0,automatic,12.3233223843,44.1722173613,automatic,Zootecnico
FC27-00,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,759087,4897759,24.3,90.0,,,,,automatic,12.2417045709,44.1870429205,automatic,Irriguo
FC28-03,Pozzo,FC,CESENA,0270ER-DQ1-CL,Conoide Savio - libero,755996,4889685,51.6,23.0,,,,,automatic,12.199162996,44.1155544945,automatic,Industriale
FC41-00,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,762976,4897161,14.5,30.0,,,,,automatic,12.2899856152,44.1802775363,automatic,Irriguo
FC43-00,Pozzo,FC,GATTEO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,772727,4894282,6.0,182.0,Fondo foro,1.0,171.0,182.0,automatic,12.4102731123,44.1508271193,automatic,Industriale
FC50-02,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,745193,4901314,22.0,162.12,,1.0,140.42,154.12,automatic,12.0697776256,44.2238019543,automatic,Acquedottistico
FC52-00,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,754245,4901885,16.0,256.0,Fondo foro,1.0,238.0,256.0,automatic,12.1832136934,44.2258348936,automatic,Industriale
FC53-00,Pozzo,FC,FORLIMPOPOLI,2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,749482,4897978,27.0,400.0,,4.0,25.0,345.0,automatic,12.1218108264,44.1923571682,automatic,Industriale
FC56-00,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,760890,4901578,12.0,89.0,,,,,automatic,12.2661256847,44.2207281556,automatic,Irriguo
FC57-03,Pozzo,FC,GAMBETTOLA,0565ER-DQ2-CCS,Conoide Pisciatello-Rubicone-Uso - confinato superiore,765900,4890320,32.0,50.0,Fondo foro,1.0,31.4,45.2,automatic,12.3230503577,44.1177312492,automatic,Industriale
FC70-00,Pozzo,FC,SAN MAURO PASCOLI,0590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,775377,4889943,15.0,40.0,,,,,automatic,12.4410830575,44.1108390354,automatic,Irriguo
FC71-00,Piezometro,FC,FORLI',2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,741252,4901195,30.0,141.5,Fondo foro,1.0,132.5,141.5,automatic,12.020450746,44.224046716,automatic,Monitoraggio
FC73-00,Piezometro,FC,FORLI',2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,744374,4897325,35.0,56.0,Fondo foro,1.0,38.0,50.0,automatic,12.0576809451,44.188214456,automatic,Monitoraggio
FC77-00,Piezometro,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,751113,4901473,20.0,128.0,Fondo foro,1.0,120.0,128.0,automatic,12.1438618501,44.2232166174,automatic,Monitoraggio
FC79-01,Pozzo,FC,BERTINORO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,754406,4899487,27.0,70.0,,1.0,24.0,27.0,automatic,12.184063425,44.2042225348,automatic,Irriguo
FC80-02,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,757412,4895571,29.0,83.0,Fondo foro,1.0,76.0,78.0,automatic,12.2197083038,44.1679674884,automatic,Industriale
FC80-03,Pozzo,FC,CESENA,0550ER-DQ2-CCS,Conoide Savio - confinato superiore,757312,4895953,28.0,70.0,Fondo foro,1.0,63.0,65.0,automatic,12.2186463919,44.1714365183,automatic,Industriale
FC81-03,Pozzo,FC,CESENATICO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,770077,4900261,0.3,99.0,,,,,automatic,12.3802661448,44.2055474731,automatic,Irriguo
FC81-04,Pozzo,FC,CESENATICO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,772420,4898589,2.5,105.0,,,,,automatic,12.4086722985,44.1896498569,automatic,Non in uso
FC83-00,Pozzo,FC,FORLI',2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,744553,4898760,28.0,100.0,,2.0,57.0,85.0,automatic,12.0605857705,44.2010556538,automatic,Acquedottistico
FC83-01,Pozzo,FC,FORLI,2540ER-DQ2-CCI,Conoide Ronco-Montone - confinato inferiore,744603,4898725,27.9,90.6,,2.0,56.7,86.6,automatic,12.0611943274,44.2007242342,automatic,Acquedottistico
FC85-00,Pozzo,FC,FORLIMPOPOLI,0245ER-DQ1-CL,Conoide Ronco-Montone - libero,747556,4896538,23.0,22.65,,,,,automatic,12.0970669659,44.1800672451,automatic,Non in uso
FC86-00,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,738934,4903088,26.0,249.5,,3.0,205.4,242.0,automatic,11.9923321273,44.2418296913,automatic,Industriale
FC89-00,Pozzo,FC,FORLI',0245ER-DQ1-CL,Conoide Ronco-Montone - libero,745925,4893453,47.0,10.0,,,,,automatic,12.0752488141,44.152883409,automatic,Domestico
FC90-00,Pozzo,FC,CESENA,0270ER-DQ1-CL,Conoide Savio - libero,757886,4893264,25.0,125.0,,1.0,63.5,72.0,automatic,12.2244970654,44.1470627617,automatic,Acquedottistico
FC93-00,Pozzo,FC,FORLI',2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,746304,4901831,22.0,132.0,Fondo foro,1.0,120.0,129.0,automatic,12.0839101138,44.2280753883,automatic,Acquedottistico
FC94-00,Pozzo,FC,CASTROCARO TERME E TERRA DEL SOLE,5090ER-AV2-VA,Depositi vallate App. Senio-Savio,736705,4896222,55.0,13.5,,,,,automatic,11.9613563346,44.1808241737,automatic,Irriguo
FC95-00,Pozzo,FC,MELDOLA,5090ER-AV2-VA,Depositi vallate App. Senio-Savio,744829,4888543,81.0,5.0,,,,,automatic,12.0592812666,44.109108284,automatic,Domestico
FC96-00,Pozzo,FC,CESENA,5090ER-AV2-VA,Depositi vallate App. Senio-Savio,754308,4882052,73.0,5.5,,,,,automatic,12.1744255567,44.0475259079,automatic,Domestico
FC97-00,Pozzo,FC,FORLÌ,0245ER-DQ1-CL,Conoide Ronco-Montone - libero,738566,4899203,47.1,42.0,,,,,automatic,11.9859618832,44.2070206116,automatic,Irriguo
FC98-00,Pozzo,FC,FORLÌ,0245ER-DQ1-CL,Conoide Ronco-Montone - libero,741429,4895561,53.0,8.0,,,,,automatic,12.0200728562,44.1733347606,automatic,Domestico
FC99-00,Pozzo,FC,FORLÌ,0540ER-DQ2-CCS,Conoide Ronco-Montone - confinato superiore,746228,4900780,22.4,80.0,,1.0,61.5,68.5,automatic,12.0824663619,44.2186524602,automatic,Industriale
FCA0-00,Pozzo,FC,CESENA,2550ER-DQ2-CCI,Conoide Savio - confinato inferiore,757656,4894146,35.0,110.0,,1.0,73.7,98.0,automatic,12.2220575163,44.1550721632,automatic,Acquedottistico
FC-F04-00,Pozzo,FC,FORLIMPOPOLI,9015ER-DQ1-FPF,Freatico di pianura fluviale,750030,4899225,25.6,10.52,,,,,automatic,12.1292517439,44.2033798889,automatic,Domestico
FC-F06-00,Pozzo,FC,CESENA,9015ER-DQ1-FPF,Freatico di pianura fluviale,760216,4896293,27.3,8.69,,,,,automatic,12.2550822271,44.1734640279,automatic,Domestico
FC-F07-00,Pozzo,FC,GATTEO,9015ER-DQ1-FPF,Freatico di pianura fluviale,771211,4889465,21.4,9.04,,,,,automatic,12.388870295,44.1080982057,automatic,Domestico
FE01-01,Pozzo,FE,BONDENO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,690795,4978495,12.5,35.0,,2.0,21.0,34.0,automatic,11.4180214421,44.9342873504,automatic,Acquedottistico
FE05-02,Pozzo,FE,FERRARA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,704595,4973733,10.12,37.55,,1.0,22.0,32.05,automatic,11.5908154691,44.8876280599,automatic,Acquedottistico
FE05-03,Pozzo,FE,FERRARA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,704670,4973700,10.12,34.5,,1.0,16.1,31.2,automatic,11.5917508979,44.8873097529,automatic,Acquedottistico
FE07-01,Pozzo,FE,RIVA DEL PO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,718990,4981747,3.3,50.0,,1.0,23.2,46.0,automatic,11.7763656861,44.9554069643,automatic,Acquedottistico
FE09-01,Pozzo,FE,FERRARA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,714625,4970293,5.0,38.0,Fondo foro,1.0,30.0,36.0,automatic,11.7162309692,44.8537448513,automatic,Irriguo
FE12-00,Pozzo,FE,TRESIGNANA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,726466,4969250,2.5,130.0,,1.0,95.0,129.0,automatic,11.8654394277,44.8407065818,automatic,Antincendio
FE13-01,Pozzo,FE,RIVA DEL PO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,733775,4984419,0.72,49.0,,1.0,29.0,35.0,automatic,11.9648057241,44.9747197453,automatic,Non in uso
FE15-00,Pozzo,FE,RIVA DEL PO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,743260,4982671,-2.3,26.0,,,,,automatic,12.0840835001,44.9558226276,automatic,Irriguo
FE16-00,Pozzo,FE,ARGENTA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,747705,4938463,0.12,200.0,,,,,automatic,12.1188838787,44.5569079479,automatic,Irriguo
FE18-01,Pozzo,FE,MESOLA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,755380,4973165,-1.03,170.0,,,,,automatic,12.2327052527,44.8661351389,automatic,Non in uso
FE18-02,Pozzo,FE,CODIGORO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,751375,4971717,-0.7,160.0,Fondo foro,1.0,135.0,155.0,automatic,12.1813695197,44.8545432262,automatic,Non in uso
FE19-04,Pozzo,FE,CODIGORO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,742967,4970243,-3.0,141.0,Fondo foro,1.0,120.0,138.0,automatic,12.0744091072,44.8442065256,automatic,Zootecnico
FE21-00,Pozzo,FE,GORO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,759844,4971650,-1.61,34.7,,,,,automatic,12.28834425,44.85090682,automatic,Non in uso
FE22-00,Pozzo,FE,TERRE DEL RENO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,685137,4960021,13.5,172.0,,,,,automatic,11.3396352147,44.7696160039,automatic,Industriale
FE23-00,Pozzo,FE,TERRE DEL RENO,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,690581,4964056,17.88,140.2,,3.0,72.12,140.19,automatic,11.4098833695,44.8044783245,automatic,Industriale
FE24-03,Pozzo,FE,CENTO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,682224,4955674,14.3,93.0,,,,,automatic,11.3012996223,44.73126256,automatic,Irriguo
FE30-00,Pozzo,FE,FERRARA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,703494,4960438,10.45,102.0,Fondo foro,1.0,85.0,102.0,automatic,11.5715622258,44.7683801324,automatic,Irriguo
FE33-00,Pozzo,FE,FERRARA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,711280,4961583,3.0,123.0,Fondo foro,1.0,98.0,123.0,automatic,11.6703243006,44.7764195707,automatic,Industriale
FE34-01,Pozzo,FE,FERRARA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,712605,4955291,5.59,117.0,Fondo foro,1.0,96.0,116.0,automatic,11.6844303955,44.7194466191,automatic,Industriale
FE34-02,Pozzo,FE,FERRARA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,709642,4957129,7.4,81.6,Fondo foro,1.0,58.0,81.0,automatic,11.6478130715,44.7368481911,automatic,Industriale
FE35-00,Pozzo,FE,ARGENTA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,708486,4953080,7.91,138.0,Fondo foro,1.0,133.6,138.0,automatic,11.6315758925,44.7007735677,automatic,Irriguo
FE36-01,Pozzo,FE,MASI TORELLO,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,720507,4964328,4.1,120.0,Fondo foro,1.0,105.0,120.0,automatic,11.7879963289,44.7983164416,automatic,Industriale
FE37-00,Pozzo,FE,PORTOMAGGIORE,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,721344,4959241,0.43,159.0,Fondo foro,1.0,135.88,153.88,automatic,11.7963563577,44.7523177647,automatic,Industriale
FE38-00,Pozzo,FE,OSTELLATO,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,730536,4959854,0.9,88.0,Fondo foro,1.0,73.0,86.0,automatic,11.9126140538,44.7549279748,automatic,Industriale
FE39-01,Pozzo,FE,OSTELLATO,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,727496,4958786,1.0,122.0,Fondo foro,1.0,101.0,122.0,automatic,11.8737786816,44.7462982635,automatic,Irriguo
FE41-01,Pozzo,FE,MIGLIARO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,733513,4963263,4.28,36.0,Fondo foro,1.0,34.0,36.0,automatic,11.9517382272,44.7846110592,automatic,Non in uso
FE41-02,Pozzo,FE,FISCAGLIA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,734408,4965154,0.3,70.0,Fondo foro,1.0,45.0,70.0,automatic,11.9639072581,44.8013186906,automatic,Antincendio
FE45-01,Pozzo,FE,COMACCHIO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,747136,4958603,-1.6,160.0,,3.0,45.0,160.0,automatic,12.1214339153,44.7381446912,automatic,Irriguo
FE47-01,Pozzo,FE,ARGENTA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,717666,4951764,0.81,110.0,Fondo foro,1.0,96.0,110.0,automatic,11.7467588375,44.6862124471,automatic,Irriguo
FE48-00,Pozzo,FE,PORTOMAGGIORE,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,727660,4948452,0.86,80.0,,,,,automatic,11.8712482237,44.6533324886,automatic,Industriale
FE49-00,Pozzo,FE,ARGENTA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,725007,4944875,0.7,230.0,,5.0,17.0,229.0,automatic,11.8362612499,44.622006029,automatic,Industriale
FE52-00,Pozzo,FE,BONDENO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,680585,4979784,8.0,36.0,,1.0,25.0,30.0,automatic,11.2891931691,44.9485473702,automatic,Industriale
FE53-00,Pozzo,FE,BONDENO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,685655,4972210,8.2,30.0,,,,,automatic,11.3506294875,44.8791173165,automatic,Irriguo
FE54-01,Pozzo,FE,LAGOSANTO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,747977,4959578,-1.0,90.0,Fondo foro,1.0,83.0,90.0,automatic,12.1325139914,44.7466181656,automatic,Industriale
FE54-02,Pozzo,FE,LAGOSANTO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,748261,4961674,0.4,90.0,,,,,automatic,12.1371164166,44.7653602908,automatic,Irriguo
FE56-00,Pozzo,FE,FERRARA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,702655,4970438,7.0,60.0,Fondo foro,1.0,42.0,60.0,automatic,11.5649562668,44.8585503125,automatic,Domestico
FE58-01,Piezometro,FE,FERRARA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,705549,4971137,6.0,47.0,,,,,automatic,11.601830757,44.8640080889,automatic,Monitoraggio
FE58-02,Pozzo,FE,FERRARA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,705536,4971213,6.0,45.0,,1.0,26.0,42.0,automatic,11.6016971779,44.8646952927,automatic,Industriale
FE59-01,Pozzo,FE,FERRARA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,708187,4967809,6.0,140.0,Fondo foro,1.0,126.0,140.0,automatic,11.6338222099,44.8333152616,automatic,Civile
FE60-00,Pozzo,FE,FERRARA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,705138,4965716,7.2,42.0,,,,,automatic,11.5944434713,44.8153757795,automatic,Antincendio
FE61-01,Pozzo,FE,FERRARA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,714115,4976957,3.8,38.0,,,,,automatic,11.7126004012,44.9138209254,automatic,Civile
FE63-00,Pozzo,FE,CENTO,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,678700,4954402,18.99,101.0,,,,,automatic,11.2563848758,44.7207083324,automatic,Domestico
FE64-00,Pozzo,FE,RIVA DEL PO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,727936,4983760,2.5,70.0,,,,,automatic,11.8905513913,44.9706926375,automatic,Industriale
FE65-00,Pozzo,FE,JOLANDA DI SAVOIA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,735836,4974726,-2.6,36.0,,,,,automatic,11.9863853665,44.8869006502,automatic,Antincendio
FE69-00,Pozzo,FE,OSTELLATO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,745041,4953044,-1.09,145.0,Fondo foro,1.0,128.0,145.0,automatic,12.0923469416,44.6888933173,automatic,Industriale
FE70-00,Piezometro,FE,COMACCHIO,9020ER-DQ1-FPC,Freatico di pianura costiero,757807,4948325,2.77,2.4,,,,,automatic,12.2508238861,44.642006154,automatic,Monitoraggio
FE71-00,Piezometro,FE,COMACCHIO,9020ER-DQ1-FPC,Freatico di pianura costiero,757488,4963960,0.77,1.6,,,,,automatic,12.2546828462,44.7826458958,automatic,Monitoraggio
FE72-00,Pozzo,FE,CENTO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,682383,4958363,13.0,194.0,,2.0,170.0,194.0,automatic,11.3042671419,44.755409767,automatic,Industriale
FE73-00,Pozzo,FE,FERRARA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,705664,4957355,10.0,126.0,,2.0,55.0,126.0,automatic,11.5977133701,44.7400340363,automatic,Industriale
FE74-00,Pozzo,FE,ARGENTA,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,744292,4943212,-1.9,86.0,,,,,automatic,12.0782263219,44.600764386,automatic,Irriguo
FE75-00,Pozzo,FE,COPPARO,0640ER-DQ2-PCC,Pianura Alluvionale Costiera - confinato,723796,4971332,1.85,30.0,,,,,automatic,11.8326159589,44.8602684451,automatic,Industriale
FE77-00,Pozzo,FE,VIGARANO MAINARDA,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,697179,4968963,10.4,97.0,,,,,automatic,11.4951412216,44.8468198554,automatic,Irriguo
FE78-00,Pozzo,FE,BONDENO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,690480,4973681,9.8,63.0,,,,,automatic,11.4122199034,44.8910743316,automatic,Antincendio
FE78-01,Pozzo,FE,BONDENO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,689953,4972978,8.9,34.0,Fondo foro,1.0,24.0,34.0,automatic,11.4052882367,44.8848921655,automatic,Irriguo
FE80-00,Piezometro,FE,BONDENO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,679931,4979526,9.0,40.0,,1.0,7.0,40.0,automatic,11.2808173432,44.9463925278,automatic,Monitoraggio
FE81-00,Piezometro,FE,BONDENO,0630ER-DQ2-PPCS,Pianura Alluvionale Padana - confinato superiore,682819,4978747,8.4,40.0,,1.0,12.0,33.0,automatic,11.3171140894,44.9386489279,automatic,Monitoraggio
FE82-00,Pozzo,FE,ARGENTA,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,714812,4954000,4.4,85.0,Fondo foro,1.0,73.0,85.0,automatic,11.7117232327,44.7071794407,automatic,Irriguo
FE-F01-00,Pozzo,FE,BONDENO,9015ER-DQ1-FPF,Freatico di pianura fluviale,687196,4974399,8.3,4.9,,,,,automatic,11.3709330541,44.8984028955,automatic,Irriguo
FE-F01-01,Pozzo,FE,BONDENO,9015ER-DQ1-FPF,Freatico di pianura fluviale,682120,4979446,8.8,4.65,,,,,automatic,11.3085139991,44.9451155797,automatic,Irriguo
