station_code,station_type,province,municipality,gwb_code,gwb_name,x_utm_etrs89,y_utm_etrs89,ground_elevation_m,well_depth_m,filter_position,n_filters,filter_start_m,filter_end_m,source_type,lon,lat,metadata_source,use
RN29-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,777722,4887408,22.37,37.4,Fondo foro,1.0,26.0,37.4,manual,12.4689990571,44.0871716459,manual,
RN30-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,781291,4887309,14.07,42.0,,2.0,25.5,38.5,manual,12.5134438782,44.0849205716,manual,
RN31-01,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,783994,4885076,6.6,31.0,Fondo foro,1.0,25.4,28.4,manual,12.5459418021,44.0638120119,manual,
RN33-01,Pozzo,RN,SANTARCANGELO DI ROMAGNA,IT080280ER-DQ1-CL,Conoide Marecchia - libero,776419,4884064,41.2,27.0,,,,,manual,12.4510038082,44.057611742,manual,
RN34-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,785421,4884848,3.0,30.0,Fondo foro,1.0,26.6,29.5,manual,12.5636021875,44.0612091977,manual,
RN36-00,Pozzo,RN,RICCIONE,IT080600ER-DQ2-CCS,Conoide Conca - confinato superiore,794961,4876586,13.5,33.0,,,,,manual,12.6778753734,43.9832016771,manual,
RN38-00,Pozzo,RN,SAN GIOVANNI IN MARIGNANO,IT080600ER-DQ2-CCS,Conoide Conca - confinato superiore,799246,4872215,21.0,34.3,,,,,manual,12.7287333982,43.9421995477,manual,
RN38-01,Pozzo,RN,SAN GIOVANNI IN MARIGNANO,IT080290ER-DQ1-CL,Conoide Conca - libero,798396,4872593,25.0,38.0,,,,,manual,12.7183760989,43.9459406141,manual,
RN59-00,Pozzo,RN,BELLARIA-IGEA MARINA,IT082590ER-DQ2-CCI,Conoide Marecchia - confinato inferiore,778854,4890670,10.5,234.0,,5.0,42.0,219.0,manual,12.4848365597,44.11605626,manual,
RN60-01,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,778815,4885449,28.5,78.0,,1.0,65.5,71.5,manual,12.4815929577,44.0691515381,manual,
RN62-00,Pozzo,RN,CATTOLICA,IT080600ER-DQ2-CCS,Conoide Conca - confinato superiore,800113,4873916,10.29,35.6,,2.0,10.0,15.5,manual,12.7404735324,43.9571291927,manual,
RN63-01,Pozzo,RN,RIMINI,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,786274,4881805,13.6,7.0,,,,,manual,12.5725857505,44.0335326466,manual,
RN66-00,Pozzo,RN,RICCIONE,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,792434,4877742,12.08,8.0,,,,,manual,12.6470663854,43.9945978506,manual,
RN67-00,Pozzo,RN,MISANO ADRIATICO,IT080600ER-DQ2-CCS,Conoide Conca - confinato superiore,798091,4874982,4.0,32.3,,,,,manual,12.7159225823,43.9675284053,manual,
RN67-01,Pozzo,RN,MISANO ADRIATICO,IT080600ER-DQ2-CCS,Conoide Conca - confinato superiore,796795,4875645,4.0,42.0,Fondo foro,1.0,28.6,36.9,manual,12.7001707108,43.9740091841,manual,
RN68-00,Pozzo,RN,MISANO ADRIATICO,IT080600ER-DQ2-CCS,Conoide Conca - confinato superiore,797093,4875432,3.1,36.0,,,,,manual,12.7037591237,43.9719751548,manual,
RN70-00,Piezometro,RN,SAN GIOVANNI IN MARIGNANO,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,796986,4873830,18.6,15.0,,,,,manual,12.7015328329,43.9576247947,manual,
RN71-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,780313,4886907,17.7,101.2,Fondo foro,1.0,90.7,96.7,manual,12.5010375457,44.0816827546,manual,
RN72-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,781199,4884985,17.75,105.0,Fondo foro,1.0,89.0,101.0,manual,12.511060315,44.0640713575,manual,
RN73-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,782375,4885516,12.9,50.0,,1.0,35.0,44.0,manual,12.5260000168,44.0683912069,manual,
RN74-00,Pozzo,RN,RIMINI,IT080590ER-DQ2-CCS,Conoide Marecchia - confinato superiore,780624,4889890,1.5,25.0,Fondo foro,1.0,20.5,23.8,manual,12.5065003289,44.1083704082,manual,
RN76-00,Pozzo,RN,SAN CLEMENTE,IT080290ER-DQ1-CL,Conoide Conca - libero,794124,4870628,75.0,13.0,,,,,manual,12.664164372,43.9300035434,manual,
RN77-00,Pozzo,RN,RIMINI,IT082590ER-DQ2-CCI,Conoide Marecchia - confinato inferiore,781240,4884920,17.0,119.0,Fondo foro,1.0,107.0,113.0,manual,12.5115367186,44.0634715134,manual,
RN-F01-00,Piezometro,RN,RIMINI,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,781166,4889206,2.0,5.5,,,,,manual,12.5128957328,44.1020157821,manual,
RN-F02-00,Pozzo,RN,RIMINI,IT089015ER-DQ1-FPF-ITB,Freatico di pianura fluviale,786461,4881183,16.0,7.8,,,,,manual,12.5745785581,44.0278704627,manual,
RN-F03-00,Piezometro,RN,MISANO ADRIATICO,IT089020ER-DQ1-FPC-ITB,Freatico di pianura costiero,795537,4876404,4.0,5.7,,,,,manual,12.6849415624,43.9813351812,manual,
RN-M11-00,Pozzo,RN,NOVAFELTRIA,IT085100IR-AV2-VA,Depositi vallate App. Marecchia-Conca,766128,4868356,210.0,9.8,,,,,manual,12.314865418,43.9202285174,manual,
BO03-01,Pozzo,BO,SAN PIETRO IN CASALE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,690997,4952708,16.0,205.0,,3.0,61.0,202.0,automatic,11.4108891803,44.7022996781,automatic,Industriale
BO05-00,Pozzo,BO,SANT AGATA BOLOGNESE,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,669136,4947084,22.19,177.0,Fondo foro,1.0,168.0,172.0,automatic,11.1332904598,44.6571959699,automatic,Industriale
BO06-00,Pozzo,BO,SAN GIOVANNI IN PERSICETO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,674133,4946699,17.92,615.19,,32.0,73.5,615.19,automatic,11.1961406834,44.6525382329,automatic,Non in uso
BO07-00,Pozzo,BO,SALA BOLOGNESE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,680112,4947393,22.5,125.09,Fondo foro,1.0,119.0,125.09,automatic,11.2717327148,44.657306564,automatic,Non in uso
BO08-00,Pozzo,BO,SAN GIOVANNI IN PERSICETO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,676011,4943790,25.25,106.0,Fondo foro,1.0,103.0,106.0,automatic,11.2188100982,44.625911863,automatic,Non in uso
BO11-01,Pozzo,BO,ANZOLA EMILIA,0410ER-DQ2-CCS,Conoide Panaro - confinato superiore,669527,4937118,44.0,175.92,,5.0,84.0,171.44,automatic,11.1349299845,44.5674469272,automatic,Antincendio
BO12-00,Pozzo,BO,VALSAMOGGIA,0410ER-DQ2-CCS,Conoide Panaro - confinato superiore,668956,4935544,48.0,54.0,,,,,automatic,11.1272278068,44.5534207413,automatic,Irriguo
BO13-00,Pozzo,BO,CALDERARA DI RENO,2442ER-DQ2-CCI,Conoide Reno-Lavino - confinato inferiore,677141,4935958,36.4,348.0,,3.0,180.5,347.74,automatic,11.2303467918,44.5551797062,automatic,Industriale
BO14-00,Pozzo,BO,CALDERARA DI RENO,0442ER-DQ2-CCS,Conoide Reno-Lavino - confinato superiore,677197,4935970,36.89,30.0,Fondo foro,1.0,22.0,30.0,automatic,11.231055471,44.5552738883,automatic,Industriale
BO15-01,Pozzo,BO,ANZOLA EMILIA,2420ER-DQ2-CCI,Conoide Samoggia - confinato inferiore,675076,4934381,41.5,318.61,,5.0,127.4,306.5,automatic,11.203830425,44.5414977042,automatic,Industriale
BO16-00,Pozzo,BO,ANZOLA EMILIA,0442ER-DQ2-CCS,Conoide Reno-Lavino - confinato superiore,676572,4933961,43.19,88.3,Fondo foro,1.0,77.35,82.1,automatic,11.2225039932,44.5373546163,automatic,Industriale
BO17-00,Pozzo,BO,CALDERARA DI RENO,0442ER-DQ2-CCS,Conoide Reno-Lavino - confinato superiore,679930,4934498,37.3,75.0,Fondo foro,1.0,62.0,73.0,automatic,11.264925778,44.5413551902,automatic,Industriale
BO18-00,Pozzo,BO,VALSAMOGGIA,2420ER-DQ2-CCI,Conoide Samoggia - confinato inferiore,667844,4931516,68.51,99.0,,4.0,52.0,97.0,automatic,11.1119259964,44.5174425504,automatic,Irriguo
BO18-01,Pozzo,BO,VALSAMOGGIA,0150ER-DQ1-CL,Conoide Samoggia - libero,666872,4930794,75.0,100.0,,,,,automatic,11.0994705052,44.511172418,automatic,Irriguo
BO19-00,Pozzo,BO,VALSAMOGGIA,2420ER-DQ2-CCI,Conoide Samoggia - confinato inferiore,672674,4932138,49.16,85.0,,2.0,55.0,83.3,automatic,11.1728654644,44.5218985521,automatic,Irriguo
BO20-00,Pozzo,BO,BOLOGNA,0160ER-DQ1-CL,Conoide Reno-Lavino - libero,680192,4931629,47.43,131.0,,3.0,65.0,125.0,automatic,11.2672193216,44.5154813511,automatic,Industriale
BO20-01,Pozzo,BO,BOLOGNA,2442ER-DQ2-CCI,Conoide Reno-Lavino - confinato inferiore,681784,4931646,42.0,344.0,,12.0,143.4,324.0,automatic,11.2872404168,44.5152350062,automatic,Acquedottistico
BO23-00,Pozzo,BO,BENTIVOGLIO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,691580,4946084,13.44,391.0,,3.0,323.0,382.4,automatic,11.4157638807,44.6425650838,automatic,Non in uso
BO23-01,Pozzo,BO,BENTIVOGLIO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,692260,4944161,15.85,115.0,,,,,automatic,11.4236104084,44.6250871438,automatic,Industriale
BO24-01,Pozzo,BO,SALA BOLOGNESE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,682073,4942667,24.6,100.0,,,,,automatic,11.2947699689,44.6143004117,automatic,Irriguo
BO25-03,Pozzo,BO,ARGELATO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,687588,4942301,23.4,133.0,Fondo foro,1.0,122.3,132.6,automatic,11.3640869249,44.6095909737,automatic,Antincendio
BO26-00,Pozzo,BO,GRANAROLO DELL'EMILIA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,692735,4938114,24.33,140.0,Fondo foro,1.0,125.0,132.0,automatic,11.4273260914,44.5705704331,automatic,Industriale
BO27-00,Pozzo,BO,CALDERARA DI RENO,0442ER-DQ2-CCS,Conoide Reno-Lavino - confinato superiore,683070,4935411,30.58,450.94,,11.0,100.01,429.53,automatic,11.3047441556,44.548777516,automatic,Civile
BO28-00,Pozzo,BO,CASTEL MAGGIORE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,688501,4936637,28.8,67.0,Fondo foro,1.0,58.0,67.0,automatic,11.3735081436,44.5584055091,automatic,Industriale
BO29-00,Pozzo,BO,GRANAROLO DELL'EMILIA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,693713,4936362,26.64,231.35,,2.0,120.0,231.35,automatic,11.4389731704,44.5545498067,automatic,Irriguo
BO30-00,Pozzo,BO,BOLOGNA,2442ER-DQ2-CCI,Conoide Reno-Lavino - confinato inferiore,682893,4931879,39.82,351.93,,10.0,156.0,334.0,automatic,11.3012654262,44.517050733,automatic,Non in uso
BO30-01,Pozzo,BO,BOLOGNA,2442ER-DQ2-CCI,Conoide Reno-Lavino - confinato inferiore,682915,4931988,40.84,350.0,,11.0,101.0,323.5,automatic,11.301580638,44.5180256571,automatic,Civile
BO32-00,Pozzo,BO,BOLOGNA,0462ER-DQ2-CCS,Conoide Savena - confinato superiore,690256,4932321,41.1,211.0,,4.0,95.5,203.3,automatic,11.3939948817,44.5191228057,automatic,Industriale
BO33-00,Pozzo,BO,GRANAROLO DELL'EMILIA,0462ER-DQ2-CCS,Conoide Savena - confinato superiore,692966,4932801,39.98,375.0,,9.0,84.09,354.11,automatic,11.4282440206,44.5227205929,automatic,Industriale
BO36-01,Pozzo,BO,BUDRIO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,704526,4940673,16.2,516.0,,,,,automatic,11.576695009,44.5903334755,automatic,Irriguo
BO37-00,Pozzo,BO,BUDRIO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,697601,4937796,21.46,165.0,,,,,automatic,11.4884301462,44.5663918779,automatic,Irriguo
BO38-00,Pozzo,BO,BUDRIO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,701070,4934896,23.64,475.0,,2.0,389.0,474.0,automatic,11.5309424591,44.5393499172,automatic,Civile
BO40-02,Pozzo,BO,MOLINELLA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,712284,4945264,7.74,176.0,,1.0,137.0,159.0,automatic,11.6762255385,44.6293730631,automatic,Industriale
BO41-00,Pozzo,BO,MEDICINA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,713599,4938274,10.9,500.0,Fondo foro,1.0,477.0,500.0,automatic,11.6898816426,44.5661251506,automatic,Irriguo
BO43-01,Pozzo,BO,MOLINELLA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,708368,4936856,10.67,190.0,,,,,automatic,11.6235030725,44.5549047773,automatic,Irriguo
BO44-00,Pozzo,BO,MEDICINA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,716532,4931281,7.9,440.0,,3.0,230.0,410.0,automatic,11.7238409064,44.5023653216,automatic,Irriguo
BO47-01,Pozzo,BO,BOLOGNA,0160ER-DQ1-CL,Conoide Reno-Lavino - libero,680182,4929208,53.8,110.0,Fondo foro,1.0,89.0,108.0,automatic,11.2662492432,44.4937053672,automatic,Irriguo
BO50-00,Pozzo,BO,BOLOGNA,2462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689421,4928818,55.23,269.58,,9.0,78.54,249.97,automatic,11.3822128744,44.4878332994,automatic,Civile
BO50-01,Pozzo,BO,BOLOGNA,2462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689537,4928883,55.23,272.01,,11.0,80.0,256.0,automatic,11.3836942932,44.4883875425,automatic,Civile
BO50-02,Pozzo,BO,BOLOGNA,2462ER-DQ2-CCI,Conoide Savena - confinato inferiore,689316,4928818,55.23,276.77,,11.0,84.0,261.5,automatic,11.3808934992,44.4878608255,automatic,Acquedottistico
BO52-00,Pozzo,BO,BOLOGNA,0170ER-DQ1-CL,Conoide Savena - libero,689193,4925716,73.26,14.0,,,,,automatic,11.3782138151,44.4599905973,automatic,Irriguo
BO53-02,Pozzo,BO,SAN LAZZARO DI SAVENA,0470ER-DQ2-CCS,Conoide Zena-Idice - confinato superiore,692897,4926261,66.0,70.0,,,,,automatic,11.4249361724,44.4639140651,automatic,Antincendio
BO53-03,Pozzo,BO,SAN LAZZARO DI SAVENA,2470ER-DQ2-CCI,Conoide Zena-Idice - confinato inferiore,692456,4927345,55.0,93.0,,1.0,56.5,61.3,automatic,11.4198002693,44.4737818802,automatic,Irriguo
BO55-01,Pozzo,BO,CASTENASO,0470ER-DQ2-CCS,Conoide Zena-Idice - confinato superiore,696514,4928048,47.5,84.0,,,,,automatic,11.4710428538,44.479012932,automatic,Domestico
BO55-02,Pozzo,BO,SAN LAZZARO DI SAVENA,0470ER-DQ2-CCS,Conoide Zena-Idice - confinato superiore,695621,4927462,54.6,87.0,,,,,automatic,11.4596026938,44.4739844928,automatic,Irriguo
BO56-01,Pozzo,BO,SAN LAZZARO DI SAVENA,2470ER-DQ2-CCI,Conoide Zena-Idice - confinato inferiore,695449,4925917,52.42,203.04,,5.0,80.5,185.45,automatic,11.4568587358,44.4601345587,automatic,Civile
BO57-01,Pozzo,BO,OZZANO DELL'EMILIA,2470ER-DQ2-CCI,Conoide Zena-Idice - confinato inferiore,696479,4924615,61.4,81.0,,2.0,45.0,81.0,automatic,11.469300406,44.4481446825,automatic,Irriguo
BO58-00,Pozzo,BO,CASTEL SAN PIETRO TERME,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,704957,4925609,37.4,453.0,,2.0,354.0,444.39,automatic,11.5761381681,44.4547320841,automatic,Industriale
BO60-00,Pozzo,BO,CASTEL SAN PIETRO TERME,0660ER-DET1-CMSG,Conoidi montane e Sabbie gialle orientali,704907,4919915,75.5,136.0,,4.0,36.4,131.3,automatic,11.5732609892,44.4035359609,automatic,Non in uso
BO61-00,Pozzo,BO,CASTEL SAN PIETRO TERME,2492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,706826,4919601,59.65,101.0,,6.0,73.3,95.72,automatic,11.597210628,44.4001666971,automatic,Irriguo
BO62-01,Pozzo,BO,MEDICINA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,710530,4929431,19.9,259.0,,2.0,177.0,245.0,automatic,11.6476673533,44.4875031131,automatic,Industriale
BO65-00,Pozzo,BO,IMOLA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,717206,4926821,17.34,235.0,Fondo foro,1.0,221.0,235.0,automatic,11.7304371463,44.462056332,automatic,Industriale
BO66-00,Pozzo,BO,DOZZA,2492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710921,4920769,43.2,190.0,,2.0,96.0,189.0,automatic,11.6490536894,44.4094903966,automatic,Non in uso
BO67-02,Pozzo,BO,IMOLA,0510ER-DQ2-CCS,Conoide Santerno - confinato superiore,718087,4921334,23.4,59.0,Fondo foro,1.0,54.0,58.0,automatic,11.7391915165,44.4124492749,automatic,Irriguo
BO68-00,Pozzo,BO,DOZZA,2492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,709768,4918965,59.7,196.4,Fondo foro,1.0,188.9,196.4,automatic,11.633859389,44.3936012162,automatic,Civile
BO69-00,Pozzo,BO,IMOLA,2510ER-DQ2-CCI,Conoide Santerno - confinato inferiore,717196,4917436,33.2,101.0,,4.0,53.0,98.9,automatic,11.726383847,44.3776635755,automatic,Acquedottistico
BO70-01,Pozzo,BO,DOZZA,2492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,710050,4918123,67.0,201.0,,4.0,93.0,180.0,automatic,11.6370562024,44.3859471497,automatic,Civile
BO71-01,Pozzo,BO,IMOLA,0210ER-DQ1-CL,Conoide Santerno - libero,715791,4916868,42.0,97.0,,2.0,54.0,97.0,automatic,11.7085314008,44.3729750868,automatic,Acquedottistico
BO72-00,Pozzo,BO,IMOLA,2510ER-DQ2-CCI,Conoide Santerno - confinato inferiore,720981,4915871,31.2,62.0,,4.0,47.0,61.0,automatic,11.7731761016,44.3624470667,automatic,Civile
BO73-00,Pozzo,BO,IMOLA,0660ER-DET1-CMSG,Conoidi montane e Sabbie gialle orientali,719825,4912888,58.8,97.0,,,,,automatic,11.7574268555,44.3359735597,automatic,Irriguo
BO75-00,Pozzo,BO,CASTENASO,0470ER-DQ2-CCS,Conoide Zena-Idice - confinato superiore,692566,4929401,49.17,104.0,,6.0,52.5,97.5,automatic,11.4219475515,44.4922456661,automatic,Industriale
BO75-01,Pozzo,BO,CASTENASO,0470ER-DQ2-CCS,Conoide Zena-Idice - confinato superiore,693061,4929852,48.0,46.0,,,,,automatic,11.4283361619,44.4961700989,automatic,Irriguo
BO77-01,Pozzo,BO,VALSAMOGGIA,0420ER-DQ2-CCS,Conoide Samoggia - confinato superiore,671263,4931041,60.0,100.0,,,,,automatic,11.1547586171,44.5123659233,automatic,Irriguo
BO78-01,Pozzo,BO,BOLOGNA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,689825,4933567,37.46,450.63,,9.0,135.0,420.45,automatic,11.3890345806,44.5304438914,automatic,Industriale
BO79-00,Pozzo,BO,IMOLA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,721626,4928881,8.0,459.0,,9.0,165.25,454.55,automatic,11.7868170599,44.4792388558,automatic,Irriguo
BO82-01,Pozzo,BO,CREVALCORE,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,680090,4962867,16.0,85.0,,,,,automatic,11.2769121939,44.7965046849,automatic,Irriguo
BO83-00,Pozzo,BO,GALLIERA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,690975,4958871,13.77,190.0,,,,,automatic,11.4129166974,44.7577378195,automatic,Non in uso
BO84-01,Pozzo,BO,CASTEL SAN PIETRO TERME,0492ER-DQ2-CCS,Conoide Sillaro-Sellustra - confinato superiore,706413,4922717,51.2,20.0,,,,,automatic,11.5932687025,44.4283085926,automatic,Irriguo
BO87-01,Pozzo,BO,CALDERARA DI RENO,2442ER-DQ2-CCI,Conoide Reno-Lavino - confinato inferiore,680579,4938855,25.0,0.0,,,,,automatic,11.2746162386,44.5803864231,automatic,Non in uso
BO88-02,Pozzo,BO,ZOLA PREDOSA,0160ER-DQ1-CL,Conoide Reno-Lavino - libero,676914,4928322,77.0,101.93,,3.0,29.07,99.7,automatic,11.2248737438,44.4865429365,automatic,Industriale
BO89-00,Pozzo,BO,ZOLA PREDOSA,2442ER-DQ2-CCI,Conoide Reno-Lavino - confinato inferiore,674322,4930012,73.8,226.3,,8.0,106.78,223.8,automatic,11.1928705844,44.5023765525,automatic,Industriale
BO92-00,Pozzo,BO,ANZOLA EMILIA,2420ER-DQ2-CCI,Conoide Samoggia - confinato inferiore,672582,4936972,35.72,150.0,,2.0,88.5,147.0,automatic,11.1733267224,44.5654080376,automatic,Civile
BO95-00,Pozzo,BO,BUDRIO,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,702423,4935153,23.5,486.0,,3.0,246.0,476.0,automatic,11.5480573332,44.5412827717,automatic,Industriale
BO99-00,Pozzo,BO,GRANAROLO DELL'EMILIA,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,691566,4935651,29.8,213.0,,3.0,88.82,212.75,automatic,11.4117007494,44.548728504,automatic,Civile
BOA5-00,Pozzo,BO,CASTENASO,0470ER-DQ2-CCS,Conoide Zena-Idice - confinato superiore,695616,4930400,39.01,159.0,,2.0,61.0,74.5,automatic,11.4606512623,44.5004114728,automatic,Non in uso
BOA6-01,Pozzo,BO,DOZZA,2492ER-DQ2-CCI,Conoide Sillaro-Sellustra - confinato inferiore,711138,4917725,68.4,165.0,,,,,automatic,11.6505392983,44.3820517848,automatic,Acquedottistico
BOA7-00,Pozzo,BO,MOLINELLA,2700ER-DQ2-PACI,Pianura Alluvionale - confinato inferiore,714286,4942901,7.3,190.0,,1.0,175.0,183.75,automatic,11.7004507469,44.6075297829,automatic,Industriale
BOB3-00,Pozzo,BO,CREVALCORE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,672436,4955556,15.87,100.0,,,,,automatic,11.1777391437,44.732624444,automatic,Industriale
BOB8-00,Pozzo,BO,CREVALCORE,0620ER-DQ2-TPAPCS,Transizione Pianura Appenninica-Padana - confinato superiore,670194,4959181,19.21,80.0,Fondo foro,1.0,70.0,76.0,automatic,11.1506538833,44.7657711352,automatic,Irriguo
BOE9-00,Pozzo,BO,BOLOGNA,0160ER-DQ1-CL,Conoide Reno-Lavino - libero,678075,4933190,44.9,68.0,Fondo foro,1.0,64.0,68.0,automatic,11.241141682,44.5300492804,automatic,Irriguo
BOE9-01,Pozzo,BO,BOLOGNA,0160ER-DQ1-CL,Conoide Reno-Lavino - libero,678135,4933504,41.7,70.0,,,,,automatic,11.2420046485,44.532859135,automatic,Irriguo
BO-F02-00,Pozzo,BO,SALA BOLOGNESE,9015ER-DQ1-FPF,Freatico di pianura fluviale,681965,4942653,24.2,7.5,,,,,automatic,11.2934049112,44.6142018113,automatic,Domestico
BO-F04-00,Pozzo,BO,MALALBERGO,9015ER-DQ1-FPF,Freatico di pianura fluviale,699177,4949318,12.3,7.3,,,,,automatic,11.5127261959,44.6695853263,automatic,Irriguo
BO-F07-00,Pozzo,BO,SAN GIOVANNI IN PERSICETO,9015ER-DQ1-FPF,Freatico di pianura fluviale,676768,4948948,18.1,7.0,,,,,automatic,11.2301238711,44.6721257244,automatic,Irriguo
BO-F08-00,Pozzo,BO,ARGELATO,9015ER-DQ1-FPF,Freatico di pianura fluviale,684902,4947067,21.2,6.7,,,,,automatic,11.3319816123,44.6531568435,automatic,Domestico
BO-F11-00,Pozzo,BO,MOLINELLA,9015ER-DQ1-FPF,Freatico di pianura fluviale,705857,4940727,14.3,7.2,,,,,automatic,11.5934679961,44.5904397099,automatic,Irriguo
BO-F12-00,Pozzo,BO,CASTENASO,9015ER-DQ1-FPF,Freatico di pianura fluviale,699279,4932056,31.0,6.65,,,,,automatic,11.5073234095,44.5143040328,automatic,Domestico
BO-F13-00,Pozzo,BO,CASTENASO,9015ER-DQ1-FPF,Freatico di pianura fluviale,695284,4934008,34.5,7.65,,,,,automatic,11.4578434616,44.5329531364,automatic,Domestico
BO-F15-00,Pozzo,BO,CASTEL GUELFO DI BOLOGNA,9015ER-DQ1-FPF,Freatico di pianura fluviale,711231,4923429,37.0,6.3,,,,,automatic,11.654025749,44.4333219062,automatic,Irriguo
BO-F16-00,Pozzo,BO,IMOLA,9015ER-DQ1-FPF,Freatico di pianura fluviale,715642,4923009,27.6,10.0,,,,,automatic,11.7092124411,44.4282442175,automatic,Irriguo
BO-F18-00,Pozzo,BO,MORDANO,9015ER-DQ1-FPF,Freatico di pianura fluviale,724554,4920253,19.7,7.5,,,,,automatic,11.8198537826,44.4007530321,automatic,Irriguo
BOF2-01,Pozzo,BO,CASTELLO D'ARGILE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,682666,4952366,19.2,100.0,,,,,automatic,11.3056945623,44.701394279,automatic,Industriale
BO-F21-00,Pozzo,BO,BOLOGNA,9015ER-DQ1-FPF,Freatico di pianura fluviale,678805,4934906,36.7,7.4,,,,,automatic,11.2509168933,44.5453053083,automatic,Irriguo
BOF3-00,Pozzo,BO,OZZANO DELL'EMILIA,0482ER-DQ2-CC,Conoide Quaderna - confinato,700760,4926540,39.0,80.0,,,,,automatic,11.5237977354,44.4642827891,automatic,Irriguo
BOF3-01,Pozzo,BO,OZZANO DELL'EMILIA,0482ER-DQ2-CC,Conoide Quaderna - confinato,701768,4926171,37.5,75.0,,,,,automatic,11.5363134152,44.4606834153,automatic,Irriguo
BOF6-00,Pozzo,BO,ZOLA PREDOSA,0160ER-DQ1-CL,Conoide Reno-Lavino - libero,677832,4929734,64.5,131.9,,,90.3,130.85,automatic,11.2368955317,44.4990196804,automatic,Industriale
BOF7-00,Piezometro,BO,BENTIVOGLIO,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,691203,4942161,18.7,80.0,,2.0,41.0,74.0,automatic,11.4095532775,44.6073799188,automatic,Monitoraggio
BOF8-00,Piezometro,BO,BOLOGNA,0442ER-DQ2-CCS,Conoide Reno-Lavino - confinato superiore,682966,4931939,39.19,60.0,Fondo foro,1.0,50.0,60.0,automatic,11.3022044794,44.5175719521,automatic,Monitoraggio
BOF9-00,Piezometro,BO,CASTELLO D'ARGILE,0610ER-DQ2-PACS,Pianura Alluvionale Appenninica - confinato superiore,680802,4950302,19.0,200.0,,1.0,100.0,130.0,automatic,11.2814555925,44.6833005099,automatic,Monitoraggio
